id,model,condition,system_accuracy,concept_mapping_accuracy,_pair_precision,_pair_recall,_pair_f1,_pair_jaccard,_pair_over_under,_pred_unmatched_count,_gt_unmatched_count,duration_seconds,success,error
65,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1980187892913818,True,
66,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9419600963592528,True,
67,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.8322403430938721,True,
68,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4337141513824463,True,
69,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.319537878036499,True,
70,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1483073234558103,True,
71,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.205113410949707,True,
72,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2246110439300537,True,
73,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9307782649993896,True,
74,gpt-oss-20b,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,2.241036891937256,True,
75,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9226772785186768,True,
76,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3435399532318115,True,
77,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.999725341796875,True,
78,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2857825756072998,True,
79,gpt-oss-20b,no_desc,0.0,0.25,0.25,0.25,0.25,0.14285714285714285,0,0,0,2.618113279342652,True,
80,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3146281242370603,True,
81,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.8150656223297119,True,
82,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2433292865753174,True,
83,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.8299994468688965,True,
84,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1002748012542725,True,
85,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.6834657192230225,True,
86,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2665200233459473,True,
87,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0479702949523926,True,
88,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3308775424957275,True,
89,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.315988540649414,True,
90,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1825830936431885,True,
91,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.169909954071045,True,
92,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.8289394378662109,True,
93,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.916356325149536,True,
94,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,3.463305711746216,True,
95,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.128171682357788,True,
96,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.970762014389038,True,
97,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1459808349609375,True,
98,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3709330558776855,True,
99,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3389041423797607,True,
100,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.7987046241760254,True,
101,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9803457260131836,True,
102,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3662965297698977,True,
103,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.000852346420288,True,
104,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.031320571899414,True,
105,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5993320941925049,True,
106,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.923680305480957,True,
107,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.259032964706421,True,
108,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9243695735931396,True,
109,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0398435592651367,True,
110,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.8054008483886719,True,
111,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4640626907348633,True,
112,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5062179565429688,True,
113,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3162379264831543,True,
114,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2155442237854004,True,
115,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.342954397201538,True,
116,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2253196239471436,True,
117,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.339036226272583,True,
118,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2100131511688232,True,
119,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.86482572555542,True,
120,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3184330463409424,True,
121,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2251965999603271,True,
122,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.026639461517334,True,
123,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2222445011138916,True,
124,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1329152584075928,True,
125,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0069034099578855,True,
126,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9438583850860596,True,
127,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3348796367645264,True,
128,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5834696292877195,True,
129,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.253018856048584,True,
130,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2316553592681885,True,
131,gpt-oss-20b,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,1.0488395690917969,True,
132,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2111968994140625,True,
133,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1112501621246338,True,
134,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1431398391723633,True,
135,gpt-oss-20b,no_desc,0.0,0.8,0.8,0.8,0.8000000000000002,0.6666666666666666,0,0,0,1.0086839199066162,True,
136,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5364360809326172,True,
137,gpt-oss-20b,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,1.8908536434173584,True,
138,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0864760875701904,True,
139,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4264247417449951,True,
140,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9217350482940674,True,
141,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2189230918884275,True,
142,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0205161571502686,True,
143,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2325873374938965,True,
144,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5423099994659424,True,
145,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0103168487548828,True,
146,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5382351875305176,True,
147,gpt-oss-20b,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,2.226566791534424,True,
148,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3571655750274658,True,
149,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.343055009841919,True,
150,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2146954536437988,True,
151,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.329725980758667,True,
152,gpt-oss-20b,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,1.315767765045166,True,
153,gpt-oss-20b,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,1.2508234977722168,True,
154,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.8917255401611328,True,
155,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.042144775390625,True,
156,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9017364978790284,True,
157,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9936695098876952,True,
158,gpt-oss-20b,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,1.2436606884002686,True,
159,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.92669415473938,True,
160,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.225555658340454,True,
161,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1223275661468506,True,
162,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1351840496063232,True,
163,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.8469505310058596,True,
164,gpt-oss-20b,no_desc,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0,0,0,1.2108008861541748,True,
165,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0445983409881592,True,
166,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.279949188232422,True,
167,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.129807472229004,True,
168,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0547058582305908,True,
169,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.113379955291748,True,
170,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5385572910308838,True,
171,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1251697540283203,True,
172,gpt-oss-20b,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,1.64843487739563,True,
173,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.109426736831665,True,
174,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.02357816696167,True,
175,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5560061931610107,True,
176,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.905426263809204,True,
177,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0252442359924316,True,
178,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4434850215911863,True,
179,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3318405151367188,True,
180,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4231491088867188,True,
181,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3386743068695068,True,
182,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0106799602508545,True,
183,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1146454811096191,True,
184,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9281580448150636,True,
185,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.8369221687316895,True,
186,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3048486709594729,True,
187,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.428051471710205,True,
188,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3463356494903564,True,
189,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.210932970046997,True,
190,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.079755783081055,True,
191,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1567285060882568,True,
192,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0228018760681152,True,
193,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1158311367034912,True,
194,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0420947074890137,True,
195,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3368768692016602,True,
196,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2147223949432373,True,
197,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.223869800567627,True,
198,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5305821895599363,True,
199,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3486855030059814,True,
200,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3303656578063965,True,
201,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.5243020057678225,True,
202,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9638867378234864,True,
203,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.276921033859253,True,
204,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.335603952407837,True,
205,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0489835739135742,True,
206,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3932161331176758,True,
207,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0304782390594482,True,
208,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4304444789886477,True,
209,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.6390855312347412,True,
210,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4165797233581543,True,
211,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.773655891418457,True,
212,gpt-oss-20b,no_desc,0.0,0.4,0.4,0.4,0.4000000000000001,0.25,0,0,0,1.5017931461334229,True,
213,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.4320859909057615,True,
214,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,2.1065566539764404,True,
215,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3341894149780271,True,
216,gpt-oss-20b,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,2.09628963470459,True,
217,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.6758651733398438,True,
218,gpt-oss-20b,no_desc,0.0,0.6,0.6,0.6,0.6,0.42857142857142855,0,0,0,1.6859924793243408,True,
219,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2441532611846924,True,
220,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1073737144470217,True,
221,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0.9207532405853271,True,
222,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.3304283618927002,True,
223,gpt-oss-20b,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,1.2288661003112793,True,
224,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1231305599212646,True,
225,gpt-oss-20b,no_desc,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0,0,0,1.0250916481018066,True,
226,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1167621612548828,True,
227,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.0236496925354004,True,
228,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.1384241580963137,True,
229,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.2189435958862305,True,
230,gpt-oss-20b,no_desc,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,1.7580063343048096,True,
