id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
16,Platelets,"[""Construction Workers""]",1,"human body, substances, damaged tissue","[""Band-Aid"", ""Firefighters"", ""Duct Tape"", ""Cork"", ""Spackle"", ""Sealant"", ""Plaster"", ""Traffic Cone"", ""Glue"", ""Sandbags"", ""Tire Patch"", ""Caulk"", ""Plug"", ""Stickers"", ""Mortar"", ""First Responders"", ""Welding"", ""Putty"", ""Net"", ""Blocker""]","[""skin, adhesive, wound"", ""city, equipment, burning building"", """", """", """", ""container, adhesives, leaks"", """", """", ""object, adhesives, torn material"", """", """", """", """", """", """", ""Community, Hazards, Emergency Scene"", ""metal, filler material, broken joint"", """", """", """"]","Platelets are small blood components that rapidly respond to tissue damage by clustering at injury sites, forming clots to prevent bleeding and initiate healing. They function as the body's emergency repair system - circulating passively until activated by damage, then becoming sticky to seal wounds. Analogies focus on: 1) Damage-responsive repair mechanisms 2) Sealing/plugging functions 3) Adhesive properties when activated 4) Small-scale protectors in larger systems. Sub-concepts (human body, substances, damaged tissue) guided selection toward everyday repair tools, emergency responders, and sealing materials that operate similarly in familiar contexts.",success
17,Genome,"[""Operating System""]",1,"organism, Gene, control","[""Blueprint"", ""Instruction Manual"", ""Recipe Book"", ""Library"", ""City Plan"", ""Computer Program"", ""Dictionary"", ""Symphony Score"", ""Circuit Diagram"", ""Map"", ""Toolbox"", ""Operating System"", ""Archive"", ""Conductor"", ""Codebook"", ""Blueprint Set"", ""Command Center"", ""Database"", ""Playbook"", ""Catalog""]","[""Building, Component, Specification"", ""Machine, Instruction, Setting"", ""Chef, Ingredient, Instructions"", ""Patron, Book, Catalog"", """", ""System, Function, Algorithm"", ""Book, Entry, Index"", """", ""System, Component, Switch"", ""Territory, Location, Legend"", """", """", ""Collection, Document, Catalog"", """", ""Agency, Cipher, Protocol"", """", """", ""System, Record, Index"", ""Team, Play, Coach"", ""Store, Product, Inventory Management""]","A genome is the complete set of genetic instructions for building and maintaining an organism, composed of genes that control biological functions. Analogies should emphasize its roles as a comprehensive blueprint, information repository, and regulatory system. The sub-concepts (organism, gene, control) highlight three key aspects: 1) It defines an entire living system, 2) It consists of functional units (genes), and 3) It governs processes. The analogies draw from everyday systems that share these traits—like instruction manuals (step-by-step guidance), libraries (organized knowledge storage), or control panels (regulation mechanisms)—using universally familiar concepts to bridge understanding.",success
19,Nucleus,"[""CPU"", ""Bookshelf""]",2,"cell, biochemical reaction, genetic information","[""Brain"", ""Control room"", ""Library"", ""Blueprint vault"", ""Computer hard drive"", ""Command center"", ""Operations headquarters"", ""DNA archive"", ""Conductor"", ""City hall"", ""Mission control"", ""Recipe book"", ""Server room"", ""Manager's office"", ""Instruction manual"", ""Central processor"", ""Seed core"", ""Secure vault"", ""Switchboard"", ""Capital building""]","[""body, thought process, memory"", ""building, operation, blueprints"", ""building, cataloging, books"", """", """", ""Headquarters, Operation, Intelligence"", """", """", """", ""city, administrative process, public records"", """", ""kitchen, cooking process, recipe"", """", """", """", """", """", """", ""office building, telephone connection, directory"", """"]","The nucleus acts as the cell's control center, storing genetic information (DNA) that directs biochemical reactions and cellular functions. Analogies should emphasize its roles as a protective vault for genetic material, a command hub for operations, and a blueprint repository. Sub-concepts like ""cell"" (operational unit), ""biochemical reaction"" (regulated processes), and ""genetic information"" (instruction set) guide analogy selection toward familiar systems with centralized control, data storage, and regulatory functions.",success
21,DNA Replication,"[""Printers Print Documents""]",1,"dna, enzyme, original DNA strand, new DNA strand","[""Photocopying document"", ""Blueprint duplication"", ""Assembly line"", ""Recipe following"", ""Key duplication"", ""Tape dubbing"", ""Stamp imprinting"", ""Mold casting"", ""Mirror imaging"", ""Data backup"", ""Book printing"", ""Weaving pattern"", ""Factory production"", ""Puzzle assembly"", ""CD burning"", ""Stencil tracing"", ""Proofreading text"", ""Construction blueprint"", ""Film developing"", ""Code compiling""]","[""document, photocopier, original document, copied document"", ""blueprint, photocopier, master copy, duplicate copy"", ""product, machine, template, assembled product"", """", ""key, machine, original key, duplicated key"", """", """", ""mold, casting tool, master model, cast replica"", ""glass, light, original image, reflected image"", """", ""book, printer, master copy, printed copy"", """", """", """", ""CD, CD burner, master CD, burned CD"", """", """", """", """", """"]","DNA replication involves creating an identical copy of DNA molecules using an original strand as a template, guided by enzymes. Analogies should emphasize template-based copying, precision, component assembly, and error correction. Familiar processes like manufacturing, information duplication, and construction capture these aspects while remaining accessible.",success
22,Food Chain,"[""Supply Chain"", ""Information Flow""]",2,"species, predator, energy","[""Supply Chain"", ""Bucket Brigade"", ""Relay Race"", ""Domino Effect"", ""Assembly Line"", ""Power Grid"", ""Water Cycle"", ""Family Tree"", ""Corporate Ladder"", ""Conveyor Belt"", ""Chain Link Fence"", ""Chain Letter"", ""Telephone Game"", ""River Flow"", ""Fire Spread"", ""Pyramid Scheme"", ""Chain of Command"", ""Gossip Chain"", ""Follow the Leader"", ""Train""]","[""suppliers, consumers, resources"", """", ""runner, next runner, baton"", """", ""components, machine, product"", """", ""water molecules, evaporation, heat"", ""relatives, ancestor, inheritance"", """", """", """", """", """", """", """", """", """", """", """", ""cars, engine, fuel""]","The food chain represents a linear sequence of organisms where each is consumed by the next, transferring energy. Analogies should capture sequential dependency, transfer, or linear flow. I selected 20 familiar concepts from everyday life, business, games, and natural phenomena that illustrate similar linear or sequential relationships.",success
23,DNA Double Helix Structure,"[""The Helix Bridge""]",1,"dna strand, base pair","[""Spiral staircase"", ""Twisted ladder"", ""Zipper teeth"", ""Braided rope"", ""Fire escape"", ""Book pages"", ""Morse code"", ""Train tracks"", ""Binary code"", ""Library archive"", ""Barbershop pole"", ""Vine tendrils"", ""Recipe card"", ""Computer code"", ""Blueprint diagram"", ""Twisted necklace"", ""Railroad switch"", ""Instruction manual"", ""Spiral notebook"", ""Interlocking gears""]","[""handrail, step"", ""side rail, rung"", ""zipper teeth rows, interlocking teeth"", ""rope strand, twist point"", """", ""book spine, page binding"", """", """", """", """", """", """", """", """", """", """", """", """", ""spiral binding, notebook page"", """"]","The DNA double helix structure resembles a twisted ladder with complementary base pairs forming rungs. Analogies should capture: 1) paired/twisted components, 2) information storage/transfer, 3) structural stability, and 4) replication mechanisms. Sub-concepts ""dna strand"" and ""base pair"" suggest focusing on interlocking pairs, helical shapes, and coded sequences. Analogies are drawn from everyday objects, architecture, textiles, and information systems to maximize familiarity while preserving structural/functional parallels.",success
25,Cell Signaling,"[""Electronic Signal Transmission""]",1,"Signal, receptor, Signal transduction pathway","[""Mail delivery"", ""Door lock"", ""Telephone call"", ""Light switch"", ""Domino chain"", ""Radio broadcast"", ""Security alarm"", ""Text messaging"", ""Thermostat control"", ""Car ignition"", ""Wi-Fi router"", ""Puzzle piece"", ""Fire alarm"", ""Conveyor belt"", ""Traffic light"", ""Keycard access"", ""Assembly line"", ""Remote control"", ""Postal stamp"", ""Circuit breaker""]","[""Letter, Mailbox, Delivery route"", """", ""Ringing, Receiver, Call connection"", ""Electricity, Switch Plate, Wiring"", """", ""Broadcast wave, Radio receiver, Amplifier circuit"", """", """", """", """", """", """", ""Smoke, Detector, Alarm trigger"", """", ""Light Color, Sensor, Wiring"", """", ""Raw Material, Machine, Production Line"", ""Button press, Receiver, Circuitry"", """", """"]","Cell signaling involves communication between cells via molecular signals. Key elements include a signaling molecule (ligand) binding to a specific receptor on a target cell, triggering intracellular pathways that amplify and process the signal to produce a cellular response. Analogies should map to: 1) Signal transmission methods, 2) Receptor-ligand specificity, 3) Information relay systems, 4) Response activation mechanisms. Everyday communication systems, electronic devices, and biological processes provide relatable parallels that illustrate signal initiation, targeted reception, pathway cascades, and outcome generation without requiring scientific background.",success
27,DNA Sequencing,"[""The Puzzle""]",1,"dna sequence, Sequencing technology","[""Book reading"", ""Barcode scanning"", ""Jigsaw puzzle"", ""Morse code"", ""Train cars"", ""Musical notes"", ""Assembly line"", ""Map directions"", ""Alphabet sequence"", ""Recipe steps"", ""Combination lock"", ""Fingerprint analysis"", ""Bar code"", ""Color spectrum"", ""Calendar dates"", ""Lego building"", ""Keyboard typing"", ""Railroad tracks"", ""Dictionary words"", ""Film reel""]","[""book text, reading technique"", ""barcode, Scanner"", ""puzzle pieces, assembly method"", ""coded message, decoding method"", """", """", ""product, machinery"", """", """", """", """", ""Fingerprint pattern, Fingerprint scanning"", """", """", ""Date Order, Calendar System"", """", """", """", """", """"]","DNA sequencing involves determining the precise order of nucleotides (A, T, C, G) in a DNA strand, akin to decoding a complex message. The process relies on specialized technology to ""read"" genetic information systematically. Analogies should emphasize ordered interpretation, pattern recognition, and information extraction from structured systems. Familiar concepts like language decoding, manufacturing processes, and everyday sequencing activities provide accessible parallels to illustrate both the sequence (static information) and sequencing technology (dynamic process).",success
29,eye,"[""camera""]",1,"retina, iris, pupil, lens, choroid","[""Camera"", ""Telescope"", ""Window shutters"", ""Photographic film"", ""Magnifying glass"", ""Security camera"", ""Water droplet lens"", ""Binoculars"", ""Solar panel"", ""Projector screen"", ""Dimmer switch"", ""Peephole viewer"", ""Blackout curtain"", ""Flashlight reflector"", ""Periscope"", ""Spotlight aperture"", ""Car headlight"", ""Camera aperture"", ""Microscope"", ""Pinhole camera""]","[""sensor, aperture, opening, lens, power source"", ""sensor, aperture, opening, objective lens, mount"", """", ""emulsion, aperture, aperture opening, camera lens, film base"", """", """", """", ""image sensor, aperture, objective lens opening, objective lens, housing"", """", """", """", """", """", """", ""viewfinder, aperture, opening, objective lens, housing"", """", """", """", ""eyepiece, aperture, opening, objective lens, light source"", """"]","The eye functions as a sophisticated optical system that processes light. Key analogies emerge by comparing its components to familiar objects: the retina acts like light-sensitive film, the iris/pupil resemble adjustable apertures, the lens operates like focusing glass, and the choroid serves as a light-absorbing layer. Broader parallels include optical devices for vision enhancement and light-regulation systems found in everyday technology and nature.",success
33,Synaptic transmission between neurons,"[""communication networks""]",1,"Neurons, synapse, neural signal","[""Mail delivery"", ""Radio transmission"", ""Key unlocking"", ""Relay race"", ""Electrical wiring"", ""Chemical messenger"", ""Domino chain"", ""Wi-Fi connection"", ""Puzzle fitting"", ""Spark ignition"", ""Fountain pen"", ""Traffic light"", ""Bucket brigade"", ""Lock combination"", ""Conveyor belt"", ""Fire alarm"", ""Satellite relay"", ""Chemical reaction"", ""Circuit breaker"", ""Password authentication""]","[""Post Offices, Mail Truck, Letter"", ""Radio towers, Airwaves, Radio signal"", """", ""Runners, Batons, Signal to run"", """", """", ""Dominoes, Contact point, Falling motion"", """", """", """", """", """", """", """", ""Machines, Transfer point, Product"", ""Sensors, Trigger, Alarm signal"", """", """", """", """"]","Synaptic transmission involves neurons communicating across synapses via electrical-to-chemical signal conversion. Key aspects include signal initiation, neurotransmitter release across the synaptic cleft, receptor binding, and signal propagation. Analogies must capture: 1) Message transfer between separated entities 2) Signal transformation mechanisms 3) Precision in delivery 4) Trigger-response dynamics. Selected sources span everyday communication systems, mechanical interactions, and natural phenomena to illustrate these facets while maintaining accessibility.",success
39,Earth,"[""Human Body""]",1,"J, volcanic activity, magma, climate change, Earth's core","[""Onion"", ""Greenhouse"", ""Pressure cooker"", ""Engine"", ""Blanket"", ""Thermostat"", ""Recycling plant"", ""Water filter"", ""Magnet"", ""Heart"", ""Peach"", ""Egg"", ""Spaceship"", ""Pressure valve"", ""Furnace"", ""Geyser"", ""Conveyor belt"", ""Shield"", ""Oven"", ""Clock""]","[""Layers, Sprouting, Juice, Decay, Onion Core"", ""Heat, Heating System, Water Boiler, Overheating, Heating Source"", ""Thermal Energy, Steam Release, High-Pressure Liquid, Temperature Fluctuation, Heating Element"", """", """", ""Energy Source, Heat Release, Heat Transfer, Temperature Shift, Heating Element"", """", """", ""Magnetic field, Heat dissipation, Molten metal, Polarity reversal, Magnet core"", """", ""Juice, Ripening, Pulp, Spoilage, Pit"", ""Shell, Cracking, Egg white, Spoilage, Yolk"", """", """", """", """", """", """", ""Heat, Heating Element, Molten Metal, Temperature Control, Heating Coil"", """"]","Earth is a complex system with layers, geological activity, and climate. Analogies are drawn from everyday objects and systems that illustrate its structure (onion, peach, egg), internal processes (engine, furnace, pressure cooker), climate systems (greenhouse, blanket, thermostat), protective features (shield), and cyclical patterns (clock). The analogies cover multiple aspects: core (furnace, heart), volcanic activity (pressure valve, geyser), and climate change (greenhouse, thermostat).",success
41,Musculoskeletal system,"[""Robotic arm""]",1,"muscle, skeleton, joint, tendon","[""Building frame"", ""Crane"", ""Bridge"", ""Door hinge"", ""Puppet strings"", ""Suspension bridge"", ""Bicycle chain"", ""Shock absorber"", ""Rubber band"", ""Lever system"", ""Scaffolding"", ""Trampoline"", ""Robot arm"", ""Spring"", ""Cable car"", ""Armor suit"", ""Pulley"", ""Tension wire"", ""Ball joint"", ""Excavator arm""]","[""insulation, beams, hinge, cables"", ""hydraulic cylinder, boom, hinge, cable"", ""cable, structure, connection, suspender"", ""spring, frame, hinge, pin"", ""string, frame, knot, thread"", ""cable, tower, connection, suspender"", """", """", """", ""effort, fulcrum, pivot, load"", ""supporting brackets, frame, connection point, cable"", """", ""actuator, frame, hinge, cable"", ""coiled wire, metal frame, hinge, spring link"", """", """", ""rope, frame, pivot, cable"", """", """", """"]","The musculoskeletal system provides structural support and enables movement through interconnected components. Muscles act as motors generating force, bones form a rigid framework, joints function as pivots allowing motion, and tendons transmit force like cables. Analogies should capture: 1) Structural frameworks (like buildings), 2) Force transmission systems (like machines), 3) Flexible connectors (like hinges), 4) Integrated movement systems (like vehicles). Sources are drawn from construction, machinery, daily objects, and biomechanical systems to represent these functions.",success
