id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
11,Nervous System,"[""Circuits""]",1,"Neurons, nerve fiber, Ganglion, information","[""Wiring"", ""Circuit"", ""Messenger"", ""Pipeline"", ""Switchboard"", ""Network"", ""Conductor"", ""Router"", ""Signal"", ""Pathway"", ""Connector"", ""Flow"", ""Bridge"", ""Channel"", ""Track"", ""Route"", ""Cable"", ""Switch"", ""Link"", ""Messenger""]","[""Circuits, Wire, Junction Box, Electric Signal"", ""Transistors, Wires, Circuit Board, Electric Signal"", ""Runners, Route, Hub, Message"", ""Pumps, Pipe, Valve, Fluid"", ""Operators, Phone Lines, Switching Center, Calls"", ""Nodes, Connections, Hub, Data"", ""Musicians,  Baton, Section, Music Sheet"", ""Servers, Cables, Switch, Data"", ""Transmitters, Cable, Hub, Message"", ""Travelers, Route, Hub, Message"", ""Pins, Wire, Hub, Signal"", ""Particles, Channel, Hub, Substance"", ""Cables, Roadway, Intersection, Traffic"", ""Stations, Cable, Hub, Signal"", ""Trains, Railway, Station, Passengers"", ""Vehicles, Roads, Intersections, Cargo"", ""Wires, Cable strands, Router, Signal"", ""Switches, Wires, Circuit Board, Electricity"", ""Nodes, Cable, Hub, Data"", ""Runners, Route, Hub, Message""]",,success
12,Immune System,"[""Army"", ""Reactor""]",2,"Immune Cells, Antibody, lymphoid tissue, regulatory organs","[""Security"", ""Police"", ""Guard"", ""Firewall"", ""Alarm"", ""Detective"", ""Barrier"", ""Shield"", ""Messenger"", ""Scout"", ""Alarm System"", ""Watchdog"", ""Defense"", ""Firewall"", ""Patrol"", ""Signal"", ""Responder"", ""Barrier"", ""Sentinel"", ""Guardian""]","[""Security Guards, Alarm System, Security Hub, Command Center"", ""Police Officers, Crime Database, Police Stations, Headquarters"", ""Security Personnel, Surveillance Equipment, Guard Towers, Command Center"", ""Security Software, Threat Signature, Network Hub, Control Center"", ""Motion Detectors, Alarm Signal, Alarm Control Panel, Alarm Monitoring Center"", ""Detectives, Evidence, Headquarters, Dispatch"", ""Guardians, Shield, Stronghold, Command Center"", ""Shield Warriors, Shield Layers, Shield Factory, Shield Command"", ""Delivery Personnel, Message Content, Message Hub, Dispatch Center"", ""Scouting Party, Tracking Device, Base Camp, Command Center"", ""Motion Detectors, Alarm Signal, Control Panel, Sensors"", ""Guard Dogs, Alarm Signal, Watchtower, Command Center"", ""Soldiers, Missile, Barracks, Command Center"", ""Security Software, Threat Signature, Network Hub, Control Center"", ""Patrol Officers, Surveillance Equipment, Patrol Headquarters, Dispatch Center"", ""Transmitters, Filter, Cable, Switches"", ""Emergency Crew, Specialized Equipment, Dispatch Center, Command Center"", ""Guardians, Shield, Stronghold, Command Center"", ""Guards, Alarm Signal, Watchtower, Command Center"", ""Security Team, Defense Tool, Headquarters, Command Center""]",,success
13,Cell Membranes,"[""Walls""]",1,"cell, substances, maintain","[""Door"", ""Fence"", ""Wall"", ""Filter"", ""Gate"", ""Border"", ""Shield"", ""Barrier"", ""Wallpaper"", ""Envelope"", ""Curtain"", ""Guard"", ""Sealing"", ""Partition"", ""Cover"", ""Fence"", ""Barrier"", ""Shield"", ""Border"", ""Envelope""]","[""house, people, lock"", ""yard, items, enclose"", ""room, items, insulate"", ""housing, water, clean"", ""enclosure, traffic, regulate"", ""country, people, security"", ""Knight, Projectiles, Block"", ""enclosure, permeants, regulate"", ""room, patterns, adhesive"", ""contents, letters, seal"", ""room, air, regulate"", ""building, people, secure"", ""container, contents, seal"", ""room, items, organize"", ""object, contents, protect"", ""yard, items, enclose"", ""enclosure, permeants, regulate"", ""Knight, Projectiles, Block"", ""country, people, security"", ""contents, letters, seal""]",,success
14,Protein folding,"[""a three-dimensional puzzle""]",1,"sequence, structure, fold","[""Origami"", ""Puzzle"", ""Clothing"", ""Rubber Band"", ""Balloon"", ""Map"", ""Lego"", ""Jigsaw"", ""Nest"", ""Puzzle Piece"", ""Chain"", ""Ribbon"", ""Book"", ""Puzzle Box"", ""Origami"", ""Cloth"", ""Knot"", ""Puzzle"", ""Nest"", ""Balloon""]","[""paper strip, design, crease"", ""pieces, solution, assembly"", ""pattern, design, crease"", ""length, shape, coil"", ""twist, shape, inflate"", ""route, layout, crease"", ""instructions, model, assembly"", ""pieces, image, fit"", ""twigs, shape, arrangement"", ""Shape, Pattern, Fit"", ""links, arrangement, coil"", ""length, pattern, twist"", ""text, layout, binding"", ""pieces, shape, assembly"", ""paper strip, design, crease"", ""thread, weave, crease"", ""thread, pattern, twist"", ""pieces, solution, assembly"", ""twigs, shape, arrangement"", ""twist, shape, inflate""]",,success
15,Photosynthesis,"[""Power Generation"", ""Solar Panels""]",2,"light energy, Chlorophyll, oxygen and glucose","[""Factory"", ""Sunlight"", ""Chef"", ""Battery"", ""Generator"", ""Plant"", ""Cookbook"", ""Solar panel"", ""Watermill"", ""Battery"", ""Greenhouse"", ""Sunbeam"", ""Recipe"", ""Power plant"", ""Photos"", ""Sunlight"", ""Leaf"", ""Sunlight"", ""Chef"", ""Sunlight""]","[""Electricity, Machinery, Products"", ""Solar Rays, UV Protection, Warmth and Light"", ""stove heat, cooking skills, meals and dishes"", ""Electrical Energy, Electrode, Stored Charge"", ""Mechanical Energy, Magnet, Electricity"", ""Sunlight, Green pigment, Air and nutrients"", ""oven heat, mixing spoon, finished dish"", ""sunlight, photovoltaic cells, electricity"", ""Water flow, Mill wheel, Flour and energy"", ""Electrical Energy, Electrode, Stored Charge"", ""Solar Panels, Insulation, Heat and Humidity"", ""Solar Radiation, Heat Absorber, Warmth and Illumination"", ""Oven Heat, Special Spice, Finished Dish"", ""Coal, Generator, Electricity"", ""Camera Flash, Camera Lens, Developed Picture"", ""Solar Rays, UV Protection, Warmth and Light"", ""Sunlight, Green pigment, Air and nutrients"", ""Solar Rays, UV Protection, Warmth and Light"", ""stove heat, cooking skills, meals and dishes"", ""Solar Rays, UV Protection, Warmth and Light""]",,success
16,Platelets,"[""Construction Workers""]",1,"human body, substances, damaged tissue","[""First Responders"", ""Patch Workers"", ""Emergency Teams"", ""Repair Crew"", ""First Aid"", ""Quick Fix"", ""Wound Sealers"", ""Damage Control"", ""Healing Agents"", ""Clot Makers"", ""Blood Plugs"", ""Tissue Sealers"", ""Injury Blockers"", ""Blood Clots"", ""Wound Fillers"", ""Repair Cells"", ""Stopper Units"", ""Healing Blocks"", ""Injury Sealers"", ""Damage Binders""]","[""Community, Hazards, Emergency Scene"", ""Construction Site, Building Materials, Damaged Building"", ""City, Hazards, Disaster Zone"", ""Building, Materials, Damaged Area"", ""patient, medications, wound"", ""broken object, adhesives, cracked surface"", ""container, adhesives, open wound"", ""system, hazards, breach"", ""Host System, Repair Materials, Affected Area"", ""Body System, Chemicals, Injured Area"", ""organism, clotting agents, wound site"", ""wound, adhesives, cut"", ""protected area, repair agents, injured site"", ""circulatory system, fibrin, wound"", ""container, filling material, crack"", ""Organism, Nutrients, Damaged Cells"", ""container, leaks, hole"", ""structure, cement, broken brick"", ""container, sealants, rupture"", ""object, binding agents, broken surface""]",,success
17,Genome,"[""Operating System""]",1,"organism, Gene, control","[""Blueprint"", ""Recipe"", ""Library"", ""Map"", ""Code"", ""Folder"", ""Guide"", ""Archive"", ""Chart"", ""Script"", ""Pattern"", ""Folder"", ""Manual"", ""Diagram"", ""Archive"", ""Template"", ""Schema"", ""Design"", ""Framework"", ""Guidebook""]","[""Building, Component, Specification"", ""Dish, Ingredient, Instructions"", ""Patron, Book, Catalog"", ""Territory, Location, Legend"", ""Program, Function, Syntax"", ""Computer, File, Subfolder"", ""Reader, Chapter, Index"", ""Collection, Document, Catalog"", ""Document, Entry, Legend"", ""Story, Scene, Dialogue"", ""design, element, rule"", ""Computer, File, Subfolder"", ""User, Instruction, Setting"", ""System, Component, Layout"", ""Collection, Document, Catalog"", ""Document, Section, Layout"", ""Database, Table, Index"", ""Product, Component, Blueprint"", ""System, Component, Interface"", ""Traveler, Destination, Itinerary""]",,success
18,Brain,"[""Computer Processor""]",1,"body, Neurons, Stimulate","[""Computer"", ""Switchboard"", ""Controller"", ""Manager"", ""Conductor"", ""Center"", ""Command"", ""Network"", ""Engine"", ""Brainstem"", ""Processor"", ""Coordinator"", ""Hub"", ""Director"", ""Sensor"", ""Switch"", ""Memory"", ""Router"", ""Nerve"", ""Control""]","[""Hardware, Processors, Execute"", ""Panel, Wires, Connect"", ""Machine, Circuits, Activate"", ""Company, Employees, Direct"", ""Orchestra, Musicians, Direct"", ""organization, employees, manage"", ""System, Commands, Execute"", ""system, nodes, transmit"", ""Vehicle, Pistons, Ignite"", ""organ, cells, activate"", ""Computer, Cores, Execute"", ""Team, Members, Direct"", ""Network, Devices, Transmit"", ""Theater, Actors, Direct"", ""Device, Circuits, Activate"", ""Circuit, Wires, Activate"", ""hardware, circuits, activate"", ""Network, Circuits, Transmit"", ""organ, fibers, impulse"", ""system, sensors, activate""]",,success
19,Nucleus,"[""CPU"", ""Bookshelf""]",2,"cell, biochemical reaction, genetic information","[""Brain"", ""Control Tower"", ""Library"", ""CEO"", ""Blueprint"", ""Generator"", ""Command Center"", ""Factory"", ""Library Card"", ""Headquarters"", ""Main Office"", ""Engine"", ""Master Key"", ""Command Line"", ""Control Panel"", ""DNA"", ""Brainstem"", ""Central Hub"", ""Command Post"", ""Control Room""]","[""body, thought process, memory"", ""airport, flight management, flight plans"", ""building, cataloging, books"", ""Company, Decision Making, Business Strategy"", ""building, construction process, architectural plan"", ""engine, energy conversion, blueprint"", ""Headquarters, Operation, Intelligence"", ""building, manufacturing process, blueprints"", ""card holder, information retrieval, borrower data"", ""organization, key operations, strategic plans"", ""Company, Administrative Task, Company Records"", ""vehicle, combustion, blueprint"", ""locked room, unlocking mechanism, key code"", ""Computer, Command Execution, Source Code"", ""machine, electrical circuit, operating instructions"", ""organism, replication, genes"", ""neuron, synapse, memory"", ""city, key operation, central database"", ""base, operation, intelligence"", ""building, operation, blueprints""]",,success
20,Biological Evolution,"[""Urban Evolution""]",1,"biological population, Genetic Variation, natural selection, species adaptation","[""Ecosystem"", ""Family"", ""Recipe"", ""Game"", ""Garden"", ""Language"", ""Clothing"", ""City"", ""Tree"", ""Race"", ""Book"", ""Music"", ""School"", ""Market"", ""Dance"", ""Toolbox"", ""Movie"", ""Sports"", ""Museum"", ""Recipe book""]","[""community, biodiversity, predation, niche formation"", ""Family Members, Personality Traits, Parenting Style, Family Traditions"", ""Ingredients, Ingredient Options, Taste Preferences, Recipe Modification"", ""game players, game mechanics, player competition, player strategy"", ""garden ecosystem, plant diversity, pruning and weeding, plant acclimation"", ""speech community, linguistic variation, social selection, language change"", ""Clothing Line, Design Options, Customer Preference, Style Evolution"", ""city residents, cultural diversity, urban planning, infrastructure development"", ""forest, branch diversity, pruning, growth pattern"", ""Racing Team, Car Modifications, Track Conditions, Pit Strategy"", ""readership, editions, bestseller selection, revision"", ""orchestra, melodic variation, audience preference, genre evolution"", ""Student Body, Diverse Student Interests, Academic Competition, Curriculum Adjustments"", ""customer base, product diversity, market competition, business innovation"", ""dance troupe, choreographic style, audience feedback, routine adjustment"", ""Toolbox Contents, Tool Variety, Tool Selection, Tool Modification"", ""Movie Cast, Script Changes, Box Office Pressure, Sequel Updates"", ""Team Roster, Player Skills, Coach Selection, Game Strategy"", ""Museum Collection, Artifacts Diversity, Curator's Choice, Exhibit Update"", ""Recipe Collection, Ingredient Options, Recipe Selection, Recipe Modification""]",,success
21,DNA Replication,"[""Printers Print Documents""]",1,"dna, enzyme, original DNA strand, new DNA strand","[""Blueprint"", ""Mirror"", ""Copy"", ""Recipe"", ""Map"", ""Chain"", ""Template"", ""Guide"", ""Pattern"", ""Archive"", ""Mirror"", ""Clone"", ""Diagram"", ""Frame"", ""Guidebook"", ""Sketch"", ""Model"", ""Plan"", ""Recipe"", ""Map""]","[""building plan, drafting tool, master blueprint, copy of blueprint"", ""glass, silvering process, original image, reflected image"", ""document, photocopier, original page, copied page"", ""ingredients, cooking method, original recipe, new dish"", ""territory, cartographer, existing map, new map copy"", ""links, machine, template link, new link"", ""document, editor, template text, generated text"", ""map, cartographer, original route, new path"", ""template, modifier, base pattern, copied pattern"", ""document, archivist, original file, copied file"", ""glass, silvering process, original image, reflected image"", ""template, catalyst, master copy, duplicate"", ""template, drawing tool, existing line, new line"", ""frame border, frame assembler, frame template, frame copy"", ""guidebook content, editor, master copy, revised edition"", ""paper, pencil, reference image, drawing"", ""Blueprint, Builder, Master Template, Duplicate Copy"", ""Blueprint, Contractor, Existing Structure, Addition"", ""ingredients, cooking method, original recipe, new dish"", ""territory, cartographer, existing map, new map copy""]",,success
22,Food Chain,"[""Supply Chain"", ""Information Flow""]",2,"species, predator, energy","[""Food Web"", ""Supply Chain"", ""Family Tree"", ""Dominoes"", ""Relay Race"", ""Water Cycle"", ""Energy Flow"", ""Hierarchy"", ""Chain Reaction"", ""Puzzle"", ""Traffic Jam"", ""Assembly Line"", ""Book Series"", ""Ladder"", ""Cafeteria Line"", ""Tree Branches"", ""Music Playlist"", ""Voting Chain"", ""Story Plot"", ""Supply Network""]","[""organisms, consumer, nutrients"", ""suppliers, consumers, resources"", ""relatives, ancestor, inheritance"", ""domino, trigger, momentum"", ""runner, next runner, baton"", ""water molecules, evaporation, heat"", ""Components, Conduit, Current"", ""ranks, superior, power"", ""elements, catalyst, reaction"", ""pieces, solver, solution"", ""vehicles, obstacle, momentum"", ""components, machine, product"", ""characters, antagonist, plot"", ""rungs, climber, ascent"", ""customers, consumer, food"", ""limbs, pruning shear, sap"", ""artists, selector, rhythm"", ""Voters, Influencer, Votes"", ""characters, antagonist, plot twist"", ""suppliers, distributor, resources""]",,success
23,DNA Double Helix Structure,"[""The Helix Bridge""]",1,"dna strand, base pair","[""Spiral staircase"", ""Ladder"", ""Coiled rope"", ""Spring"", ""Slinky"", ""Spiral shell"", ""Twisted ladder"", ""Helical staircase"", ""Corkscrew"", ""Spiral galaxy"", ""Wrapped ribbon"", ""Twisted vine"", ""Coiled telephone cord"", ""Spiral staircase"", ""Helix slide"", ""Twisted ladder"", ""Coiled spring"", ""Spiral staircase"", ""Twisted rope"", ""Helical staircase""]","[""handrail, step"", ""side rail, rung"", ""rope fibers, twisted coils"", ""coiled wire, adjacent coils"", ""coils, rung"", ""shell body, shell spiral ridge"", ""side rail, rung"", ""staircase rail, step"", ""spiral body, thread turn"", ""galactic arm, star system"", ""ribbon, wrap overlap"", ""vine stem, thorn"", ""telephone cord, adjacent coils"", ""handrail, step"", ""slide rail, step rung"", ""side rail, rung"", ""spring wire, coil loop"", ""handrail, step"", ""rope fibers, twist point"", ""staircase rail, step""]",,success
25,Cell Signaling,"[""Electronic Signal Transmission""]",1,"Signal, receptor, Signal transduction pathway","[""Door"", ""Switch"", ""Messenger"", ""Alarm"", ""Map"", ""Handshake"", ""Signal"", ""Doorbell"", ""Code"", ""Router"", ""Beacon"", ""Alarm"", ""Pathway"", ""Trigger"", ""Message"", ""Switchboard"", ""Alarm"", ""Guide"", ""Signal"", ""Router""]","[""Knock, Doorbell, Electric Circuit"", ""Electric current, Switch plate, Circuit"", ""Message, Recipient, Delivery route"", ""Trigger, , "", ""Location, Landmark, Route"", ""Hand, Recipient's Hand, Hand Movement"", ""Message, Receiver, Delivery route"", ""Button press, Doorbell button, Electric circuit"", ""Input, Parser, Execution Pipeline"", ""Packet, , "", ""Light, Detector, Alert System"", ""Trigger, , "", ""Traveler, Guide, Route"", ""Stimulus, Trigger point, Trigger mechanism"", ""Message, Recipient, Delivery route"", ""Call, Operator, Connection"", ""Trigger, , "", ""Instruction, Listener, Route"", ""Message, Receiver, Delivery route"", ""Packet, , ""]",,success
26,Genetic Mutation,"[""Typo""]",1,"gene sequence, genetic mutation, Gene, repair","[""Typo"", ""Error"", ""Mistake"", ""Flaw"", ""Glitch"", ""Break"", ""Fault"", ""Bug"", ""Slip"", ""Omission"", ""Change"", ""Shift"", ""Variation"", ""Flip"", ""Alteration"", ""Mix-up"", ""Twist"", ""Swap"", ""Mutation"", ""Innovation""]","[""text, typo, word, correction"", ""text, error occurrence, program, correction"", ""text, error, word, correction"", ""product design, manufacturing defect, Component, Quality Control"", ""code, glitch, program, patch"", ""object structure, alteration, component, fix"", ""circuit blueprint, electrical fault, Component, troubleshooting"", ""code, bug, program, patch"", ""sentence structure, typo, Word, correction"", ""sentence, omission, Word, correction"", ""original state, alteration, component, correction"", ""text, typo, word, correction"", ""characteristic, change, trait, correction"", ""coin state, flip, Coin, reset"", ""original text, change, component, correction"", ""original order, mix-up, Item, correction"", ""original thread, twist, Thread, untwist"", ""Original Text, Typo, Word, Correction"", ""sentence structure, typo, word, correction"", ""blueprint, disruption, component, revision""]",,success
