id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
11,Nervous System,"[""Circuits""]",1,,"[""Electrical Grid"", ""Computer Network"", ""Telephone Switchboard"", ""Highway System"", ""Railroad Network"", ""Internet Backbone"", ""Security Alarm"", ""Air Traffic Control"", ""Central Command"", ""Circuit Board"", ""Mail Delivery"", ""Spider Web"", ""Symphony Conductor"", ""Thermostat System"", ""Surveillance Cameras"", ""Power Station"", ""Telegraph Lines"", ""Tree Roots"", ""Puppet Strings"", ""Reflex Hammer""]",[],"The nervous system functions as the body's communication network, transmitting signals between brain and body. It integrates sensory input, processes information, and coordinates responses. Analogies should reflect key aspects: electrical signaling (impulses), network structure (neurons/pathways), control center (brain), sensory interfaces, and adaptive responses. Selected analogies span technological, infrastructural, and everyday systems that mirror these functions through familiar concepts like wiring, computing, and organizational systems.",success
12,Immune System,"[""Army"", ""Reactor""]",2,,"[""Military Defense"", ""Security System"", ""Antivirus Software"", ""Castle Defenses"", ""Police Patrol"", ""Fire Department"", ""Customs Checkpoint"", ""Library Database"", ""Emergency Response"", ""Quality Control"", ""Mail Sorting"", ""Beehive Defense"", ""City Surveillance"", ""Vaccine Records"", ""Thermostat Regulation"", ""Waste Management"", ""Alarm Network"", ""Sports Team"", ""Garden Ecosystem"", ""Circuit Breaker""]",[],"The immune system functions as the body's defense network against pathogens, featuring surveillance, attack mechanisms, memory for future threats, and self-regulation. Effective analogies should capture: 1) Protection systems (barriers/guards), 2) Specialized response teams, 3) Memory storage, 4) Communication networks, and 5) Self-regulation mechanisms. Analogies are drawn from military, technology, urban services, and natural systems to cover diverse aspects like innate/adaptive immunity, cell specialization, and immune tolerance.",success
13,Cell Membranes,"[""Walls""]",1,,"[""Security Gate"", ""Coffee Filter"", ""City Wall"", ""Window Screen"", ""Bouncer"", ""Plastic Wrap"", ""Toll Booth"", ""Sieve"", ""Drawbridge"", ""Customs Checkpoint"", ""Airport Security"", ""Sponge Skin"", ""Mosaic Tile"", ""Revolving Door"", ""Fish Net"", ""Velcro Strip"", ""Safety Fence"", ""Tea Infuser"", ""Bank Vault"", ""Shower Curtain""]",[],"Cell membranes function as selective barriers that control substance movement in/out of cells while maintaining structural integrity. Key aspects include boundary formation, selective permeability, fluidity, embedded protein channels, and protection. Analogies are sourced from everyday systems with similar regulatory, protective, or structural characteristics - focusing on objects/systems that filter, guard, separate, or dynamically control passage while maintaining integrity.",success
14,Protein folding,"[""a three-dimensional puzzle""]",1,,"[""Origami paper folding"", ""Slinky coiling"", ""Puzzle solving"", ""Key fitting lock"", ""Flower blooming"", ""Rubber band snapping"", ""Crystal growing"", ""Magnet alignment"", ""Paper crumpling"", ""Lego assembly"", ""River delta branching"", ""Knitting pattern"", ""Ice crystallization"", ""Spring compression"", ""Map folding"", ""DNA coiling"", ""Tangled earphones"", ""Domino chain reaction"", ""Tree root spreading"", ""Zipper closing""]",[],"Protein folding involves a linear chain of amino acids spontaneously arranging into a specific 3D structure driven by molecular forces. Key aspects include: self-organization toward functional shapes, pathway dependency, energy landscapes, and sensitivity to environmental conditions. Analogies should capture transformation processes, structural precision, or dynamic self-assembly from everyday experiences. Sources include mechanical systems (springs), biological processes (seed growth), human activities (origami), and natural phenomena (crystal formation) to illustrate folding principles like directed movement, functional configuration, and error consequences.",success
15,Photosynthesis,"[""Power Generation"", ""Solar Panels""]",2,,"[""Solar Panel"", ""Battery Charging"", ""Cooking Recipe"", ""Food Factory"", ""Waterwheel Generator"", ""Tree Respiration"", ""Greenhouse Garden"", ""Sugar Refinery"", ""Light Bulb"", ""Air Purifier"", ""Solar Oven"", ""Plant Kitchen"", ""Nature's Engine"", ""Chemical Factory"", ""Sunlight Sponge"", ""Oxygen Pump"", ""Glucose Bakery"", ""Chlorophyll Paint"", ""Energy Converter"", ""Carbon Recycler""]",[],"Photosynthesis converts light energy into chemical energy using water and CO₂ to produce glucose and oxygen. Analogies should emphasize energy transformation, resource conversion, and natural systems. I focused on everyday processes involving: 1) energy capture/storage (e.g., solar panels), 2) production cycles (e.g., factories), 3) natural resource conversion (e.g., cooking), and 4) self-sustaining systems (e.g., batteries). Each analogy isolates core aspects like light harvesting, chemical synthesis, or gas exchange using universally familiar concepts.",success
16,Platelets,"[""Construction Workers""]",1,,"[""Band-Aid"", ""Firefighters"", ""Cement"", ""Plumber"", ""Sticky tape"", ""Sandbags"", ""Construction worker"", ""Glue"", ""Tire patch"", ""Emergency crew"", ""Dam"", ""Brick"", ""Spackle"", ""Net"", ""Sealant"", ""Traffic cone"", ""Mosaic tile"", ""Scab"", ""Velcro"", ""Zip tie""]",[],"Platelets are tiny blood cells that rapidly respond to vessel injuries by clustering to form clots, preventing bleeding. Effective analogies should capture their core functions: emergency response to leaks/seals, adhesive clustering behavior, microscopic repair mechanisms, and barrier formation. I'll draw from everyday repair tools, natural sealing phenomena, and rapid-response systems that share these functional parallels.",success
17,Genome,"[""Operating System""]",1,,"[""Blueprint"", ""Instruction manual"", ""Library catalog"", ""Computer code"", ""Recipe book"", ""City map"", ""Musical score"", ""Dictionary"", ""Architectural plans"", ""Operating system"", ""Family tree"", ""Circuit diagram"", ""Encyclopedia set"", ""Assembly instructions"", ""Painting canvas"", ""Seed packet"", ""Passport data"", ""Symphony composition"", ""Recipe ingredients"", ""Time capsule""]",[],"A genome is the complete set of genetic instructions for building and maintaining an organism. To create analogies, I focused on its core characteristics: being a comprehensive blueprint, containing coded information, enabling replication, determining traits, and serving as a foundational reference. The analogies draw from diverse familiar domains like construction, publishing, technology, music, and daily life to illustrate these aspects through parallel concepts that organize, store, or guide complex systems.",success
18,Brain,"[""Computer Processor""]",1,,"[""Computer"", ""Control center"", ""Telephone switchboard"", ""Library"", ""City"", ""Muscle"", ""Spider web"", ""Hard drive"", ""Orchestra conductor"", ""Power grid"", ""GPS"", ""Thermostat"", ""Government"", ""Internet"", ""Processor"", ""Electrical circuit"", ""Garden"", ""Map"", ""Clock"", ""Tree roots""]",[],"The brain serves as the body's central command center, processing information, storing memories, and coordinating all bodily functions. To generate analogies, I considered its core attributes: complex networking (neurons), information processing (sensory input/output), adaptive learning (neuroplasticity), memory storage (short/long-term), and regulatory control (homeostasis). Analogies were drawn from diverse familiar domains including technology (computers), urban systems (cities), nature (ecosystems), and everyday objects (switchboards) to cover different functional aspects while ensuring each source concept is universally recognizable and limited to 1-3 words.",success
19,Nucleus,"[""CPU"", ""Bookshelf""]",2,,"[""Brain"", ""Control Center"", ""Library"", ""Headquarters"", ""Vault"", ""CPU"", ""Blueprint Archive"", ""City Hall"", ""Command Bridge"", ""Recipe Book"", ""Hard Drive"", ""Operations Room"", ""Core"", ""Kernel"", ""Engine Room"", ""Mission Control"", ""Data Center"", ""Conductor"", ""Capital City"", ""Safe Deposit""]",[],"The nucleus acts as the cell's control center, storing genetic instructions and regulating activities. To generate analogies, I focused on core functions: command/control (like a brain directing operations), information storage (like a library holding vital data), protection (like a vault safeguarding valuables), and centrality (like a capital anchoring systems). I drew from diverse familiar domains—biology, technology, cities, and everyday objects—ensuring each analogy captures an essential aspect while remaining accessible. The sub_concepts field was empty, so I derived analogies purely from fundamental nucleus characteristics without predefined components.",success
20,Biological Evolution,"[""Urban Evolution""]",1,,"[""Language evolution"", ""Software updates"", ""River carving canyon"", ""Recipe tweaking"", ""Fashion trends"", ""Book editing"", ""City development"", ""Tree branching"", ""Puzzle solving"", ""Forest succession"", ""Music remixing"", ""Market competition"", ""Weather patterns"", ""Ant colony"", ""Machine learning"", ""Garden cultivation"", ""Building construction"", ""Family genealogy"", ""Art movement"", ""Sports team""]",[],"Biological evolution involves gradual change in populations over generations through mechanisms like natural selection, genetic drift, and adaptation. To generate analogies, I focused on familiar processes that share core attributes: gradual transformation over time, adaptation to environments, selective pressures, inheritance of traits, and emergence of complexity. The analogies span everyday experiences (language evolution), technology (software updates), nature (river paths), and human systems (recipe tweaking) to provide diverse entry points for understanding evolutionary principles.",success
21,DNA Replication,"[""Printers Print Documents""]",1,,"[""Photocopying document"", ""Unzipping jacket"", ""Assembly line"", ""Blueprint duplication"", ""Mirror imaging"", ""Conveyor belt"", ""Casting mold"", ""Recipe following"", ""Train track laying"", ""Jigsaw puzzle"", ""Stencil tracing"", ""Backup server"", ""Rubber stamping"", ""Film developing"", ""Road forking"", ""Book printing"", ""Key copying"", ""Twin formation"", ""Lego assembly"", ""Bridge construction""]",[],"DNA replication involves creating an identical copy of DNA molecules through a semi-conservative process. Key aspects include template-directed synthesis, complementary base pairing, unwinding of the double helix, and coordinated enzyme actions. Analogies were selected from everyday replication processes (photocopying, casting), directional systems (zippers, conveyors), template-based creation (blueprints, recipes), and segmented assembly (puzzle-building, construction) to illustrate these mechanisms using universally familiar concepts.",success
22,Food Chain,"[""Supply Chain"", ""Information Flow""]",2,,"[""Assembly Line"", ""Bucket Brigade"", ""Domino Effect"", ""Relay Race"", ""Supply Chain"", ""Family Tree"", ""Power Grid"", ""Waterfall Flow"", ""Conveyor Belt"", ""Train Cars"", ""Paper Route"", ""Fire Spread"", ""Staircase Steps"", ""Mail Delivery"", ""River Current"", ""Inheritance Line"", ""Escalator Steps"", ""Recipe Steps"", ""Row of Falls"", ""Chain Links""]",[],"A food chain represents the linear transfer of energy and nutrients through organisms, starting from producers and moving through consumers. Effective analogies should capture sequential dependency, energy flow, hierarchical relationships, and interconnected transfers found in everyday systems. I'll draw from mechanical, social, natural, and organizational domains to create diverse yet familiar comparisons that illustrate this step-by-step dependency concept.",success
23,DNA Double Helix Structure,"[""The Helix Bridge""]",1,,"[""Spiral staircase"", ""Twisted ladder"", ""Zipper teeth"", ""Corkscrew"", ""Barber pole"", ""Braided rope"", ""Spring coil"", ""Vine on trellis"", ""Spiral notebook"", ""DNA jewelry"", ""Slinky toy"", ""Fusilli pasta"", ""Parking garage ramp"", ""Twisted pair cable"", ""Screw thread"", ""Staircase railing"", ""Spiral slide"", ""Winding river"", ""Candy cane stripe"", ""Double helix sculpture""]",[],"The DNA double helix resembles a twisted ladder with complementary base pairs forming rungs. I focused on everyday objects and structures that share key features: helical/twisted forms, paired components, information encoding, or structural stability. Analogies were drawn from household items, architecture, nature, and common experiences to ensure familiarity while capturing the spiral shape, duplex nature, and functional roles of DNA.",success
25,Cell Signaling,"[""Electronic Signal Transmission""]",1,,"[""Mail delivery"", ""Telephone call"", ""Traffic light"", ""Doorbell ringing"", ""Smoke alarm"", ""Thermostat control"", ""Text messaging"", ""Radio broadcast"", ""Nervous system"", ""Security system"", ""Domino effect"", ""Assembly line"", ""Reflex arc"", ""Bee dance"", ""Light switch"", ""Email inbox"", ""Vaccination response"", ""Fire alarm"", ""Recipe instructions"", ""Hormonal feedback""]",[],"Cell signaling involves cells communicating through molecular messages to coordinate actions. Key aspects include signal transmission (like sending a message), reception (detecting the signal), transduction (converting the signal), and response (taking action). Analogies should draw from everyday communication systems, technology, and biological processes that share these functional patterns. Focus on familiar concepts where information transfer triggers specific outcomes, ensuring diversity across domains like technology, social interactions, and mechanical systems.",success
26,Genetic Mutation,"[""Typo""]",1,,"[""Typo in recipe"", ""Blueprint alteration"", ""Software code bug"", ""Misprinted map"", ""Rewritten sentence"", ""Building renovation"", ""Car engine tweak"", ""Edited photograph"", ""Changed password"", ""Altered puzzle piece"", ""Detoured roadmap"", ""Mutated word game"", ""Recipe substitution"", ""Computer virus"", ""Music remix"", ""Painting restoration"", ""Clock recalibration"", ""Book translation error"", ""Circuit modification"", ""Tree grafting""]",[],"Genetic mutation involves changes in DNA sequences, altering genetic instructions. Analogies should highlight concepts like alteration of core information, unexpected variations, and downstream effects. I'll draw from everyday domains where small changes create ripple effects - writing, construction, computing, etc. - focusing on familiar systems where modifications can be neutral, beneficial, or disruptive without requiring scientific background.",success
27,DNA Sequencing,"[""The Puzzle""]",1,,"[""Reading a book"", ""Deciphering Morse code"", ""Scanning barcodes"", ""Solving a cryptogram"", ""Assembling jigsaw puzzles"", ""Reading sheet music"", ""Translating hieroglyphics"", ""Playing dominoes"", ""Reading train schedules"", ""Decoding secret messages"", ""Reading Braille"", ""Scanning QR codes"", ""Reading knitting patterns"", ""Translating languages"", ""Reading piano rolls"", ""Solving Sudoku puzzles"", ""Reading assembly instructions"", ""Decoding runes"", ""Reading knitting charts"", ""Translating ciphers""]",[],"DNA sequencing involves reading the precise order of nucleotide bases (A, T, C, G) in a DNA strand to decode genetic information. Analogies should focus on familiar concepts involving sequential reading, decoding patterns, interpreting coded information, or reconstructing sequences from fragments. The selected source concepts emphasize everyday activities that mirror the step-by-step interpretation, pattern recognition, or assembly aspects of sequencing.",success
29,eye,"[""camera""]",1,,"[""Camera"", ""Window"", ""Telescope"", ""Periscope"", ""Solar panel"", ""Flashlight lens"", ""Security sensor"", ""Water droplet"", ""Diaphragm"", ""Photocell"", ""Binoculars"", ""Car windshield"", ""Peephole"", ""Projector lens"", ""Satellite dish"", ""Microscope"", ""Sunglasses"", ""Kaleidoscope"", ""Lighthouse lens"", ""Camera obscura""]",[],"The eye functions as a biological optical system that captures and processes light. Key aspects include light focusing (lens/cornea), light regulation (iris/pupil), light-to-signal conversion (retina), and protection mechanisms (eyelids/tears). Analogies draw from photography, architecture, technology, and everyday objects that share functional similarities in focusing, sensing, regulating, or protecting – all while remaining universally familiar concepts requiring minimal explanation.",success
30,The Process of History,"[""Biological Evolution""]",1,,"[""River Formation"", ""Tree Growth Rings"", ""Domino Chain Reaction"", ""Tapestry Weaving"", ""Geological Sedimentation"", ""Family Genealogy"", ""Snowball Rolling"", ""Chess Game Moves"", ""Book Chapter Sequencing"", ""Ecosystem Evolution"", ""Recipe Cooking Steps"", ""City Urban Development"", ""Weather Pattern Shifts"", ""Puzzle Assembly"", ""Forest Succession Stages"", ""Music Composition Layers"", ""Photograph Developing"", ""Language Evolution"", ""Coral Reef Building"", ""Garden Cultivation Cycle""]",[],"The Process of History involves how events unfold, interconnect, and accumulate over time through cause-and-effect relationships. It resembles layered, evolving systems where small actions create ripple effects, patterns emerge from chaos, and interpretations shift with new perspectives. Analogies should capture: 1) Temporal progression 2) Interconnected causality 3) Cumulative impact 4) Interpretive subjectivity 5) Emergent patterns. I'll draw from nature, daily life, and human creations to provide diverse entry points for understanding historical dynamics.",success
31,Gene Mutation,"[""Program Error""]",1,,"[""Typographical error"", ""Recipe alteration"", ""Software bug"", ""Blueprint revision"", ""Damaged instruction manual"", ""Broken machine part"", ""Misprinted map"", ""Translation mistake"", ""Musical remix"", ""Photocopy degradation"", ""Traffic detour"", ""Jigsaw puzzle misfit"", ""Factory assembly error"", ""Weather pattern shift"", ""Edited film scene"", ""Computer virus"", ""Recipe substitution"", ""Architectural flaw"", ""Keyboard shortcut"", ""Language dialect evolution""]",[],"Gene mutation involves changes in DNA sequences that alter genetic instructions. Effective analogies should represent concepts of alteration, copying errors, blueprint changes, or unintended variations in familiar systems. These analogies span domains like writing, computing, construction, and daily life to illustrate how small changes can create ripple effects, cause functional disruptions, or introduce new variations in stable systems.",success
33,Synaptic transmission between neurons,"[""communication networks""]",1,,"[""Mail delivery"", ""Lock and key"", ""Electrical wiring"", ""Chemical reaction"", ""Phone call"", ""Gas pump"", ""Bridge crossing"", ""Domino effect"", ""Relay race"", ""Parking space"", ""Spark plug"", ""Garden hose"", ""Traffic light"", ""Doorbell"", ""Wi-Fi"", ""Handshake"", ""Circuit breaker"", ""Chemical spill"", ""Air traffic"", ""Vaccination""]",[],"Synaptic transmission involves the release of neurotransmitters from one neuron, their travel across the synaptic cleft, and binding to receptors on the next neuron, which can excite or inhibit it. Analogies are drawn from everyday communication, transportation, and signaling systems that involve sending, receiving, and specific interactions.",success
38,Land System,"[""Skin System""]",1,,"[""Urban Zoning Map"", ""Body Circulatory System"", ""Farm Irrigation Network"", ""Ecosystem Food Web"", ""City Plumbing Grid"", ""Chess Game Board"", ""Factory Assembly Line"", ""Garden Microclimate Patches"", ""Computer Motherboard Circuits"", ""Ant Colony Tunnels"", ""Weather Pattern Systems"", ""Library Catalog System"", ""Neural Synapse Network"", ""Traffic Flow Network"", ""Jigsaw Puzzle Pieces"", ""Coral Reef Symbiosis"", ""Supply Chain Logistics"", ""Thermostat Feedback Loop"", ""Beehive Honeycomb"", ""Balancing Mobile Sculpture""]",[],"Land systems integrate natural landscapes with human activities, functioning as interconnected networks where ecological processes and socioeconomic decisions interact. To generate analogies, I focused on systems that share core characteristics: spatial organization, resource flows, adaptive management, and interconnected components. I drew from diverse domains including urban planning, biology, technology, and everyday experiences to ensure familiarity. Each analogy captures aspects like zoning (urban planning), self-regulation (ecosystems), or dynamic balancing (games), reflecting land systems' complexity without requiring specialized knowledge. The selections prioritize concepts with clear structural parallels to land interactions.",success
39,Earth,"[""Human Body""]",1,,"[""Onion"", ""Greenhouse"", ""Water Filter"", ""Clock"", ""Magnet"", ""Pressure Cooker"", ""Jigsaw Puzzle"", ""Spaceship"", ""Battery"", ""Sponge"", ""Shield"", ""Engine"", ""Tree Trunk"", ""Library"", ""Mother"", ""Recycling Plant"", ""Web"", ""Compass"", ""Dance Partners"", ""Garden""]",[],"Earth is a complex planetary system requiring analogies that capture its layered structure, dynamic systems, life-supporting features, and cosmic context. Key aspects include geological composition (core/mantle/crust), atmospheric processes, water cycles, magnetic field, orbital mechanics, and biosphere interdependence. Analogies were selected from everyday objects and natural systems to illustrate: 1) structural layers 2) protective functions 3) cyclic processes 4) energy systems 5) life-nurturing properties 6) gravitational relationships. Each source concept represents a familiar parallel to Earth's mechanisms without overlapping core functions.",success
40,Natural Disasters,"[""Diseases""]",1,,"[""Train derailment"", ""Car pileup"", ""Building collapse"", ""Stampeding crowd"", ""Dam breach"", ""Factory explosion"", ""Electrical fire"", ""Domino cascade"", ""Sinking ship"", ""Gas leak blast"", ""Bridge failure"", ""Oil spill"", ""Riot chaos"", ""Avalanche effect"", ""Volcano simulation"", ""Runaway train"", ""Water main burst"", ""Forest fire"", ""Chain reaction"", ""Pressure cooker""]",[],"Natural disasters involve sudden, destructive events caused by natural forces, leading to widespread damage and disruption. To create analogies, I focused on familiar concepts that share key characteristics like unpredictability, overwhelming impact, chaos, and uncontrollable force. These analogies draw from everyday experiences (e.g., car crashes), human-made incidents (e.g., factory explosions), and relatable phenomena (e.g., stampedes) to mirror the essence of disasters without referencing actual natural events. Each source concept emphasizes aspects such as sudden devastation, chain reactions, or unstoppable momentum, making the abstract idea of natural disasters more tangible through common knowledge.",success
41,Musculoskeletal system,"[""Robotic arm""]",1,,"[""Building framework"", ""Bridge suspension"", ""Crane mechanism"", ""Puppet strings"", ""Door hinges"", ""Bicycle chain"", ""Spring mattress"", ""Rubber bands"", ""Tree trunk"", ""Car suspension"", ""Clock gears"", ""Tent poles"", ""Archery bow"", ""Crane game"", ""Exoskeleton suit"", ""Swing set"", ""Lever system"", ""Armor plating"", ""Rubber bridge"", ""Catapult arm""]",[],"The musculoskeletal system integrates bones, muscles, tendons, and ligaments to enable movement, provide structural support, and protect organs. Analogies should highlight key functions: rigid frameworks (bones), force generation (muscles), flexible connections (tendons/ligaments), joint mechanics, and system interdependence. Sources are drawn from engineering, daily objects, nature, and mechanics to illustrate structural integrity, leverage, motion transmission, and coordinated action.",success
