id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
18,Brain,"[""Computer Processor""]",1,,"[""Computer"", ""Control center"", ""Command post"", ""Switchboard"", ""Engine"", ""Library"", ""Network"", ""Factory"", ""Orchestra"", ""Map"", ""Puzzle"", ""Garden"", ""City"", ""Battery"", ""Brainstorm"", ""Calculator"", ""Machine"", ""Hub"", ""Brainwave"", ""Switchboard""]",[],,success
19,Nucleus,"[""CPU"", ""Bookshelf""]",2,,"[""Brain"", ""Control room"", ""Command center"", ""Heart"", ""Captain"", ""Boss"", ""Engine"", ""Hub"", ""Core"", ""Center"", ""Manager"", ""Director"", ""Pilot"", ""Kernel"", ""Nerve center"", ""Anchor"", ""Seed"", ""Brainstem"", ""Captain\u2019s chair"", ""Nucleus of a wheel""]",[],,success
20,Biological Evolution,"[""Urban Evolution""]",1,,"[""Tree"", ""River"", ""Puzzle"", ""Recipe"", ""Roadmap"", ""Family"", ""Garden"", ""Library"", ""Clock"", ""Language"", ""Building"", ""Game"", ""Ocean"", ""Market"", ""Machine"", ""Forest"", ""Web"", ""Riverbed"", ""Mosaic"", ""Journey""]",[],,success
21,DNA Replication,"[""Printers Print Documents""]",1,,"[""Photocopy"", ""Blueprint"", ""Recipe"", ""Mirror"", ""Book"", ""Puzzle"", ""Tape"", ""Knitting"", ""Printing"", ""Assembly"", ""Mold"", ""Map"", ""Pattern"", ""Code"", ""Stamp"", ""Chain"", ""Weaving"", ""Filing"", ""Cloning"", ""Folding""]",[],,success
22,Food Chain,"[""Supply Chain"", ""Information Flow""]",2,,"[""Dominoes"", ""Pyramid"", ""Ladder"", ""Relay"", ""Chain"", ""Waterfall"", ""Tower"", ""Train"", ""Circle"", ""Network"", ""Tree"", ""Assembly"", ""Flow"", ""Bridge"", ""Steps"", ""Web"", ""Conveyor"", ""Stack"", ""Path"", ""Chainmail""]",[],,success
23,DNA Double Helix Structure,"[""The Helix Bridge""]",1,,"[""Ladder"", ""Twisted rope"", ""Spiral staircase"", ""Zipper"", ""Braided hair"", ""Coiled spring"", ""Ribbon"", ""Chain link"", ""Slinky"", ""Double helix pasta"", ""Twisted cable"", ""Spiral notebook"", ""Twine"", ""Curled wire"", ""Helical slide"", ""Twisted vine"", ""Spiral shell"", ""Double helix staircase"", ""Coiled rope ladder"", ""Twisted ladder""]",[],,success
25,Cell Signaling,"[""Electronic Signal Transmission""]",1,,"[""Telephone"", ""Mail"", ""Walkie-talkie"", ""Traffic lights"", ""Messenger"", ""Radio"", ""Bell"", ""Semaphore"", ""Smoke signals"", ""Email"", ""Signal flag"", ""Morse code"", ""Alarm"", ""Flashlight"", ""Whistle"", ""Doorbell"", ""Text message"", ""Beacon"", ""Horn"", ""Drumbeat""]",[],,success
26,Genetic Mutation,"[""Typo""]",1,,"[""Typo"", ""Recipe"", ""Blueprint"", ""Puzzle"", ""Painting"", ""Code"", ""Map"", ""Music"", ""Building"", ""Garden"", ""Story"", ""Machine"", ""Recipe"", ""Signal"", ""Pattern"", ""Game"", ""Letter"", ""Thread"", ""Seed"", ""Path""]",[],,success
27,DNA Sequencing,"[""The Puzzle""]",1,,"[""Book"", ""Recipe"", ""Puzzle"", ""Barcode"", ""Blueprint"", ""Map"", ""Code"", ""Music"", ""Sentence"", ""Library"", ""Instructions"", ""Morse"", ""Alphabet"", ""Jigsaw"", ""Scroll"", ""DNA ladder"", ""Filmstrip"", ""Knitting"", ""Tapestry"", ""Message""]",[],,success
29,eye,"[""camera""]",1,,"[""camera"", ""window"", ""lens"", ""telescope"", ""flashlight"", ""mirror"", ""periscope"", ""microscope"", ""screen"", ""projector"", ""spotlight"", ""magnifying glass"", ""doorway"", ""sensor"", ""eyehole"", ""viewfinder"", ""peep hole"", ""aperture"", ""scanner"", ""visor""]",[],,success
30,The Process of History,"[""Biological Evolution""]",1,,"[""River"", ""Book"", ""Tree rings"", ""Puzzle"", ""Footsteps"", ""Tapestry"", ""Clock"", ""Road"", ""Film"", ""Diary"", ""Chain"", ""Garden"", ""Bridge"", ""Train"", ""Mountain"", ""Ocean waves"", ""Seasons"", ""Story"", ""River delta"", ""Footprint""]",[],,success
31,Gene Mutation,"[""Program Error""]",1,,"[""Typo"", ""Recipe change"", ""Broken code"", ""Misprint"", ""Wrong note"", ""Puzzle piece"", ""Traffic detour"", ""Wrong ingredient"", ""Misspelled word"", ""Changed blueprint"", ""Faulty wiring"", ""Wrong key"", ""Damaged page"", ""Wrong turn"", ""Corrupted file"", ""Broken link"", ""Misaligned gears"", ""Wrong stitch"", ""Cracked screen"", ""Altered map""]",[],,success
33,Synaptic transmission between neurons,"[""communication networks""]",1,,"[""Telephone call"", ""Mail delivery"", ""Handshake"", ""Passing baton"", ""Light switch"", ""Water faucet"", ""Messenger pigeon"", ""Relay race"", ""Email transfer"", ""Traffic signal"", ""Conveyor belt"", ""Doorbell"", ""Radio broadcast"", ""Electric circuit"", ""Postal service"", ""Signal flare"", ""Fireworks"", ""Telephone wire"", ""Semaphore flags"", ""Messenger app""]",[],,success
38,Land System,"[""Skin System""]",1,,"[""Garden"", ""City"", ""Puzzle"", ""Map"", ""Farm"", ""Neighborhood"", ""Boardgame"", ""Forest"", ""Orchard"", ""Zoo"", ""Campus"", ""Playground"", ""Mall"", ""Village"", ""Highway"", ""Terrarium"", ""Estate"", ""Park"", ""Island"", ""Labyrinth""]",[],,success
39,Earth,"[""Human Body""]",1,,"[""Ball"", ""Apple"", ""Globe"", ""Marble"", ""Orange"", ""Bubble"", ""Seed"", ""Planetarium"", ""Snowball"", ""Pearl"", ""Pumpkin"", ""Balloon"", ""Cookie"", ""Egg"", ""Cabbage"", ""Stone"", ""Coconut"", ""Globe toy"", ""Sphere"", ""Crystal ball""]",[],,success
40,Natural Disasters,"[""Diseases""]",1,,"[""Storm"", ""Fire"", ""Flood"", ""Tornado"", ""Avalanche"", ""Volcano"", ""Earthquake"", ""Wave"", ""Lightning"", ""Hurricane"", ""Mudslide"", ""Blizzard"", ""Whirlpool"", ""Cyclone"", ""Thunder"", ""Eruption"", ""Tsunami"", ""Gale"", ""Duststorm"", ""Heatwave""]",[],,success
41,Musculoskeletal system,"[""Robotic arm""]",1,,"[""Skeleton"", ""Pulleys"", ""Levers"", ""Bridge"", ""Scaffolding"", ""Ropes"", ""Joints"", ""Framework"", ""Cables"", ""Muscles"", ""Tendons"", ""Chains"", ""Springs"", ""Gears"", ""Crane"", ""Columns"", ""Struts"", ""Levers"", ""Hinges"", ""Pipes""]",[],,success
43,Microbiome,"[""ecosystem""]",1,,"[""Garden"", ""City"", ""Forest"", ""Neighborhood"", ""Ecosystem"", ""Community"", ""Team"", ""Village"", ""Coral reef"", ""Ant colony"", ""Beehive"", ""Orchestra"", ""Library"", ""Market"", ""Network"", ""Puzzle"", ""Factory"", ""School"", ""Family"", ""Zoo""]",[],,success
44,Endocrine System,"[""Regulator""]",1,,"[""Mail system"", ""Telephone network"", ""Messenger service"", ""Traffic lights"", ""Postal service"", ""Broadcast radio"", ""Water pipes"", ""Delivery truck"", ""Fire alarm"", ""School bell"", ""Remote control"", ""Messenger pigeon"", ""Email system"", ""Conveyor belt"", ""Signal flags"", ""Messenger app"", ""Traffic controller"", ""Command center"", ""Radio tower"", ""Messenger drone""]",[],,success
45,blood circulation system,"[""Water pipe system""]",1,,"[""Road network"", ""Water pipes"", ""Highway system"", ""Railway tracks"", ""Tree branches"", ""Electric circuits"", ""City streets"", ""Garden hoses"", ""River system"", ""Mail delivery"", ""Air ducts"", ""Subway lines"", ""Blood vessels"", ""Supply chains"", ""Nerve pathways"", ""Conveyor belts"", ""Waterways"", ""Traffic flow"", ""Plumbing system"", ""Delivery routes""]",[],,success
46,cell,"[""house"", ""program"", ""factory""]",3,,"[""house"", ""factory"", ""city"", ""computer"", ""machine"", ""school"", ""office"", ""car"", ""library"", ""team"", ""garden"", ""beehive"", ""kitchen"", ""workshop"", ""store"", ""ship"", ""factory line"", ""computer chip"", ""apartment"", ""machine shop""]",[],,success
48,Human body,"[""car""]",1,,"[""Machine"", ""City"", ""Factory"", ""Computer"", ""Car"", ""Garden"", ""House"", ""Robot"", ""Orchestra"", ""Engine"", ""Network"", ""Team"", ""Library"", ""Ship"", ""Puzzle"", ""Clock"", ""Tree"", ""Bridge"", ""Battery"", ""Factory""]",[],,success
49,Brain system,"[""electromagnetic emission system""]",1,,"[""Computer"", ""City"", ""Orchestra"", ""Control tower"", ""Library"", ""Factory"", ""Network"", ""Garden"", ""Engine"", ""Puzzle"", ""Switchboard"", ""Highway"", ""Team"", ""Machine"", ""Brainstorm"", ""Map"", ""Web"", ""Battery"", ""Library"", ""Nest""]",[],,success
50,Hematopoietic System,"[""Factory""]",1,,"[""Factory"", ""Garden"", ""Assembly line"", ""Tree"", ""River"", ""Factory floor"", ""Beehive"", ""Kitchen"", ""Train station"", ""Workshop"", ""Farm"", ""Factory conveyor"", ""City"", ""Factory machine"", ""Orchard"", ""Factory plant"", ""Factory engine"", ""Factory system"", ""Factory network"", ""Factory hub""]",[],,success
51,Cellular Structure,"[""City""]",1,,"[""Factory"", ""City"", ""House"", ""Computer"", ""Car"", ""Office"", ""Kitchen"", ""Library"", ""School"", ""Machine"", ""Garden"", ""Workshop"", ""Team"", ""Apartment"", ""Ship"", ""Robot"", ""Factory floor"", ""Network"", ""Puzzle"", ""Engine""]",[],,success
52,DNA replication,"[""Printing""]",1,,"[""Copy machine"", ""Recipe book"", ""Blueprint"", ""Zipper"", ""Lego building"", ""Mirror image"", ""Knitting"", ""Puzzle pieces"", ""Book printing"", ""Train tracks"", ""Tape recorder"", ""Photocopy"", ""Assembly line"", ""Lock and key"", ""Threading needle"", ""Folding paper"", ""Painting by numbers"", ""Building blocks"", ""Duplicating keys"", ""Sewing pattern""]",[],,success
54,Protein,"[""The Puzzle""]",1,,"[""Building blocks"", ""Lego bricks"", ""Tools"", ""Machines"", ""Recipes"", ""Workers"", ""Letters"", ""Chains"", ""Bricks"", ""Keys"", ""Instruments"", ""Cogs"", ""Puzzles"", ""Blueprints"", ""Muscles"", ""Vehicles"", ""Locks"", ""Scripts"", ""Factories"", ""Networks""]",[],,success
56,Genes,"[""Computer Code""]",1,,"[""Blueprint"", ""Recipe"", ""Instruction"", ""Code"", ""Manual"", ""Map"", ""Pattern"", ""Formula"", ""Script"", ""Plan"", ""Guide"", ""Key"", ""Seed"", ""Letter"", ""Puzzle"", ""Thread"", ""Note"", ""Signal"", ""Component"", ""Link""]",[],,success
57,The Evolution of Viruses,"[""The Production Line of a Car Factory""]",1,,"[""Family Tree"", ""Recipe Changes"", ""Language Dialects"", ""Fashion Trends"", ""Tool Improvements"", ""Plant Growth"", ""Story Versions"", ""Puzzle Pieces"", ""Music Remixes"", ""City Expansion"", ""Animal Breeds"", ""Software Updates"", ""Building Renovations"", ""Sports Strategies"", ""Dance Moves"", ""Game Levels"", ""Recipe Ingredients"", ""Road Maps"", ""Seed Dispersal"", ""Book Editions""]",[],,success
59,Transcription and Translation,"[""Printers""]",1,,"[""Recipe book"", ""Blueprint"", ""Translator"", ""Assembly line"", ""Copy machine"", ""Mail delivery"", ""Script reading"", ""Factory"", ""Instruction manual"", ""Conveyor belt"", ""Messenger"", ""Cookbook"", ""Printing press"", ""Telephone game"", ""Construction plan"", ""Film production"", ""Music score"", ""Sign language"", ""Puzzle pieces"", ""Post office""]",[],,success
60,forest,"[""city""]",1,,"[""city"", ""library"", ""market"", ""neighborhood"", ""garden"", ""school"", ""zoo"", ""jungle"", ""village"", ""mall"", ""aquarium"", ""farm"", ""playground"", ""museum"", ""office"", ""park"", ""theater"", ""castle"", ""factory"", ""airport""]",[],,success
61,virus,"[""code"", ""crime""]",2,,"[""Trojan horse"", ""Seed"", ""Spy"", ""Key"", ""Message"", ""Computer bug"", ""Parasite"", ""Blueprint"", ""Lockpick"", ""Invader"", ""Mimic"", ""Signal"", ""Agent"", ""Ghost"", ""Virus (computer)"", ""Seedling"", ""Courier"", ""Puzzle piece"", ""Messenger"", ""Intruder""]",[],,success
62,artificial selection,"[""natural selection""]",1,,"[""Gardening"", ""Dog breeding"", ""Cooking"", ""Art"", ""Fashion"", ""Music"", ""Parenting"", ""Training"", ""Crafting"", ""Sculpting"", ""Editing"", ""Farming"", ""Selection"", ""Pruning"", ""Sorting"", ""Filtering"", ""Choosing"", ""Harvesting"", ""Mixing"", ""Designing""]",[],,success
63,slot machine,"[""bacterial mutation""]",1,,"[""vending machine"", ""lottery ticket"", ""dice roll"", ""coin toss"", ""jackpot wheel"", ""pinball machine"", ""scratch card"", ""roulette wheel"", ""card draw"", ""bingo game"", ""wheelbarrow"", ""gumball machine"", ""puzzle box"", ""fortune cookie"", ""magic hat"", ""claw machine"", ""dice cup"", ""prize box"", ""jack-in-box"", ""mystery box""]",[],,success
64,Migraines,"[""Circuit Malfunction""]",1,,"[""Thunderstorm"", ""Traffic jam"", ""Volcano"", ""Alarm bell"", ""Fireworks"", ""Tornado"", ""Electric shock"", ""Flood"", ""Static noise"", ""Pressure cooker"", ""Lightning"", ""Earthquake"", ""Broken circuit"", ""Siren"", ""Storm surge"", ""Crackling fire"", ""Exploding balloon"", ""Overloaded wire"", ""Bouncing ball"", ""Rolling thunder""]",[],,success
65,Sperm Motility,"[""Robotic Movement""]",1,,"[""Fish swimming"", ""Rocket launch"", ""Car driving"", ""Boat rowing"", ""Bee flying"", ""Snake slithering"", ""Caterpillar crawling"", ""Jet skiing"", ""Skater gliding"", ""Worm burrowing"", ""Helicopter spinning"", ""Kite flying"", ""Horse galloping"", ""Dog running"", ""Bird flapping"", ""Tadpole swimming"", ""Submarine moving"", ""Motorcycle riding"", ""Canoe paddling"", ""Dragonfly darting""]",[],,success
66,Prostate,"[""lubrication system""]",1,,"[""Pump"", ""Filter"", ""Valve"", ""Faucet"", ""Gatekeeper"", ""Reservoir"", ""Mixer"", ""Funnel"", ""Buffer"", ""Switch"", ""Hub"", ""Connector"", ""Gate"", ""Checkpoint"", ""Distributor"", ""Filter"", ""Valve"", ""Pump"", ""Mixer"", ""Reservoir""]",[],,success
67,Skeletal System,"[""Building Structure""]",1,,"[""Framework"", ""Scaffolding"", ""Skeleton"", ""Support"", ""Bones"", ""Bridge"", ""Columns"", ""Backbone"", ""Cage"", ""Structure"", ""Lattice"", ""Skeleton key"", ""Ribs"", ""Exoskeleton"", ""Pillars"", ""Joints"", ""Armor"", ""Skeleton frame"", ""Cradle"", ""Framework bones""]",[],,success
68,Blood sugar regulation,"[""electronic scale automatically adjusts""]",1,,"[""Thermostat"", ""Traffic light"", ""Bank account"", ""Water faucet"", ""Fuel gauge"", ""Volume control"", ""Speedometer"", ""Elevator"", ""Air conditioner"", ""Light dimmer"", ""Garden sprinkler"", ""Battery meter"", ""Scale balance"", ""Conveyor belt"", ""Reservoir dam"", ""Mailbox"", ""Traffic cop"", ""Gas pedal"", ""Water filter"", ""Security guard""]",[],,success
69,Reproductive System,"[""Factory System""]",1,,"[""Garden"", ""Factory"", ""Orchard"", ""Nest"", ""Seed"", ""Beehive"", ""Bakery"", ""Library"", ""Workshop"", ""Farm"", ""Greenhouse"", ""Egg"", ""Tree"", ""River"", ""Oven"", ""Nest"", ""Eggplant"", ""Bee"", ""Seedling"", ""Cradle""]",[],,success
70,immune desert,"[""Desert""]",1,,"[""Desert"", ""Ghost town"", ""Empty fortress"", ""Vacant lot"", ""Silent forest"", ""Abandoned house"", ""No man's land"", ""Dead zone"", ""Empty stadium"", ""Quiet library"", ""Barren field"", ""Closed gate"", ""Empty street"", ""Frozen lake"", ""Desolate island"", ""Empty nest"", ""Vacuum"", ""Silent alarm"", ""Dark cave"", ""Empty shell""]",[],,success
71,microRNA,"[""sponge""]",1,,"[""Messenger"", ""Switch"", ""Brake"", ""Filter"", ""Lock"", ""Key"", ""Remote"", ""Signal"", ""Guard"", ""Translator"", ""Moderator"", ""Control"", ""Guide"", ""Switchboard"", ""Traffic light"", ""Volume knob"", ""Password"", ""Filter"", ""Sensor"", ""Manager""]",[],,success
72,Cytokine Storm,"[""Dust Storm""]",1,,"[""Fire alarm"", ""Floodgate"", ""Traffic jam"", ""Overwatering"", ""Crowded stadium"", ""Broken dam"", ""Loudspeaker"", ""Overflowing sink"", ""Smoke signal"", ""Alarm bells"", ""Spilled paint"", ""Overheated engine"", ""Blown fuse"", ""Stampede"", ""Overcrowded elevator"", ""Burst pipe"", ""Overloaded circuit"", ""Flooded street"", ""Chain reaction"", ""Exploding volcano""]",[],,success
73,Alveoli,"[""Balloons""]",1,,"[""Bubbles"", ""Sponges"", ""Balloons"", ""Pockets"", ""Leaves"", ""Cells"", ""Berries"", ""Nests"", ""Bags"", ""Bubbles"", ""Honeycombs"", ""Pores"", ""Balloons"", ""Bubbles"", ""Bubbles"", ""Bubbles"", ""Bubbles"", ""Bubbles"", ""Bubbles"", ""Bubbles""]",[],,success
75,Nasal cavity,"[""air filter""]",1,,"[""Tunnel"", ""Filter"", ""Funnel"", ""Vent"", ""Passage"", ""Gateway"", ""Strainer"", ""Conduit"", ""Channel"", ""Pipe"", ""Doorway"", ""Corridor"", ""Sieve"", ""Airlock"", ""Filter"", ""Maze"", ""Bridge"", ""Valve"", ""Duct"", ""Pathway""]",[],,success
76,Digestive System,"[""Factory""]",1,,"[""Factory"", ""Conveyor"", ""Kitchen"", ""Filter"", ""Pump"", ""Pipeline"", ""Mill"", ""Machine"", ""Garden"", ""Bakery"", ""Recycling"", ""Engine"", ""Workshop"", ""Assembly"", ""Furnace"", ""River"", ""Digestor"", ""Processor"", ""Extractor"", ""Converter""]",[],,success
77,Macrophages,"[""the cleaners""]",1,,"[""Garbage truck"", ""Security guard"", ""Vacuum cleaner"", ""Custodian"", ""Pac-Man"", ""Police officer"", ""Janitor"", ""Sponge"", ""Firefighter"", ""Hunter"", ""Trash bin"", ""Swatter"", ""Filter"", ""Bouncer"", ""Lawn mower"", ""Net"", ""Detergent"", ""Shield"", ""Dog"", ""Magnet""]",[],,success
78,Disability of the plant,"[""cocoon""]",1,,"[""Broken limb"", ""Flat tire"", ""Cracked screen"", ""Wilted flower"", ""Leaking pipe"", ""Dead battery"", ""Rusty hinge"", ""Torn fabric"", ""Faded paint"", ""Bent wire"", ""Clogged drain"", ""Burnt bulb"", ""Loose screw"", ""Broken chain"", ""Smashed window"", ""Dull knife"", ""Leaking roof"", ""Dead engine"", ""Cracked pot"", ""Wilted leaf""]",[],,success
79,Immunological Memory,"[""Final Exam""]",1,,"[""Library"", ""Photo album"", ""Recipe book"", ""Password manager"", ""Alarm system"", ""School notebook"", ""Memory card"", ""Address book"", ""Toolbox"", ""Bookmark"", ""Diary"", ""Flashlight"", ""Map"", ""Calendar"", ""Photo ID"", ""Recipe box"", ""Post-it notes"", ""Keychain"", ""Blueprint"", ""Training manual""]",[],,success
80,Immunity and Immunity,"[""Immunity""]",1,,"[""Castle"", ""Shield"", ""Firewall"", ""Security"", ""Guard"", ""Lock"", ""Barrier"", ""Helmet"", ""Fence"", ""Alarm"", ""Vaccination"", ""Antivirus"", ""Safe"", ""Filter"", ""Checkpoint"", ""Armor"", ""Moat"", ""Watchdog"", ""Sanitizer"", ""Guardian""]",[],,success
81,Immune Tolerance,"[""Deafness"", ""Blindness""]",2,,"[""Security guard"", ""Border control"", ""Traffic light"", ""Customs check"", ""Firewall"", ""Teacher\u2019s rule"", ""Library card"", ""Password"", ""Pet training"", ""Friend list"", ""Neighborhood watch"", ""Club membership"", ""Parental guidance"", ""Invitation"", ""VIP pass"", ""Game referee"", ""Passport control"", ""Dog leash"", ""School ID"", ""House key""]",[],,success
83,deaf,"[""blind""]",1,,"[""mute"", ""blind"", ""deaf-mute"", ""quiet"", ""silent"", ""mute button"", ""earplug"", ""noise-canceling"", ""closed door"", ""submarine"", ""earmuff"", ""library"", ""whisper"", ""sign language"", ""text message"", ""mute TV"", ""earless"", ""soundproof"", ""vacuum"", ""deafening silence""]",[],,success
84,Blood Chest Barrier,"[""Great Wall""]",1,,"[""Fence"", ""Filter"", ""Wall"", ""Gatekeeper"", ""Screen"", ""Sieve"", ""Barrier"", ""Shield"", ""Checkpoint"", ""Door"", ""Net"", ""Border"", ""Guard"", ""Mesh"", ""Curtain"", ""Filter paper"", ""Wall plug"", ""Security"", ""Screen door"", ""Partition""]",[],,success
85,Limit Modification System,"[""Firewall""]",1,,"[""Speedometer"", ""Thermostat"", ""Volume knob"", ""Traffic light"", ""Water faucet"", ""Budget planner"", ""Speed limit sign"", ""Game controller"", ""Oven timer"", ""Elevator button"", ""Parking meter"", ""Fuel gauge"", ""Light dimmer"", ""Bank withdrawal limit"", ""Speed bump"", ""Seatbelt"", ""Credit card limit"", ""Water level sensor"", ""Alarm clock"", ""Traffic cop""]",[],,success
86,Rod of Asclepius,"[""Healing""]",1,,"[""Staff"", ""Snake"", ""Wand"", ""Rod"", ""Branch"", ""Stick"", ""Cane"", ""Serpent"", ""Pole"", ""Twig"", ""Branch"", ""Vine"", ""Scepter"", ""Ladder"", ""Rope"", ""Chain"", ""Ribbon"", ""Line"", ""Thread"", ""Cord""]",[],,success
