id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
11,Nervous System,"[""Circuits""]",1,,"[""electric grid"", ""internet network"", ""postal service"", ""highway system"", ""telephone network"", ""plumbing system"", ""railway network"", ""city transit"", ""messenger pigeons"", ""fire alarm"", ""traffic lights"", ""corporate hierarchy"", ""orchestral conductor"", ""computer motherboard"", ""smart home"", ""social media feed"", ""watch mechanism"", ""airport control"", ""logistics hub"", ""garden irrigation""]",[],"To help a layperson grasp the nervous system, I select familiar networks or communication systems that involve signal transmission, coordination, and control. Each analogy highlights how information travels, how nodes relay messages, and how a central hub organizes responses—paralleling sensory input, neural pathways, and brain processing.",success
12,Immune System,"[""Army"", ""Reactor""]",2,,"[""Security alarm"", ""Police patrol"", ""Firefighter squad"", ""Castle moat"", ""Antivirus program"", ""Border checkpoint"", ""Neighborhood watch"", ""Pest exterminator"", ""Email filter"", ""Spam blocker"", ""Emergency responders"", ""Traffic officer"", ""Home alarm"", ""Chess defense"", ""Cyber firewall"", ""Garden hedges"", ""Guard dog"", ""Vaccination record"", ""Red alert system"", ""Backup generator""]",[],"The immune system functions like a comprehensive defense network: it constantly monitors for intruders, identifies and neutralizes threats, remembers past attacks to respond faster, and coordinates multiple specialized units. By comparing it to familiar protective and security mechanisms—such as alarms, police, fire services, and digital safeguards—we can convey its roles of detection, response, memory, and regulation in a relatable way.",success
13,Cell Membranes,"[""Walls""]",1,,"[""skin"", ""fence"", ""gate"", ""water balloon"", ""sieve"", ""airport security"", ""filter"", ""bubble wrap"", ""door"", ""oil slick"", ""traffic light"", ""safety net"", ""umbrella"", ""bouncer"", ""soil crust"", ""sponge"", ""velcro"", ""water membrane"", ""zipper"", ""security checkpoint""]",[],"Cell membranes act as selective barriers, dynamic fluid mosaics, and communication platforms. Analogies should capture ideas of protective skins, gatekeepers, flexible borders, and transport highways that are familiar from everyday life.",success
14,Protein folding,"[""a three-dimensional puzzle""]",1,,"[""origami"", ""jigsaw puzzle"", ""paper airplane"", ""rubik's cube"", ""knot tying"", ""folding chair"", ""accordion"", ""transformer toy"", ""DNA origami"", ""knitting"", ""map folding"", ""slinky spring"", ""rope coil"", ""garage door"", ""pop\u2011up book"", ""folding ladder"", ""pretzel twist"", ""Swiss army knife"", ""electrical wiring"", ""3D printer""]",[],"Protein folding is a process where a linear chain of amino acids self‑organizes into a specific three‑dimensional shape, much like various everyday objects that start flat or linear and acquire a functional form through a sequence of bends, twists, or assemblies. The selected analogies each involve turning a simple, often two‑dimensional or linear starting material into a complex, functional structure by folding, assembling, or arranging components, highlighting concepts such as sequential steps, spatial constraints, and emergent shape.",success
15,Photosynthesis,"[""Power Generation"", ""Solar Panels""]",2,,"[""Solar panel"", ""Battery charger"", ""Factory line"", ""Kitchen stove"", ""Water pump"", ""Recycling plant"", ""Light bulb"", ""Sunflower"", ""Wind turbine"", ""Human digestion"", ""Baking bread"", ""Coffee brewing"", ""Power plant"", ""Heat engine"", ""Greenhouse"", ""Plant growth"", ""Energy conversion"", ""Chemical factory"", ""Fuel cell"", ""Magnetron""]",[],"I selected familiar processes and objects that, like photosynthesis, capture energy, transform raw inputs, and produce useful outputs, making the biological concept easier to relate to everyday experiences.",success
16,Platelets,"[""Construction Workers""]",1,,"[""Band\u2011aid"", ""Traffic police"", ""Construction crew"", ""Firefighters"", ""Glue droplets"", ""Velcro hooks"", ""Staple pins"", ""Emergency responders"", ""Repair kit"", ""Safety net"", ""Patchwork quilt"", ""Sealant spray"", ""Spill absorbent"", ""Sticky notes"", ""Welding sparks"", ""First\u2011aid kit"", ""Scab formation"", ""Dam floodgate"", ""Crowd control"", ""Jellyfish sting""]",[],"Platelets are tiny, disc‑shaped cell fragments that circulate in the blood and act quickly to stop bleeding. They sense damage, adhere to the wound, aggregate with each other, and release chemicals that trigger clot formation, much like a rapid, localized response team that patches a breach. Good analogies therefore involve small, numerous agents that detect a problem, gather, and form a barrier or seal.",success
17,Genome,"[""Operating System""]",1,,"[""Blueprint"", ""Recipe book"", ""Software code"", ""Library catalog"", ""Instruction manual"", ""Map"", ""Assembly line"", ""Musical score"", ""Operating system"", ""Hard drive"", ""Puzzle pieces"", ""Construction plan"", ""Recipe card"", ""Instruction set"", ""Database schema"", ""Play script"", ""Genetic code"", ""Encyclopedia"", ""Network diagram"", ""LEGO set""]",[],"A genome is a complete set of instructions that determines the characteristics and functions of an organism. It can be likened to familiar systems that store, organize, and convey detailed information needed to build or operate something. The analogies below capture the idea of a comprehensive, coded instruction set, a blueprint, or a library of components that together define a larger whole.",success
18,Brain,"[""Computer Processor""]",1,,"[""Computer"", ""City"", ""Orchestra"", ""Library"", ""Factory"", ""Garden"", ""Network"", ""Control room"", ""Conductor"", ""Software"", ""Solar system"", ""Airport"", ""Engine"", ""Chessboard"", ""Ecosystem"", ""Puzzle"", ""Command center"", ""Warehouse"", ""Traffic hub"", ""Bank""]",[],"The brain functions as a highly integrated information-processing organ, similar to many familiar systems that handle input, storage, computation, and output. By comparing it to everyday structures that people readily understand—such as computers, cities, or orchestras—we can convey its roles in perception, memory, and coordination. Selecting a diverse set of analogies highlights different facets: processing power, network connectivity, hierarchical organization, and adaptive control.",success
19,Nucleus,"[""CPU"", ""Bookshelf""]",2,,"[""CPU"", ""Brain"", ""Library"", ""Control room"", ""Captain"", ""Server"", ""Vault"", ""Manager"", ""Kernel"", ""Conductor"", ""Headquarters"", ""Motherboard"", ""Command post"", ""Garden center"", ""Blueprint"", ""Archive"", ""Director"", ""Foundation"", ""Core"", ""Nerve center""]",[],"The nucleus acts as the cell’s command center, housing genetic material and directing cellular activities. Useful analogies are familiar control or storage hubs that organize, protect, and coordinate functions within a larger system.",success
20,Biological Evolution,"[""Urban Evolution""]",1,,"[""Software updates"", ""Language evolution"", ""Cultural memes"", ""City growth"", ""Tree rings"", ""Market competition"", ""Puzzle solving"", ""Cooking recipes"", ""Music remixing"", ""Molding clay"", ""Garden pruning"", ""School curriculum"", ""Book series"", ""Fashion trends"", ""River erosion"", ""Chess strategies"", ""Family genealogy"", ""Weather patterns"", ""Traffic flow"", ""Construction scaffolding""]",[],"To help someone grasp biological evolution, I selected familiar processes that involve change over time, variation, selection, and adaptation. These analogies come from technology, language, culture, nature, and everyday activities, each reflecting key evolutionary mechanisms such as mutation, competition, inheritance, and gradual improvement.",success
21,DNA Replication,"[""Printers Print Documents""]",1,,"[""Photocopying"", ""Blueprint duplication"", ""Factory assembly"", ""Baking a cake"", ""Software backup"", ""Book printing"", ""Mold casting"", ""Digital cloning"", ""File copying"", ""DVD burning"", ""Recipe replication"", ""Mirror imaging"", ""LEGO building"", ""Puzzle assembling"", ""Orchestra rehearsal"", ""Data syncing"", ""Typewriter duplication"", ""Car manufacturing"", ""Stencil tracing"", ""Tape recording""]",[],"DNA replication is a process of making an exact copy of genetic information. To help people grasp this, I selected familiar activities that involve copying, building, or replicating something step‑by‑step, preserving the original pattern or instructions. Each analogy mirrors key aspects of replication such as template use, sequential assembly, error‑checking, and producing identical results.",success
22,Food Chain,"[""Supply Chain"", ""Information Flow""]",2,,"[""Assembly line"", ""Supply chain"", ""Corporate ladder"", ""Relay race"", ""Pyramid scheme"", ""Traffic flow"", ""Water cycle"", ""Musical chairs"", ""Chain reaction"", ""Tree hierarchy"", ""Computer network"", ""Domino effect"", ""School cafeteria"", ""Predator\u2011prey loop"", ""Energy pipeline"", ""Recycling loop"", ""Game of tag"", ""Family tree"", ""Economic market"", ""River watershed""]",[],"To help someone grasp the structure and flow of a food chain, we can compare it to familiar systems that involve ordered levels, transfers, or sequential interactions. These analogies draw on everyday processes, organizational hierarchies, and natural cycles that mirror how energy and matter move through producers, consumers, and decomposers.",success
23,DNA Double Helix Structure,"[""The Helix Bridge""]",1,,"[""twisted ladder"", ""spiral staircase"", ""braided rope"", ""screw thread"", ""coiled spring"", ""corkscrew"", ""twisted pair cable"", ""fusilli pasta"", ""double helix necklace"", ""intertwined vines"", ""helical antenna"", ""spiral notebook"", ""twisty candy"", ""spring coil"", ""twisted headphone cord"", ""double spring"", ""slinky toy"", ""helix of a protein"", ""twisted flag pole"", ""braided hair""]",[],"The DNA double helix is a structural motif where two long strands wrap around each other in a consistent, right‑handed spiral, resembling many everyday objects that similarly involve paired, twisted, or coiled forms. By selecting familiar items that share this geometry—such as ladders that twist, spirals, cables, or vines—we create mental anchors that help a learner picture the helical shape and the complementary pairing of the two strands without needing technical detail.",success
25,Cell Signaling,"[""Electronic Signal Transmission""]",1,,"[""telephone network"", ""traffic lights"", ""postal system"", ""relay race"", ""computer network"", ""social media"", ""orchestra conductor"", ""domino effect"", ""ripple effect"", ""fire alarm"", ""city transit"", ""messenger pigeon"", ""chain reaction"", ""circuit board"", ""hormonal messages"", ""text messaging"", ""alarm system"", ""weather forecast"", ""railway system"", ""sprinkler system""]",[],"Cell signaling involves the transmission of information via molecules that bind receptors, initiate cascades, and produce specific cellular responses. Analogies should capture concepts of communication, relay, networks, cascades, and coordinated action that are familiar from daily life, technology, or other biological systems.",success
26,Genetic Mutation,"[""Typo""]",1,,"[""Typo"", ""Software bug"", ""Recipe tweak"", ""Car modification"", ""Grammar error"", ""Building renovation"", ""Mislabeled map"", ""Garden cross\u2011pollination"", ""Color variant"", ""Edited manuscript"", ""Glitch"", ""Random seed"", ""Spillover"", ""Version update"", ""Genetic drift"", ""Playwright improvisation"", ""Unexpected ripple"", ""Hardware tweak"", ""Weather pattern shift"", ""Puzzle piece swap""]",[],"I considered everyday phenomena that involve small, sometimes random changes that alter the behavior or outcome of a system, much like a genetic mutation alters DNA and can affect an organism’s traits. The analogies span language, technology, cooking, construction, and natural processes to give a broad set of familiar concepts that mirror the idea of a mutation as an alteration, error, or variation that can have neutral, beneficial, or harmful effects.",success
27,DNA Sequencing,"[""The Puzzle""]",1,,"[""reading book"", ""jigsaw puzzle"", ""secret code"", ""barcode scan"", ""language translation"", ""recipe copy"", ""city map"", ""sheet music"", ""vinyl record"", ""photo digitizing"", ""speech transcription"", ""LEGO assembly"", ""fingerprint scan"", ""mosaic creation"", ""map interpretation"", ""password cracking"", ""mixtape recording"", ""panorama photograph"", ""stamp cataloguing"", ""DNA blueprint""]",[],"DNA sequencing is like extracting a detailed instruction set from a complex, encoded source. It involves reading, interpreting, and recording a long string of information piece by piece, similar to many everyday processes where hidden patterns are uncovered and turned into usable data.",success
29,eye,"[""camera""]",1,,"[""camera lens"", ""window pane"", ""spotlight"", ""solar panel"", ""mirror"", ""flashlight"", ""magnifying glass"", ""periscope"", ""telescope"", ""scanner"", ""sensors"", ""security camera"", ""binoculars"", ""projector"", ""light bulb"", ""radar dish"", ""sonar"", ""doorway"", ""gateway"", ""peeper""]",[],"The eye functions as a biological imaging system, capturing light, focusing it, and converting it into signals. Analogous everyday objects share similar roles—collecting, focusing, or transmitting information. By selecting familiar concepts that involve lenses, apertures, sensors, or gateways, we can map the eye’s structure and purpose onto known items, making the idea intuitive.",success
30,The Process of History,"[""Biological Evolution""]",1,,"[""River flow"", ""Film editing"", ""Tree rings"", ""Puzzle assembly"", ""Layered cake"", ""Archive shelves"", ""Seasonal cycles"", ""Music composition"", ""DNA transcription"", ""Road construction"", ""Mosaic art"", ""Book chapters"", ""Weather forecasting"", ""Game replay"", ""Memory recall"", ""Garden growth"", ""Economic market"", ""Story weaving"", ""Layered sediment"", ""Computer updates""]",[],"The Process of History can be likened to dynamic, layered systems where past events influence the present and future, patterns emerge over time, and interpretation shapes understanding. Familiar processes that involve flow, accumulation, revision, and storytelling help convey its complexity and continuity.",success
31,Gene Mutation,"[""Program Error""]",1,,"[""Typo"", ""Glitch"", ""Recipe tweak"", ""Software patch"", ""Car modification"", ""Spelling error"", ""Blueprint revision"", ""Plant pruning"", ""Music remix"", ""Chess move"", ""Password change"", ""Jigsaw piece swap"", ""Color fade"", ""Weather shift"", ""Language dialect"", ""Knitting pattern"", ""Signal interference"", ""Cooking burn"", ""Game bug"", ""Fashion trend""]",[],"Gene mutation can be likened to various everyday changes or errors that alter a system’s original design or function. By selecting familiar concepts that involve small alterations, glitches, or variations, we can help a layperson grasp how mutations introduce new traits, sometimes beneficial, sometimes harmful, much like tweaks in everyday objects or processes.",success
33,Synaptic transmission between neurons,"[""communication networks""]",1,,"[""telephone call"", ""mail delivery"", ""relay race"", ""push button"", ""domino effect"", ""messenger pigeon"", ""traffic light"", ""water faucet"", ""electric switch"", ""chain reaction"", ""factory assembly"", ""handshake greeting"", ""key and lock"", ""musical cue"", ""fire alarm"", ""signal flare"", ""post-it note"", ""relay transmitter"", ""courtroom objection"", ""cooking timer""]",[],"To help a layperson picture how neurons communicate, I chose everyday processes that involve a sender, a temporary carrier, a brief pause, and a receiver that activates a response. The analogies span communication devices, transport systems, teamwork activities, and simple cause‑effect mechanisms, each captured in one to three words so they fit the required format.",success
38,Land System,"[""Skin System""]",1,,"[""Garden"", ""Body"", ""City"", ""Factory"", ""Road network"", ""Computer"", ""Calendar"", ""Classroom"", ""Library"", ""Orchestra"", ""Puzzle"", ""Bank"", ""Kitchen"", ""Traffic system"", ""Forest"", ""Solar system"", ""Board game"", ""Water cycle"", ""Economic market"", ""Sports team""]",[],"To make “Land System” relatable, I look for familiar structures where many parts interact, resources are allocated, and overall health depends on balanced management. Everyday examples like a garden, a human body, or a city capture these dynamics and can serve as clear analogies.",success
39,Earth,"[""Human Body""]",1,,"[""blue marble"", ""garden"", ""ship"", ""home"", ""ball"", ""clock"", ""nest"", ""factory"", ""computer"", ""ecosystem"", ""puzzle"", ""library"", ""stage"", ""cradle"", ""safari"", ""canvas"", ""network"", ""garden"", ""bubble"", ""planetarium""]",[],"To make the concept of Earth relatable, I selected a variety of everyday objects, systems, and metaphors that capture its characteristics such as being a home, a sphere, a life‑supporting environment, a complex system, and a unique object in space. Each analogy is concise (1‑3 words) and draws on familiar experiences to help a learner map known ideas onto the abstract notion of our planet.",success
40,Natural Disasters,"[""Diseases""]",1,,"[""Sudden flood"", ""Wildfire blaze"", ""Tornado spin"", ""Earthquake shake"", ""Volcanic eruption"", ""Hurricane eye"", ""Avalanche rush"", ""Lightning strike"", ""Storm surge"", ""Dust storm"", ""Ice storm"", ""Heat wave"", ""Landslide collapse"", ""Meltwater burst"", ""Tsunami wave"", ""Sleet barrage"", ""Fog bank"", ""Solar flare"", ""Thunderclap"", ""Blizzard swirl""]",[],"Analogies should capture the sudden, powerful, and often unpredictable nature of natural disasters, using familiar phenomena that involve rapid change, overwhelming force, or large-scale impact. By selecting everyday events, systems, or experiences that mirror these characteristics, the analogies can help people intuitively grasp the dynamics, causes, and consequences of natural disasters without needing technical detail.",success
41,Musculoskeletal system,"[""Robotic arm""]",1,,"[""building frame"", ""car suspension"", ""robot arm"", ""bridge trusses"", ""tree branches"", ""skeleton key"", ""guitar strings"", ""crane hoist"", ""human puppet"", ""bicycle gears"", ""scaffolding"", ""hydraulic press"", ""musical keyboard"", ""fencing sword"", ""piano hammers"", ""swing set"", ""tendon rope"", ""elastic band"", ""sports rackets"", ""construction crane""]",[],"The musculoskeletal system provides structural support, enables movement, and protects vital organs. Analogous concepts are familiar structures or mechanisms that similarly combine a framework (bones) with actuators (muscles) to produce stability, motion, and protection. By mapping these roles onto everyday objects—buildings, vehicles, tools, sports equipment, and natural systems—we can convey the function of the musculoskeletal system in a relatable way.",success
43,Microbiome,"[""ecosystem""]",1,,"[""Ecosystem"", ""Rainforest"", ""City"", ""Orchestra"", ""Garden"", ""Coral reef"", ""Computer network"", ""Factory"", ""Library"", ""Traffic system"", ""Symphony"", ""Beehive"", ""Sports team"", ""Brain"", ""Software ecosystem"", ""Marketplace"", ""Social network"", ""Climate system"", ""Soil"", ""Kitchen""]",[],"The microbiome functions as a dense, dynamic community of microorganisms that interact with each other and their host, much like familiar complex systems where many small parts work together, influence their environment, and create emergent outcomes. Choosing analogies that capture concepts of diversity, interdependence, balance, and hidden influence helps people intuitively grasp how a collection of microbes collectively affects health, metabolism, and immunity.",success
44,Endocrine System,"[""Regulator""]",1,,"[""postal service"", ""traffic lights"", ""broadcast radio"", ""smart home"", ""corporate memo"", ""temperature thermostat"", ""garden irrigation"", ""messenger pigeon"", ""stock market"", ""school bell"", ""network router"", ""factory assembly line"", ""chemical fertilizer"", ""social media alerts"", ""military command"", ""city water supply"", ""automatic doors"", ""weather forecast"", ""email spam filter"", ""safety alarm""]",[],"The endocrine system functions as the body’s chemical communication network, releasing hormones that travel through the bloodstream to regulate distant organs, much like various familiar systems that distribute signals, resources, or control across distances. Analogies are chosen from everyday contexts—mail delivery, traffic control, broadcast media, computer networking, and organizational hierarchies—each illustrating the core ideas of messenger release, targeted delivery, timing, and feedback that characterize endocrine signaling.",success
45,blood circulation system,"[""Water pipe system""]",1,,"[""highway network"", ""plumbing system"", ""subway system"", ""electrical circuit"", ""river system"", ""supply chain"", ""conveyor belt"", ""HVAC ducts"", ""irrigation network"", ""postal service"", ""bus routes"", ""traffic flow"", ""water distribution"", ""logistics network"", ""garden hoses"", ""fire sprinkler"", ""pneumatic tubes"", ""computer network"", ""railway system"", ""fuel pipeline""]",[],"To help a layperson grasp how the blood circulation system works, I chose familiar, everyday networks and transport mechanisms that involve moving something (people, goods, fluids, signals) through a series of connected pathways, pumps or drivers, and distribution points. These analogies highlight the concepts of a central pump (heart), branching pathways (arteries, veins, capillaries), and regulated flow, making the biology easier to visualize.",success
46,cell,"[""house"", ""program"", ""factory""]",3,,"[""prison cell"", ""battery cell"", ""factory"", ""city block"", ""computer chip"", ""office cubicle"", ""room"", ""compartment"", ""module"", ""building block"", ""seed"", ""egg"", ""honeycomb cell"", ""parking space"", ""microservice"", ""engine cylinder"", ""nest chamber"", ""switch"", ""pixel"", ""atom""]",[],"A cell is the fundamental, self‑contained unit that performs specific functions while interacting with its surroundings. It has a boundary (membrane), internal workstations (organelles), and a flow of information (DNA/RNA). These features map well onto many everyday systems that consist of small, compartmentalized pieces that together make up larger structures or processes. The analogies below highlight familiar objects or concepts that share the ideas of containment, modularity, energy conversion, communication, and collective organization, making them useful for explaining what a cell does and how it fits into larger biological systems.",success
48,Human body,"[""car""]",1,,"[""Machine"", ""Computer"", ""City"", ""Factory"", ""Garden"", ""Vehicle"", ""Network"", ""Library"", ""School"", ""Clock"", ""House"", ""Robot"", ""Ship"", ""Tree"", ""Construction site"", ""Team"", ""Orchestra"", ""Software"", ""Ecosystem"", ""Engine""]",[],"To help grasp the complexity, organization, and functionality of the human body, we can liken its systems, structures, and processes to familiar, everyday constructs that people readily understand. Selecting a broad range of analogies—from machines and cities to gardens and orchestras—captures the body’s mechanical, social, and ecological aspects, providing multiple entry points for intuitive comprehension.",success
49,Brain system,"[""electromagnetic emission system""]",1,,"[""computer network"", ""city traffic"", ""company hierarchy"", ""operating system"", ""railway system"", ""ecosystem"", ""factory assembly"", ""postal service"", ""orchestra conductor"", ""smartphone"", ""weather forecast"", ""library catalog"", ""airport control"", ""social media"", ""electric grid"", ""garden irrigation"", ""military command"", ""traffic lights"", ""team sports"", ""navigation GPS""]",[],"To help someone grasp what a brain system does, we can compare it to familiar organized networks that process information, coordinate activities, and adapt over time. By recalling everyday structures that collect inputs, run internal “programs,” and produce coordinated outputs, the abstract idea of a brain system becomes concrete.",success
50,Hematopoietic System,"[""Factory""]",1,,"[""Factory"", ""Tree"", ""Army"", ""Library"", ""City"", ""Orchestra"", ""Garden"", ""Bakery"", ""Workshop"", ""River network"", ""Traffic system"", ""Computer"", ""School"", ""Power grid"", ""Supply chain"", ""Orchard"", ""Assembly line"", ""Ecosystem"", ""Command center"", ""Construction site""]",[],"The hematopoietic system continuously produces a diverse array of blood cells from stem cells, maintaining balance and responding to demand. Analogous systems are those that generate varied products from a common source, distribute them where needed, and regulate output through feedback. Suitable analogies include manufacturing factories, organizational hierarchies, and natural ecosystems that exhibit similar production, specialization, distribution, and regulation mechanisms.",success
51,Cellular Structure,"[""City""]",1,,"[""City"", ""Factory"", ""Apartment building"", ""Computer"", ""School"", ""Ecosystem"", ""Library"", ""Subway system"", ""Orchestra"", ""Puzzle"", ""Garden"", ""Corporate office"", ""Sports team"", ""Kitchen"", ""Traffic network"", ""Theater"", ""Vending machine"", ""Bank"", ""Spaceship"", ""Farm""]",[],"To make the abstract idea of cellular structure concrete, we map its parts (membrane, nucleus, organelles, cytoplasm, etc.) onto everyday systems that most people already understand.",success
