id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
11,Nervous System,"[""Circuits""]",1,,"[""Electrical wiring"", ""Computer network"", ""Telephone lines"", ""Highway system"", ""Power grid"", ""Internet backbone"", ""Railroad tracks"", ""Postal service"", ""Radio broadcast"", ""Fiber optics"", ""Air traffic control"", ""Subway lines"", ""WiFi signals"", ""Puppet strings"", ""Bee communication"", ""Symphony conductor"", ""Smoke signals"", ""Email system"", ""Social media"", ""Root network""]",[],"The nervous system is the body's primary communication and control network, transmitting electrical and chemical signals between the brain, spinal cord, and organs to enable sensation, movement, and coordination. Effective analogies are drawn from everyday systems involving signal transmission, connectivity, and centralized control, such as electrical or communication infrastructures, to make the concept relatable.",success
12,Immune System,"[""Army"", ""Reactor""]",2,,"[""Military army"", ""Police force"", ""Security guards"", ""Computer firewall"", ""Janitorial crew"", ""Border patrol"", ""Antivirus software"", ""Trash collectors"", ""Quality inspectors"", ""Bodyguards detail"", ""Burglar alarm"", ""Pest exterminators"", ""Surveillance cameras"", ""Firefighters team"", ""Waste management"", ""Repair technicians"", ""Emergency responders"", ""Sanitation workers"", ""Defense sentinels"", ""Guardian network""]",[],"The immune system acts as the body's defense network, detecting, fighting, and eliminating threats like pathogens while maintaining balance. To generate analogies, I selected 20 familiar, everyday concepts that parallel its protective, responsive, and restorative functions, such as security, cleanup, and surveillance mechanisms. Each is limited to 1-3 words for brevity.",success
13,Cell Membranes,"[""Walls""]",1,,"[""City wall"", ""Skin barrier"", ""Gated community"", ""Soap bubble"", ""Coffee filter"", ""Window screen"", ""Security checkpoint"", ""Oil slick"", ""Drum skin"", ""Balloon rubber"", ""Picket fence"", ""Toll booth"", ""Club bouncer"", ""Computer firewall"", ""Border patrol"", ""Kitchen sieve"", ""Shower curtain"", ""Envelope seal"", ""Garden gate"", ""Breathable fabric""]",[],"Cell membranes are semi-permeable barriers that enclose cells, regulating the passage of substances via a fluid mosaic structure of lipids and proteins. Analogies should draw from everyday barriers, filters, or selective gates that control access or flow, emphasizing protection, selectivity, and flexibility. I selected 20 diverse, familiar concepts (1-3 words each) like walls, skins, and filters to map onto these properties without overlapping too much.",success
14,Protein folding,"[""a three-dimensional puzzle""]",1,,"[""origami"", ""map folding"", ""laundry folding"", ""jigsaw puzzle"", ""Lego assembly"", ""IKEA furniture"", ""snowflake formation"", ""crystal growth"", ""DNA coiling"", ""key fitting"", ""tent pitching"", ""umbrella opening"", ""book binding"", ""chain linking"", ""hair curling"", ""fabric weaving"", ""clay molding"", ""ball rolling"", ""river carving"", ""mountain folding""]",[],"Protein folding is the process where a linear chain of amino acids spontaneously folds into a specific three-dimensional structure, driven by interactions like hydrogen bonds and hydrophobic effects, to achieve a stable, functional conformation. Analogies should evoke familiar ideas of transformation from a disordered or linear state to an organized, compact form, self-assembly, or navigating to a stable configuration, using everyday or simple concepts.",success
15,Photosynthesis,"[""Power Generation"", ""Solar Panels""]",2,,"[""Solar panel"", ""Factory production"", ""Cooking meal"", ""Battery charging"", ""Wind turbine"", ""Car engine"", ""Human digestion"", ""Yeast fermentation"", ""Rusting metal"", ""Burning fire"", ""Water evaporation"", ""Film exposure"", ""Greenhouse farming"", ""Baking bread"", ""Phone charging"", ""Hydro dam"", ""Bee pollination"", ""Coral symbiosis"", ""Lung breathing"", ""Vineyard growth""]",[],"Photosynthesis is a biological process where plants convert sunlight, water, and CO2 into glucose and oxygen, involving energy capture, chemical transformation, and gas exchange. To generate analogies, I selected 20 familiar concepts from everyday life, technology, and nature that parallel aspects like energy conversion, input-output transformations, or resource synthesis, ensuring they are distinct yet relatable source domains. Each is limited to 1-3 words for brevity.",success
16,Platelets,"[""Construction Workers""]",1,,"[""Band-Aids"", ""Sticky glue"", ""Puzzle pieces"", ""Snowflakes clumping"", ""Ant colony"", ""Velcro strips"", ""Traffic cones"", ""Scab formation"", ""Dust bunnies"", ""Brick layers"", ""Repair crew"", ""Magnet clusters"", ""Adhesive tape"", ""Foam bubbles"", ""Sand dunes"", ""Paper clips"", ""Yeast budding"", ""Pollen grains"", ""Hair tangles"", ""Soldier ranks""]",[],"Platelets are tiny blood cell fragments that clump together to form clots and stop bleeding, acting like a rapid response team for wound repair. Analogies should draw from familiar concepts involving small particles or elements that aggregate, stick, repair, or block to make the idea relatable, focusing on everyday objects, natural phenomena, or simple mechanisms.",success
17,Genome,"[""Operating System""]",1,,"[""House blueprint"", ""Cookbook recipes"", ""Software code"", ""City map"", ""Musical score"", ""Family recipe"", ""Movie script"", ""Encyclopedia set"", ""Filing cabinet"", ""Treasure map"", ""Puzzle guide"", ""Travel itinerary"", ""Business plan"", ""Architectural drawing"", ""Phone directory"", ""Database records"", ""Financial ledger"", ""Sports playbook"", ""Library catalog"", ""Master instruction""]",[],"The genome is the complete set of an organism's DNA, serving as the fundamental blueprint or instruction set that encodes all genetic information for building, operating, and maintaining life. To create analogies, I selected 20 familiar source concepts that represent comprehensive guides, codes, plans, or repositories of information, each limited to 1-3 words, drawing parallels to how a genome directs biological processes.",success
18,Brain,"[""Computer Processor""]",1,,"[""Computer"", ""Command center"", ""Orchestra conductor"", ""City hall"", ""Engine controller"", ""Switchboard operator"", ""Filing cabinet"", ""Public library"", ""Kitchen chef"", ""Ship captain"", ""Puzzle solver"", ""Treasure map"", ""Radio receiver"", ""Pocket calculator"", ""Story book"", ""Recipe collection"", ""Traffic director"", ""School principal"", ""Family leader"", ""Idea factory""]",[],"The brain is a complex organ that processes information, stores memories, controls bodily functions, generates thoughts and emotions, and coordinates actions. To create analogies, I selected 20 familiar, everyday concepts that metaphorically represent these functions: control centers for decision-making, processors for computation, storage systems for memory, coordinators for orchestration, and creative hubs for idea generation. Each is limited to 1-3 words, drawing from technology, organizations, nature, and daily life to make the brain relatable without direct scientific overlap.",success
19,Nucleus,"[""CPU"", ""Bookshelf""]",2,,"[""Brain"", ""City hall"", ""Apple core"", ""Command center"", ""Kernel"", ""Pit"", ""Seed"", ""Headquarters"", ""Control room"", ""CEO office"", ""Royal throne"", ""Sun core"", ""CPU chip"", ""Wheel hub"", ""Vault safe"", ""Bullseye target"", ""Orchestra conductor"", ""Factory boss"", ""Book spine"", ""Storm eye""]",[],"The target concept ""Nucleus"" refers to the central, controlling structure in a cell (biology) or atom (physics), housing genetic material or protons/neutrons. Analogies should be familiar concepts that evoke centrality, control, density, or enclosure. I'll generate 20 diverse, everyday source concepts (1-3 words each) that parallel these traits, such as command centers, cores, or hubs, drawing from biology, physics, organizations, and nature.",success
20,Biological Evolution,"[""Urban Evolution""]",1,,"[""Family tree"", ""Language change"", ""Tech upgrades"", ""River erosion"", ""Business competition"", ""Software versions"", ""Fashion trends"", ""Cultural shifts"", ""City growth"", ""Recipe variations"", ""Music genres"", ""Game strategies"", ""Art movements"", ""Dialect formation"", ""Breed selection"", ""Meme spread"", ""Economic models"", ""Political ideologies"", ""Building styles"", ""Transport history""]",[],"Biological Evolution involves gradual change, adaptation, variation, selection, and branching over time in living organisms. To create analogies, I selected 20 familiar, everyday concepts that mirror these aspects: processes of incremental development, competition leading to survival, diversification, or historical progression. Each is phrased in 1-3 words to evoke a source domain for analogy-making, drawing from nature, society, technology, and culture for broad accessibility.",success
21,DNA Replication,"[""Printers Print Documents""]",1,,"[""Photocopying document"", ""Unzipping zipper"", ""Assembly line"", ""Mold casting"", ""Road fork"", ""Puzzle matching"", ""Recipe following"", ""Blueprint building"", ""Mirror reflection"", ""Carbon copy"", ""File duplication"", ""Key copying"", ""Stamp pressing"", ""Thread weaving"", ""Plant propagation"", ""Music recording"", ""Shadow tracing"", ""Echo repeating"", ""Book printing"", ""Lego assembly""]",[],"DNA replication is a semi-conservative process where the double-stranded DNA molecule unwinds, and each strand serves as a template for synthesizing a new complementary strand, resulting in two identical DNA molecules. To create analogies, I selected 20 familiar, everyday concepts that metaphorically capture key aspects: duplication/copying (e.g., photocopying), separation/unwinding (e.g., unzipping), template-guided building (e.g., molding), branching/progression (e.g., forking), matching/pairing (e.g., puzzle pieces), and overall reproduction (e.g., cloning). These are simple, non-scientific sources to make the concept relatable, focusing on processes involving replication, splitting, and reassembly without direct biological ties.",success
22,Food Chain,"[""Supply Chain"", ""Information Flow""]",2,,"[""Supply chain"", ""Chain of command"", ""Domino effect"", ""Assembly line"", ""Pecking order"", ""Corporate ladder"", ""Rock-paper-scissors"", ""Pyramid scheme"", ""Pipeline flow"", ""Ladder rungs"", ""Recipe steps"", ""Game levels"", ""Musical scale"", ""Math sequence"", ""Story arc"", ""Traffic jam"", ""River course"", ""Building blocks"", ""Evolutionary tree"", ""Energy relay""]",[],"The food chain is a linear sequence in ecology where energy and nutrients pass from one organism to another through predation or consumption, forming a hierarchy of producers, consumers, and decomposers. To create analogies, I selected 20 familiar everyday or conceptual sources that involve sequential dependencies, hierarchies, flows, or chains of influence, where one element relies on or transforms into the next, mirroring the transfer and progression in a food chain.",success
23,DNA Double Helix Structure,"[""The Helix Bridge""]",1,,"[""Spiral staircase"", ""Twisted ladder"", ""Zipper teeth"", ""Braided rope"", ""Railroad tracks"", ""Interlocked chains"", ""Telephone cord"", ""Barber pole"", ""Corkscrew shape"", ""Vine tendrils"", ""Twisted pair"", ""Helix spring"", ""Pretzel twist"", ""Double braid"", ""Locked arms"", ""Spiral ramp"", ""Intertwined vines"", ""Figure-eight knot"", ""Coiled hose"", ""Yin-yang symbol""]",[],"The DNA double helix structure is a twisted, ladder-like molecule with two antiparallel strands coiled around each other, connected by base pair ""rungs."" To generate analogies, I focused on familiar concepts that evoke twisting, pairing, interlocking, or spiral/ladder forms from everyday life, architecture, or nature, ensuring each is 1-3 words and distinct to provide varied perspectives on the structure's key features like coiling, complementarity, and stability.",success
25,Cell Signaling,"[""Electronic Signal Transmission""]",1,,"[""Telephone call"", ""Mail delivery"", ""Traffic signals"", ""Remote control"", ""Walkie-talkie chat"", ""Email exchange"", ""Domino effect"", ""Relay race"", ""WiFi connection"", ""Morse code"", ""Fire alarm"", ""Text message"", ""Chain reaction"", ""Puppet strings"", ""Radio broadcast"", ""Hand gestures"", ""Whistle signal"", ""Light switch"", ""Thermostat adjustment"", ""Feedback loop""]",[],"Cell signaling involves cells communicating via signals (e.g., molecules) that bind to receptors, triggering internal responses like gene expression or movement. To create analogies, I selected 20 familiar, everyday concepts involving message transmission, reception, and response, such as communication devices, alerts, or chain reactions, each distilled to 1-3 words for simplicity and relatability.",success
26,Genetic Mutation,"[""Typo""]",1,,"[""Spelling error"", ""Recipe tweak"", ""Blueprint smudge"", ""Software bug"", ""Typographical mistake"", ""Gear misalignment"", ""Paint chip"", ""Wire short-circuit"", ""Melody variation"", ""Path deviation"", ""Color shift"", ""Shape distortion"", ""Flavor alteration"", ""Route change"", ""Pattern break"", ""Link breakage"", ""Signal interference"", ""Frame shift"", ""Code corruption"", ""Design flaw""]",[],"Genetic mutation involves permanent changes in DNA sequences, leading to variations in traits that can be neutral, beneficial, or harmful, akin to errors or alterations in a foundational blueprint or code. Analogies should draw from everyday familiar concepts involving unintended or intentional changes, errors, variations, or adaptations in systems like text, recipes, machines, or patterns to make the abstract biological process relatable.",success
27,DNA Sequencing,"[""The Puzzle""]",1,,"[""Barcode scanning"", ""Book reading"", ""Code breaking"", ""Puzzle assembly"", ""Recipe following"", ""Lock combination"", ""Card sorting"", ""Language translation"", ""Fingerprint matching"", ""License plate"", ""Morse decoding"", ""Binary reading"", ""Catalog indexing"", ""Exit numbering"", ""Phone dialing"", ""Ingredient listing"", ""Path mapping"", ""Grid solving"", ""Note transcription"", ""Word spelling""]",[],"DNA sequencing involves determining the precise order of nucleotides (A, T, C, G) in a DNA strand, akin to reading or decoding a linear sequence of information. To generate analogies, I focused on everyday processes that involve reading, ordering, decoding, or assembling sequential data or patterns, ensuring each is a familiar concept phrased in 1-3 words.",success
29,eye,"[""camera""]",1,,"[""camera"", ""window"", ""telescope"", ""microscope"", ""peephole"", ""keyhole"", ""binoculars"", ""magnifying glass"", ""sunglasses"", ""goggles"", ""viewfinder"", ""webcam"", ""periscope"", ""rearview mirror"", ""windshield"", ""flashlight lens"", ""projector"", ""sensor"", ""detector"", ""monitor""]",[],"The eye is a biological organ that captures light, focuses it, and processes visual information. To create analogies, I selected 20 familiar everyday objects or devices that share functional or structural similarities, such as detecting light, focusing images, or acting as viewing portals, keeping each to 1-3 words.",success
30,The Process of History,"[""Biological Evolution""]",1,,"[""River Flow"", ""Story Plot"", ""Tree Growth"", ""Domino Effect"", ""Chain Reaction"", ""Evolutionary Path"", ""Weather Patterns"", ""Recipe Steps"", ""Game Progression"", ""Plant Lifecycle"", ""Building Construction"", ""Music Symphony"", ""Journey Route"", ""Puzzle Assembly"", ""Wave Propagation"", ""Economic Cycles"", ""Language Evolution"", ""Art Creation"", ""Migration Patterns"", ""Butterfly Effect""]",[],"The Process of History involves the sequential unfolding of events influenced by causes, effects, and human actions over time, often seen as inevitable yet changeable. Analogies should draw from familiar dynamic systems or narratives that exhibit progression, causality, and evolution to make this abstract concept relatable.",success
31,Gene Mutation,"[""Program Error""]",1,,"[""Spelling mistake"", ""Software bug"", ""Recipe tweak"", ""Word evolution"", ""Blueprint alteration"", ""Melody variation"", ""Puzzle swap"", ""Map revision"", ""Plot twist"", ""Engine mod"", ""Color shift"", ""Code update"", ""Grammar error"", ""Path deviation"", ""Formula change"", ""Design flaw"", ""Lyric remix"", ""Rule amendment"", ""Pattern shift"", ""Script edit""]",[],"Gene mutation is a change in the DNA sequence of a gene, akin to an error or alteration in a structured code that can affect function or lead to variations. To generate analogies, I selected 20 familiar concepts involving modifications, errors, or evolutions in organized systems like text, recipes, software, or designs, ensuring each is 1-3 words for brevity and relevance.",success
33,Synaptic transmission between neurons,"[""communication networks""]",1,,"[""Relay race"", ""Bucket brigade"", ""Telephone game"", ""Ball pass"", ""Note pass"", ""Email send"", ""Radio signal"", ""Morse code"", ""Domino effect"", ""Chain reaction"", ""Lock key"", ""Handshake"", ""Spark gap"", ""Lit fuse"", ""Water pipe"", ""Hose connection"", ""Bridge span"", ""Gap jump"", ""Flare signal"", ""Pigeon messenger""]",[],"Synaptic transmission involves the transfer of signals between neurons via chemical or electrical means across a synapse, similar to passing information, objects, or energy between connected entities in everyday scenarios. I selected 20 familiar concepts that analogize this process through handover, relay, or signal propagation, keeping each to 1-3 words.",success
38,Land System,"[""Skin System""]",1,,"[""Water Cycle"", ""Nervous System"", ""Electrical Grid"", ""Supply Chain"", ""Food Web"", ""Traffic Network"", ""Solar System"", ""Immune Response"", ""Banking System"", ""Urban Planning"", ""Weather Patterns"", ""Market Economy"", ""Legal Framework"", ""Waste Management"", ""Energy Flow"", ""Social Hierarchy"", ""File System"", ""Irrigation Network"", ""Biodiversity Network"", ""Transportation Hub""]",[],"The target concept ""Land System"" appears to refer to an integrated framework in environmental science or geography, encompassing land use, cover, management, and human-environment interactions. Since sub_concepts are empty, I'll treat it broadly as a complex, organized system involving resources, dynamics, and governance. To generate analogies, I'll select 20 familiar source concepts (each 1-3 words) from various domains like nature, technology, society, and biology that share structural similarities—such as interconnected components, resource allocation, feedback loops, or management principles—to help explain it intuitively.",success
39,Earth,"[""Human Body""]",1,,"[""Blue marble"", ""Spinning top"", ""Garden oasis"", ""Spaceship habitat"", ""Fragile egg"", ""Beach ball"", ""Living organism"", ""Cosmic island"", ""Giant magnet"", ""Day-night clock"", ""Global village"", ""Watery sphere"", ""Rocky foundation"", ""Breathing lungs"", ""Solar mirror"", ""Ecosystem terrarium"", ""Human cradle"", ""Orbital dancer"", ""Diverse mosaic"", ""Life incubator""]",[],"Earth is the third planet from the Sun, a terrestrial world with diverse ecosystems, oceans, atmosphere, and human civilization. To create analogies, I selected 20 familiar source concepts (each 1-3 words) that capture aspects like its spherical shape, life-sustaining environment, rotation, magnetic properties, or position in space, drawing from everyday objects, natural phenomena, or metaphors to make the concept relatable.",success
40,Natural Disasters,"[""Diseases""]",1,,"[""Runaway train"", ""Dam breaking"", ""Wildfire spread"", ""Stock market crash"", ""Heart attack"", ""Building collapse"", ""Power outage"", ""Crowd panic"", ""Virus outbreak"", ""Financial crisis"", ""Emotional meltdown"", ""Chain reaction"", ""Perfect storm"", ""Tipping point"", ""Butterfly effect"", ""Domino effect"", ""Car pileup"", ""Riot escalation"", ""Debt avalanche"", ""Tech blackout""]",[],"Natural disasters are sudden, powerful, and often uncontrollable events that cause widespread destruction and disruption. To create analogies, I selected 20 familiar source concepts from everyday life, human experiences, and common phenomena that mirror aspects like unpredictability, force, chain reactions, or overwhelming impact, using 1-3 words each for brevity.",success
41,Musculoskeletal system,"[""Robotic arm""]",1,,"[""Building framework"", ""Car chassis"", ""Marionette puppet"", ""Suspension bridge"", ""Robotic arm"", ""Bicycle chain"", ""Tree trunk"", ""Tent poles"", ""Lego structure"", ""Clock mechanism"", ""Hydraulic system"", ""Spring toy"", ""Scaffold tower"", ""Army unit"", ""Ballet troupe"", ""Piston engine"", ""Windmill blades"", ""Airplane wing"", ""Ship hull"", ""Furniture joints""]",[],"The musculoskeletal system provides structural support, enables movement, and protects organs through interconnected bones, muscles, and connective tissues. I selected 20 familiar source concepts as analogies, focusing on everyday objects or systems involving frameworks, mechanical linkages, coordinated motion, and supportive structures to draw parallels in function and composition, keeping each to 1-3 words.",success
43,Microbiome,"[""ecosystem""]",1,,"[""Urban neighborhood"", ""Bee colony"", ""Ant farm"", ""Coral reef"", ""Forest ecosystem"", ""Pond community"", ""Garden soil"", ""Soccer team"", ""Symphony orchestra"", ""Kitchen crew"", ""School classroom"", ""Traffic network"", ""Village market"", ""Park ecosystem"", ""River delta"", ""Factory workers"", ""Social network"", ""Book club"", ""Farmyard animals"", ""City subway""]",[],"The microbiome is a complex community of microorganisms (bacteria, fungi, viruses) living symbiotically in a host environment like the human gut, influencing health and function. Analogies should draw from familiar concepts involving diverse groups interacting in a shared space, such as ecosystems, societies, or teams, to capture diversity, interdependence, and balance. I selected 20 everyday or natural source concepts (1-3 words each) that parallel these aspects without being too scientific or overlapping directly with microbiology.",success
44,Endocrine System,"[""Regulator""]",1,,"[""Postal service"", ""Orchestra conductor"", ""Central bank"", ""Communication network"", ""Supply chain"", ""Thermostat system"", ""Electrical grid"", ""News broadcast"", ""Irrigation network"", ""Remote control"", ""Traffic signals"", ""WiFi signals"", ""Recipe instructions"", ""Ship captain"", ""Fuel distribution"", ""Message relay"", ""Command center"", ""Regulatory agency"", ""Weather forecast"", ""Feedback loop""]",[],"The endocrine system is a network of glands that produce and release hormones into the bloodstream to regulate various body functions like metabolism, growth, and mood, acting as a chemical communication system for long-term coordination. To generate analogies, I selected 20 familiar source concepts that mirror aspects like distributed signaling, regulation, coordination, or messaging across a system, using everyday or common systems (1-3 words each) that involve indirect control, feedback, or widespread influence without direct wiring.",success
45,blood circulation system,"[""Water pipe system""]",1,,"[""Plumbing system"", ""Highway network"", ""Water pipes"", ""Delivery service"", ""River system"", ""Car cooling"", ""Irrigation channels"", ""Subway lines"", ""Mail routes"", ""Fuel lines"", ""Sewer network"", ""Air ducts"", ""Pipeline grid"", ""Sprinkler setup"", ""Fountain loop"", ""Road traffic"", ""Gas mains"", ""Cable TV"", ""Supply chain"", ""Bike delivery""]",[],"The blood circulation system is a closed-loop network where the heart acts as a pump to propel blood (the fluid) through arteries, veins, and capillaries to deliver oxygen/nutrients and remove waste, maintaining homeostasis. Analogies should draw from familiar systems involving flow, transport, distribution, and return in a looped or networked manner, using everyday mechanical, infrastructural, or natural examples to simplify the concept.",success
46,cell,"[""house"", ""program"", ""factory""]",3,,"[""factory"", ""city"", ""kitchen"", ""classroom"", ""office building"", ""village"", ""egg"", ""Lego brick"", ""house"", ""car engine"", ""orchestra"", ""soccer team"", ""apartment"", ""battery"", ""solar panel"", ""clockwork mechanism"", ""bee hive"", ""spaceship module"", ""puzzle piece"", ""tiny universe""]",[],"The target concept ""cell"" refers to the basic structural and functional unit of living organisms in biology. With no sub-concepts provided, I'll focus on analogies that highlight its key features: a membrane-bound compartment with specialized organelles performing tasks like energy production, waste removal, and reproduction, much like a self-contained system. I've generated 20 familiar source concepts (each 1-3 words) that can serve as analogies, drawing from everyday objects, buildings, and systems to make the idea accessible—e.g., a cell as a tiny factory with workers (organelles) or a city with districts (organelles).",success
