id,target,all_gold_sources,num_gold_sources,sub_concepts,generated_analogies,analogy_subconcepts,reasoning,status
101,Chemical Analysis,"[""Translation""]",1,"analysis object, Analytical method, Analysis process, analysis results","[""Medical Diagnosis"", ""Crime Investigation"", ""Financial Audit"", ""Literary Criticism"", ""Vehicle Inspection"", ""Recipe Testing"", ""Puzzle Solving"", ""Market Research"", ""Historical Inquiry"", ""Code Debugging"", ""Food Nutrition"", ""Art Appraisal"", ""Water Testing"", ""Employee Review"", ""Ingredient Breakdown"", ""Mystery Unraveling"", ""Product Quality"", ""Language Parsing"", ""Building Assessment"", ""Data Mining""]","[""patient, diagnostic test, diagnosis process, diagnosis results"", ""crime scene, forensic technique, investigation process, case evidence"", ""audit client, audit procedure, audit process, audit findings"", ""literary work, critical approach, interpretation process, critical evaluation"", ""vehicle, inspection technique, inspection process, inspection report"", ""dish, cooking technique, recipe testing, taste test results"", ""puzzle piece, problem-solving strategy, puzzle-solving process, solution"", ""target audience, research methodology, data collection, research findings"", ""historical event, research approach, investigation process, historical findings"", ""bug, debugging technique, debugging process, debugging output"", ""food item, cooking technique, meal preparation, nutritional information"", ""art piece, appraisal technique, evaluation process, appraisal report"", ""water sample, testing procedure, testing process, test results"", ""Employee, Review Process, Performance Evaluation, Review Outcome"", ""food item, cooking technique, recipe preparation, nutritional information"", ""mystery, investigation technique, investigation process, solution"", ""product, quality control process, quality inspection, quality report"", ""sentence, parsing algorithm, parsing process, parse tree"", ""building structure, Assessment technique, Inspection process, Assessment report"", ""data set, mining technique, mining process, mining insights""]","Chemical analysis involves selecting a substance (analysis object), applying techniques (analytical method), following steps (analysis process), and interpreting outcomes (analysis results). Analogies are drawn from everyday or familiar investigative, evaluative, or breakdown activities that mirror this structure: examining a target, using tools/methods, procedural steps, and deriving insights.",success
103,chemical element,"[""human""]",1,"Element properties, chemical reaction, The role of different substances","[""Lego brick"", ""Alphabet letter"", ""Soccer player"", ""Recipe ingredient"", ""Piano key"", ""Jigsaw piece"", ""Family member"", ""Tool hammer"", ""Paint color"", ""Dictionary word"", ""Wall brick"", ""Stage actor"", ""Kitchen spice"", ""Clock gear"", ""Book character"", ""Garden plant"", ""Band instrument"", ""Map symbol"", ""Board game"", ""Fabric thread""]","[""Brick shape, Brick combination, Brick variety"", ""Letter characteristics, Word formation, The role of different words"", ""Player skills, Team strategy, Player positions"", ""Ingredient characteristics, cooking process, Ingredient functions"", ""Key characteristics, Harmony creation, Role of different notes"", ""piece shape, piece connection, piece type"", ""Personality traits, Interaction, Family roles"", ""Hammer head, Pounding, Handle material"", ""Color properties, Color mixing, The role of different pigments"", ""Word meaning, Synonym, Contextual usage"", ""Brick properties, Cement mixing, The role of different materials"", ""Acting skills, Scene interaction, Character portrayal"", ""Spice characteristics, Recipe combination, Function of various spices"", ""Gear shape, Gear interaction, Gear function"", ""Character traits, Plot twist, Character relationships"", ""Plant characteristics, Soil interaction, Nutrient uptake"", ""Instrument characteristics, Musical interaction, The role of different instruments"", ""Map key, Route intersection, Map legend"", ""Game mechanics, Player interaction, Game pieces"", ""Thread texture, Dyeing process, Fabric blend""]","A chemical element is a fundamental building block of matter with unique properties (like atomic number, reactivity), that participates in chemical reactions to form compounds, and plays distinct roles alongside other substances in various processes. Analogies should draw from everyday familiar concepts that involve basic units with inherent traits, interactions/combinations, and specific contributions/functions, using 1-3 word phrases for simplicity and relatability.",success
104,Chemical reaction,"[""object slides""]",1,"spontaneous direction, Reactant, product, reaction speed, activation energy","[""Cooking recipe"", ""Burning wood"", ""Melting ice"", ""Boiling water"", ""Rusting metal"", ""Digesting food"", ""Battery discharge"", ""Fermenting dough"", ""Seed germination"", ""Caterpillar metamorphosis"", ""Water evaporation"", ""Sugar dissolving"", ""Domino toppling"", ""Avalanche starting"", ""Traffic jam"", ""Language translation"", ""Money exchange"", ""Story unfolding"", ""Building construction"", ""Life cycle""]","[""desired outcome, ingredient, dish, cooking time, heat level"", ""flame direction, wood, ash, burn rate, ignition temperature"", ""direction of melting, ice cube, melted ice, melting rate, energy to melt"", ""boiling point, water, steam, heating rate, ignition temperature"", ""oxidation direction, iron, rust, corrosion rate, ignition energy"", ""natural digestion process, food, nutrients, digestion rate, hunger"", ""discharge direction, anode, electrolyte, discharge rate, internal resistance"", ""natural rising, yeast, carbon dioxide, proofing time, oven temperature"", ""optimal temperature, seed, sprout, germination rate, water absorption"", ""instinctual transformation, caterpillar, butterfly, transformation rate, environmental trigger"", ""evaporation direction, water, water vapor, evaporation rate, heat of vaporization"", ""dissolving direction, sugar, dissolved sugar, dissolving speed, stirring energy"", ""domino direction, standing domino, fallen domino, domino speed, domino push"", ""slope steepness, snowpack, avalanche, avalanche speed, trigger force"", ""traffic flow direction, vehicle, destination, traffic speed, acceleration"", ""default translation, source text, translated text, translation speed, translation difficulty"", ""market demand, seller, buyer, transaction speed, transaction fee"", ""plot twist, main character, climax, plot pace, inciting incident"", ""blueprint plan, raw material, finished building, construction pace, initial investment"", ""natural progression, infancy, adulthood, growth rate, birth""]","A chemical reaction involves reactants transforming into products, often spontaneously in one direction, with speed influenced by activation energy (the initial barrier). I selected 20 familiar everyday or natural processes as analogies that mirror this transformation from starting elements to outcomes, with elements of directionality, pace, and initial hurdles, keeping each to 1-3 words for brevity.",success
108,Chemical Substances,"[""Human Emotions""]",1,"acidic substance, alkaline substance, pH value","[""Temperature scale"", ""Political spectrum"", ""Sound volume"", ""Light brightness"", ""Weight balance"", ""Speed limits"", ""Price range"", ""Mood swings"", ""Energy levels"", ""Stress scale"", ""Pain threshold"", ""Hunger meter"", ""Fitness rating"", ""Credit score"", ""Weather intensity"", ""Color saturation"", ""Taste intensity"", ""Battery charge"", ""Water pressure"", ""Soil moisture""]","[""low temperature, high temperature, temperature reading"", ""left-wing, right-wing, ideology score"", ""low volume, high volume, volume level"", ""dim light, bright light, light intensity"", ""light weight, heavy weight, balance point"", ""low speed zone, high speed zone, speed limit"", ""low price, high price, price point"", ""bad mood, good mood, emotional state"", ""low energy, high energy, energy level"", ""high stress, low stress, stress level"", ""low pain tolerance, high pain tolerance, pain threshold level"", ""empty stomach, full stomach, hunger level"", ""poor rating, good rating, rating score"", ""bad credit, good credit, credit score"", ""severe weather, mild weather, weather intensity level"", ""desaturated color, saturated color, saturation level"", ""sour taste, bitter taste, taste intensity level"", ""low charge, high charge, charge level"", ""high pressure, low pressure, pressure level"", ""dry soil, wet soil, moisture level""]","The target concept ""Chemical Substances"" focuses on acidic and alkaline substances along with the pH value, which represents a scale measuring acidity or alkalinity (low pH for acids, high for bases, neutral in the middle). To create analogies, I selected 20 familiar source concepts that involve dual opposites or extremes on a continuum/scale, similar to how acids and bases are opposites measured by pH. These draw from everyday measurements, natural phenomena, and social constructs to make the scientific idea relatable, emphasizing balance, extremes, and quantification.",success
111,Chemical Reactions,"[""Mathematical Calculations""]",1,"stoichiometry, Reaction equation, Reactant, reaction process, product","[""Recipe cooking"", ""Assembly line"", ""Ingredient mixing"", ""Currency exchange"", ""Seed germination"", ""Film production"", ""Story writing"", ""Jigsaw puzzle"", ""Dance routine"", ""Music composition"", ""Soccer game"", ""Road trip"", ""Species evolution"", ""Storm formation"", ""Food digestion"", ""Waste recycling"", ""Canvas painting"", ""House building"", ""Code compiling"", ""Family forming""]","[""ingredient ratio, recipe formula, ingredient, cooking process, dish"", ""blueprint, instruction manual, raw material, manufacturing process, finished good"", ""Recipe ratio, Recipe formula, Ingredient, Mixing process, Final dish"", ""exchange rate, exchange formula, currency, exchange process, converted currency"", ""seed ratio, growth stages, seed, germination process, seedling"", ""budgeting, storyboard, actor, filming, movie"", ""word count, plot outline, character, story development, final draft"", ""piece count, puzzle layout, puzzle piece, puzzle assembly, completed puzzle"", ""choreography, dance sequence, dancer, dance performance, final pose"", ""Harmony, Musical notation, Instrument, Composition process, Musical piece"", ""team lineup, game strategy, player, gameplay, score"", ""route planning, trip itinerary, starting point, journey, destination"", ""population dynamics, evolutionary pathway, ancestral species, evolutionary process, descendant species"", ""atmospheric conditions, weather pattern, air mass, storm development, precipitation"", ""nutrient balance, digestion process, food, digestion, nutrients"", ""Material ratio, Recycling formula, Raw material, Recycling process, Recycled material"", ""color palette, painting composition, paint, painting process, artwork"", ""blueprint, building plan, raw material, construction process, finished house"", ""Code optimization, Compilation script, Input code, Compilation process, Executable file"", ""Family size, Family tree, Parent, Courtship, Offspring""]","Chemical reactions involve reactants transforming through a process into products, balanced by stoichiometry and represented by equations. Analogies should draw from everyday transformations with inputs, processes, and outputs, like mixing ingredients or assembling parts, to make the concept relatable. I selected 20 diverse, familiar concepts that parallel these elements: starting materials (reactants), steps (process/equation), quantities (stoichiometry), and results (products).",success
115,Chiral Molecules,"[""Human Hands""]",1,"molecular, mirror symmetry, nature","[""Left hand"", ""Right hand"", ""Mirror image"", ""Left glove"", ""Right shoe"", ""Spiral staircase"", ""Clockwise twist"", ""Counterclockwise spin"", ""Screw thread"", ""DNA helix"", ""Snail shell"", ""Tornado rotation"", ""Hurricane swirl"", ""Plant tendril"", ""Bird wing"", ""Lobster claw"", ""Left ear"", ""Thumb direction"", ""Scissor grip"", ""Key notch""]","[""anatomical, handedness, orientation"", ""anatomical, handedness, orientation"", ""reflective, symmetry, appearance"", ""fabric, handedness, fit"", ""leather, reflection symmetry, design"", ""structural, rotational symmetry, design"", ""rotational, direction, orientation"", ""rotational, direction, orientation"", ""thread, thread direction, helix"", ""double-stranded, complementary base pairing, twisted ladder"", ""shell structure, handedness, environment"", ""cyclonic, rotation direction, weather pattern"", ""cyclonic, rotational symmetry, atmospheric"", ""stem, reflection symmetry, environment"", ""feathered, wing shape, flight pattern"", ""shell, claw shape, crustacean"", ""aural, reflection symmetry, sound waves"", ""finger, thumb direction, hand"", ""mechanical, thumb opposition, grip type"", ""mechanical, key shape, lock type""]","Chiral molecules are molecules that lack an internal plane of symmetry, making them non-superimposable on their mirror images, similar to how left and right hands differ. They exhibit handedness in nature at the molecular level. To create analogies, I focused on familiar everyday objects or phenomena that demonstrate mirror asymmetry, handedness, or non-superimposability, such as body parts, clothing, tools, and natural spirals. Each analogy is limited to 1-3 words, drawing from sub-concepts like mirror symmetry and nature for relevance.",success
116,Amphiphile,"[""neutral country""]",1,"Hydrophilic, Lipophilic","[""Soap"", ""Detergent"", ""Shampoo"", ""Emulsion"", ""Cell membrane"", ""Bile salts"", ""Lecithin"", ""Mayonnaise"", ""Vinaigrette"", ""Whole milk"", ""Margarine"", ""Ice cream"", ""Whipped cream"", ""Aerosol spray"", ""Latex paint"", ""Face cream"", ""Hand lotion"", ""Body wash"", ""Sunscreen lotion"", ""Foam bath""]","[""Water-attracting, Oil-attracting"", ""Water-attracting, Grease-attracting"", ""Moisturizing, Foaming"", ""Water, Oil"", ""Polar head, Nonpolar tail"", ""Polar, Nonpolar"", ""Polar head, Nonpolar tail"", ""Water, Oil"", ""Vinegar, Oil"", ""Water, Fat"", ""Water soluble, Fat soluble"", ""Sweet, Creamy"", ""Water-loving, Fat-loving"", ""Water soluble, Oil soluble"", ""Water soluble, Oil soluble"", ""Moisturizing, Emollient"", ""Moisturizing, Greasy"", ""Moisturizing, Cleansing"", ""Moisturizing, Water-repelling"", ""Water, Oil""]","An amphiphile is a molecule with both hydrophilic (water-attracting) and lipophilic (oil-attracting) regions, allowing it to interact with and bridge polar and non-polar substances, like in soaps or cell membranes. To generate analogies, I focused on 20 familiar source concepts that exhibit dual natures, bridging contrasting environments or properties (e.g., everyday products that mix water and oil, or things with split affinities), keeping each to 1-3 words for simplicity and relatability.",success
117,Enantiomers,"[""Human Hands""]",1,"mirror symmetry, chiral center","[""left hand"", ""right hand"", ""mirror image"", ""left glove"", ""right glove"", ""left shoe"", ""right shoe"", ""left ear"", ""right ear"", ""clockwise spiral"", ""counterclockwise spiral"", ""left-handed screw"", ""right-handed screw"", ""left-handed scissors"", ""right-handed scissors"", ""DNA helix"", ""protein twist"", ""yin symbol"", ""yang symbol"", ""puzzle mirror""]","[""handedness, wrist"", ""handedness, wrist"", ""reflection symmetry, axis of rotation"", ""handedness, thumb"", ""handedness, thumb"", ""left-right asymmetry, shoe orientation"", ""left shoe, ankle"", ""left-right symmetry, earlobe"", ""right-left symmetry, earlobe"", ""rotational symmetry, central axis"", ""rotational symmetry, central axis"", ""thread pattern, screw head"", ""thread pattern, screw head"", ""left-handedness, pivot point"", ""symmetry of blades, pivot point"", ""double helix structure, nucleotide base pairing"", ""helical symmetry, twist axis"", ""complementary principles, central harmony"", ""complementary principles, harmonizing point"", ""reflection, pivot point""]","Enantiomers are stereoisomers that are non-superimposable mirror images of each other, arising from a chiral center, much like objects with handedness or mirror symmetry in everyday life. The analogies selected are familiar concepts involving left-right asymmetry, mirrors, or helical structures that can't be perfectly overlapped, capturing the essence of chirality and non-superimposability without being identical.",success
118,Functional Group,"[""Occupation""]",1,"molecular, substituent, chemical properties","[""Car engine"", ""House kitchen"", ""Bike wheels"", ""Radio antenna"", ""Door handle"", ""Phone screen"", ""Computer CPU"", ""Body heart"", ""Bird wings"", ""Plant roots"", ""Flashlight battery"", ""Lock key"", ""Camera lens"", ""Guitar strings"", ""Car tires"", ""Animal brain"", ""Vehicle tank"", ""TV display"", ""Bike pedals"", ""Animal mouth""]","[""mechanical, component, performance characteristics"", ""architectural, appliance, cooking functionality"", ""tire, rim, traction"", ""signal, transmitter, frequency"", ""mechanical, attachment, operational features"", ""display, accessory, touchscreen features"", ""microarchitectural, component, performance characteristics"", ""cardiovascular, organ, blood pressure"", ""feathers, wingtips, aerodynamics"", ""cellular, branch, nutrient uptake"", ""cellular, component, power output"", ""lock, key, lock mechanism"", ""optical, attachment, lens characteristics"", ""vibrational, pickup, tone"", ""tread, tire compound, traction"", ""neural, neurotransmitter, brain activity"", ""fuel, additive, engine performance"", ""pixel, component, display settings"", ""mechanical, accessory, performance features"", ""tissue, teeth, saliva composition""]","A functional group is a specific group of atoms within a molecule that acts as a substituent, determining its chemical properties and reactivity, much like a key component in a larger system that defines its overall function or behavior. Analogies are selected from familiar everyday objects, machines, or biological systems where a distinct part imparts essential characteristics to the whole, mirroring the molecular, substituent, and property-defining roles.",success
119,Polymer Synthesis,"[""Cooking""]",1,"monomer, Polymerization, Polymer","[""Bead stringing"", ""Chain linking"", ""Lego assembly"", ""Sentence building"", ""Brick laying"", ""Puzzle piecing"", ""Yarn knitting"", ""Word chaining"", ""Part assembling"", ""Block stacking"", ""Pearl necklacing"", ""Paper chaining"", ""Rail connecting"", ""Vine growing"", ""Fabric weaving"", ""Rope twisting"", ""Snow piling"", ""Crystal forming"", ""Book binding"", ""Music composing""]","[""bead, stringing, necklace"", ""link, linking, chain"", ""Lego brick, Lego assembly, Lego structure"", ""word, sentence construction, sentence"", ""brick, cementing, wall"", ""puzzle piece, piecing together, completed puzzle"", ""yarn, knitting, fabric"", ""word, chaining, sentence"", ""part, assembling, product"", ""block, stacking, tower"", ""pearl, stringing, necklace"", ""link, chaining, chain"", ""rail segment, rail connection, rail network"", ""Grape, Fermentation, Wine"", ""thread, weaving, fabric"", ""strand, twisting, rope"", ""snowflake, piling up, snow pile"", ""atom, crystal formation, crystal"", ""page, binding, book"", ""note, composition, song""]","Polymer synthesis involves linking small monomer units through polymerization to form long-chain polymers. Analogies should draw from everyday processes where small, repeating components combine to create larger structures, emphasizing repetition, linkage, and scale-up, while keeping each to 1-3 words for familiarity.",success
120,Polymer Structure,"[""Buildings""]",1,"polymer chain, monomer, molecular crosslinking","[""Bead necklace"", ""Railroad tracks"", ""Lego bricks"", ""Spaghetti strands"", ""Brick wall"", ""Chain fence"", ""Paper chain"", ""Train cars"", ""Linked arms"", ""Daisy chain"", ""Bicycle chain"", ""Paperclips linked"", ""Rope braids"", ""Fishnet webbing"", ""Honeycomb cells"", ""Zipper teeth"", ""Puzzle interlocking"", ""Christmas lights"", ""Woven fabric"", ""Keychain links""]","[""necklace, bead, string"", ""rail tracks, rail tie, track joints"", ""Lego structure, Lego brick, Lego connections"", ""spaghetti strand, spaghetti piece, tangled mess"", ""wall structure, brick, mortar binding"", ""fence, link, wire mesh"", ""paper strips, paper strip, glue or staples"", ""train, car, coupling"", ""arm chain, hand, hand holding"", ""daisy chain, daisy, stem connection"", ""bicycle chain, chain link, chain gear"", ""chain of paperclips, individual paperclip, links between paperclips"", ""braid, strand, interlacing"", ""netting strands, knots, interlocking knots"", ""honeycomb rows, honeycomb cell, cell walls"", ""zipper teeth, individual tooth, interlocking mechanism"", ""puzzle piece, individual puzzle part, interlocking mechanism"", ""string of lights, light bulb, wire connections"", ""thread, fiber, weave pattern"", ""keychain, link, clasp""]","Polymer structure consists of long chains of repeating monomer units, with crosslinking providing connections between chains for added strength and rigidity. Analogies are drawn from everyday objects or systems involving linked repeating elements (like monomers in chains) and interconnections (like crosslinks), such as chains of objects or networks, to make the concept relatable.",success
121,High Molecular Polymers,"[""Families""]",1,"monomer, segment, Copolymer","[""Chain links"", ""Beads necklace"", ""Train cars"", ""Lego bricks"", ""Rope strands"", ""DNA helix"", ""Protein chain"", ""Assembly line"", ""Book pages"", ""Domino line"", ""Pearl string"", ""Brick wall"", ""Word chain"", ""Music notes"", ""Recipe steps"", ""Puzzle pieces"", ""Building blocks"", ""Fiber threads"", ""Sentence structure"", ""Traffic jam""]","[""link, section, interlocking chain"", ""bead, string, necklace"", ""car, car section, train with different cars"", ""single brick, brick row, mixed brick structure"", ""strand, twist, braid"", ""nucleotide, codon, double helix"", ""amino acid, domain, polypeptide chain"", ""raw material, component, subassembly"", ""word, sentence, chapter"", ""domino, domino section, domino line with varying blocks"", ""pearl, string segment, pearl cluster"", ""brick, row, wall section"", ""letter, syllable, compound word"", ""note, melody, harmony"", ""ingredient, step, recipe"", ""individual piece, piece edge, interlocking pieces"", ""brick, module, mortar"", ""thread, strand, fiber blend"", ""word, phrase, compound sentence"", ""car, road segment, intersection""]","High molecular polymers are long-chain molecules formed by linking many monomers into segments, with copolymers involving different monomer types for varied properties. To create analogies, I focused on familiar concepts involving repetition, connection, building blocks, and chains or sequences that mimic polymerization: linear assembly, modular construction, and mixed components. This yields relatable everyday or simple scientific examples like linked objects or sequences, ensuring each is 1-3 words for brevity.",success
122,Polymer Composites,"[""Gourmet""]",1,"basic material, enhancer, Preparation Process","[""Reinforced concrete"", ""Metal alloy"", ""Fruit salad"", ""Layer cake"", ""Pizza toppings"", ""Trail mix"", ""Rubber tire"", ""Plywood board"", ""House paint"", ""Bread dough"", ""Vegetable stew"", ""Club sandwich"", ""Carbonated soda"", ""Enriched soil"", ""Fortified cereal"", ""Mixed nuts"", ""Blended smoothie"", ""Woven fabric"", ""Brick mortar"", ""Steel cable""]","[""cement, rebar, mixing and curing"", ""raw metal, alloying element, smelting and refining"", ""fruit, sweetener, mixing process"", ""cake mix, frosting, baking"", ""crust, toppings, cooking method"", ""main ingredient, additive, mixing process"", ""raw rubber, tread pattern, tire manufacturing process"", ""wood, adhesive, manufacturing process"", ""base coat, primer, application process"", ""flour, yeast, kneading"", ""main ingredient, seasoning, cooking method"", ""bread, filling, assembly"", ""main ingredient, flavor additive, manufacturing process"", ""fertile ground, nutrient, composting"", ""grain, fortified vitamins, manufacturing process"", ""base ingredient, seasoning, roasting process"", ""base ingredient, supplement, blending process"", ""raw fabric, thread, weaving"", ""cement, aggregate, mixing"", ""raw metal, reinforcement, manufacturing process""]","Polymer composites involve a basic polymer matrix (like a foundational material) combined with enhancers (fillers or reinforcements for improved properties) through a preparation process (mixing, curing, or forming). Analogies are drawn from everyday familiar concepts that feature a base element enhanced by additives via a mixing or assembly process, keeping each to 1-3 words for simplicity and relatability.",success
123,Polymer Surface Modification,"[""Makeup""]",1,"surface group, Modifier, Modification function","[""Wall painting"", ""Car waxing"", ""Hair dyeing"", ""Metal plating"", ""Wood varnishing"", ""Fabric waterproofing"", ""Skin moisturizing"", ""Nail polishing"", ""Window tinting"", ""Shoe shining"", ""Cake frosting"", ""Pan seasoning"", ""Leather conditioning"", ""Paper laminating"", ""Glass etching"", ""Concrete sealing"", ""Furniture staining"", ""Book covering"", ""Phone skimming"", ""Bike rustproofing""]","[""paint color, paint finish, painting technique"", ""wax layer, polishing compound, waxing process"", ""hair color, dye, dyeing process"", ""coating layer, plating solution, electroplating process"", ""stain, varnish, coating"", ""water repellent coating, waterproofing agent, waterproofing treatment"", ""moisturizer, cream, hydration"", ""nail polish color, top coat, polishing technique"", ""tint film, adhesive, tinting process"", ""polish, conditioner, shining process"", ""frosting type, flavoring, decorating"", ""non-stick coating, oil, heating process"", ""leather finish, conditioner, conditioning process"", ""laminate layer, adhesive, laminating process"", ""etching pattern, etchant, etching process"", ""sealant, coating, sealing process"", ""stain type, stain, staining process"", ""book cover material, cover designer, binding process"", ""magnetic stripe, skimmer, data theft"", ""rust inhibitor, coating, rustproofing process""]","Polymer surface modification involves altering the chemical or physical properties of a polymer's outer layer by introducing specific groups or modifiers to achieve desired functions like improved adhesion, hydrophobicity, or biocompatibility. Analogies should draw from everyday processes that similarly change a material's surface characteristics through addition, coating, or treatment, using familiar concepts in 1-3 words each.",success
124,The Swarm,"[""A Distributed Computing System""]",1,"bee, honeycomb, Information transfer","[""Ant colony"", ""Bird flock"", ""Fish school"", ""Wolf pack"", ""City traffic"", ""Viral meme"", ""Gossip network"", ""Chain reaction"", ""Symphony orchestra"", ""Soccer team"", ""Stock market"", ""Social media"", ""Domino effect"", ""Assembly line"", ""Neural network"", ""River currents"", ""Wind patterns"", ""Concert crowd"", ""Phone tree"", ""Recipe sharing""]","[""worker ant, underground tunnels, chemical signals"", ""bird, flock formation, bird calls"", ""fish, school structure, body language"", ""wolf, den, pack communication"", ""car, intersection, traffic signals"", ""influencer, social network, going viral"", ""gossipmonger, social network, rumor spreading"", ""atom, crystal lattice, energy transfer"", ""musician, sheet music, conductor cues"", ""player, formation, play calling"", ""investor, market structure, market signals"", ""user, network, sharing"", ""domino, chain reaction, cascading effect"", ""worker, assembly line structure, quality control checks"", ""neuron, network architecture, signal propagation"", ""water molecule, river delta, water flow"", ""air molecule, atmospheric cell, wind current"", ""fan, seating arrangement, social media updates"", ""caller, menu, voice prompt"", ""cook, cookbook, recipe sharing""]","The target concept ""The Swarm"" refers to a collective of bees exhibiting coordinated behavior, structured around a honeycomb, with information transfer via mechanisms like dances or pheromones. To create analogies, I selected 20 familiar source concepts that parallel aspects of collective organization, emergent intelligence, structural patterns, and decentralized communication in groups. These draw from nature, human society, technology, and physics to provide relatable parallels: animal groups for swarming dynamics, social systems for info spread, mechanical processes for coordination, and natural flows for emergent patterns. Each is limited to 1-3 words for brevity.",success
125,The Brain,"[""The Neural Network of Computers""]",1,"Neurons, neurotransmission, cerebral cortex","[""Supercomputer"", ""Telephone switchboard"", ""Orchestra conductor"", ""City traffic control"", ""Beehive colony"", ""Internet network"", ""Electric circuit board"", ""Corporate headquarters"", ""Library catalog"", ""Kitchen command center"", ""Spider web"", ""Chess grandmaster"", ""Air traffic control"", ""Plant root system"", ""Social media platform"", ""Factory assembly line"", ""Dream interpreter"", ""Navigation GPS"", ""Book editing room"", ""Symphony hall""]","[""Microprocessors, Data Transfer, Central Processing Unit"", ""Operators, Signal transmission, Switchboard"", ""Musicians, Communication, Conductor's Podium"", ""Cars, Traffic signals, Traffic control center"", ""Worker Bees, Pheromone Signals, Hive Structure"", ""Servers, Data transmission, Network hub"", ""Microchips, Signal transmission, Motherboard"", ""Employees, Communication, Management Team"", ""Books, Information retrieval, Card catalog"", ""staff, communication, headquarters"", ""Threads, Vibrations, Central hub"", ""Pieces, Movement, Strategic planning"", ""Airplanes, Radio Communication, Control Tower"", ""Root hairs, Nutrient uptake, Root crown"", ""Users, Information Sharing, Algorithm"", ""Workers, Conveyor belt, Quality control"", ""Interpreters, symbol transmission, interpretation hub"", ""Satellites, Signal Transmission, Central Processing Unit"", ""Editors, Communication, Editorial Board"", ""Musicians, Sound Waves, Conductor""]","The brain is a complex organ that processes information, coordinates actions, and enables thought through interconnected neurons, chemical neurotransmission, and specialized regions like the cerebral cortex. Analogies should draw from familiar systems involving networks, control centers, communication, and processing to highlight these aspects, using everyday or technological concepts for accessibility.",success
126,Deep Learning,"[""How the Human Brain Works"", ""The Brain""]",2,"Neurons, Neural Networks, processing power","[""Human Brain"", ""Assembly Line"", ""Skill Practice"", ""Puzzle Building"", ""Recipe Mixing"", ""Orchestra Ensemble"", ""Traffic Routing"", ""Book Reading"", ""Muscle Training"", ""Natural Evolution"", ""Chess Strategy"", ""Language Acquisition"", ""Layered Art"", ""House Building"", ""Game Progression"", ""Cake Layering"", ""Symphony Composition"", ""Detective Investigation"", ""Plant Cultivation"", ""Self-Driving Car""]","[""Brain Cells, Synapses, Cognitive Ability"", ""Workers, Assembly Line, Production Capacity"", ""Muscles, Practice Routines, Endurance"", ""Puzzle Pieces, Puzzle Structure, Builder's Skill"", ""Ingredients, Recipe, Mixing Speed"", ""Musicians, Ensemble Sections, Harmony and Cohesion"", ""Intersections, Road Networks, Traffic Flow"", ""Words, Sentences, Reading Speed"", ""Muscle Fibers, Muscle Groups, Muscle Strength"", ""Cells, Ecosystems, Adaptation"", ""Pieces, Board, Strategic Thinking"", ""Words, Sentences, fluency"", ""Brushstrokes, Layers, Artistic Skill"", ""Bricks, Blueprints, Construction Equipment"", ""Characters, Game Levels, Player Experience"", ""Cake Layers, Layered Cake Structure, Oven Temperature"", ""Musicians, Orchestra, Conductor"", ""Informants, Investigation Team, Forensic Resources"", ""Seeds, Root System, Growth Rate"", ""Sensors, GPS Navigation, Engine Power""]","Deep Learning involves layered neural networks inspired by the brain, processing data through interconnected neurons requiring significant computational power. Analogies are drawn from familiar concepts that involve layered structures, interconnected systems, learning/adaptation, or hierarchical processing to mirror these elements without direct explanation in the analogy fields.",success
128,Computer Networks,"[""Neural Networks""]",1,"information, router, network line","[""Road network"", ""Postal system"", ""Telephone lines"", ""Circulatory system"", ""Power grid"", ""Plumbing pipes"", ""Railway tracks"", ""Airline routes"", ""Nervous system"", ""Social connections"", ""Supply chain"", ""News broadcast"", ""Trade routes"", ""River system"", ""Library catalog"", ""Classroom chatter"", ""Family ties"", ""Market distribution"", ""Web links"", ""Beehive communication""]","[""traffic, intersection, road"", ""mail, post office, mail route"", ""phone calls, switchboard, telephone line"", ""oxygen, heart, blood vessel"", ""electricity, transformer, power line"", ""water, valve, pipe"", ""cargo, switch, rail line"", ""flight schedules, air traffic controller, flight route"", ""signals, synapse, nerve fiber"", ""gossip, matchmaker, social circle"", ""product, warehouse, transportation route"", ""news, anchor, broadcast channel"", ""goods, crossroads, trade route"", ""water, waterfall, river channel"", ""book, card catalog, shelf"", ""gossip, hall monitor, social circle"", ""family history, patriarch, family tree"", ""product, warehouse, transportation route"", ""content, server, hyperlink"", ""nectar, forager bee, honeycomb cell""]","Computer networks involve interconnected devices sharing information via routers and lines, so analogies are drawn from familiar systems with flow of resources (like data) through nodes/junctions and pathways/connections, emphasizing structure and transmission.",success
