example_id,model,target_concept,source_concept,predicted_properties,ground_truth_properties,num_predicted,num_ground_truth,num_matched,precision,recall,f1_score,reasoning,elapsed_time,error
10,gpt-oss-20b,Ecosystem,Machines,"[""Biodiversity"", ""Energy Flow"", ""Nutrient Cycling"", ""Interdependence"", ""Ecological Balance"", ""Resilience"", ""Ecosystem Services"", ""Human Impact"", ""Dynamic""]","[""biology"", ""ecosystem"", ""Survive"", ""reproduce""]",9.0,4.0,0.0,0.0,0.0,0.0,"An ecosystem is defined by the interaction of living organisms (biotic components) with each other and with the physical environment (abiotic components). The key aspects that characterize an ecosystem are its biodiversity, the continual flow of energy through food webs, the cycling of nutrients, the dependence and interdependence among species, and the delicate balance that sustains all of these processes. Ecosystems are dynamic systems that respond to internal and external disturbances, showing resilience and ecological succession. They also provide essential services (such as clean water, pollination, and aesthetic value) that humans rely upon, and these services are vulnerable to human activities like pollution, deforestation, and habitat fragmentation. Understanding these properties is essential for conservation and restoration efforts.",5.01,
362,gpt-oss-20b,Sound Wave Propagation,Water Wave Propagation,"[""longitudinal waves"", ""pressure compression"", ""rarefaction"", ""speed medium"", ""frequency perception""]","[""sound wave"", ""Sound source"", ""Acoustic medium""]",5.0,3.0,0.0,0.0,0.0,0.0,"Sound wave propagation is a mechanical process occurring in media that can sustain longitudinal stresses. Vibrations of a source create alternating regions where molecules are pushed together (compressions) and pulled apart (rarefactions). These regions travel in the same direction as the source’s motion, carrying a pressure fluctuation that is transmitted as a wave. The speed at which these disturbances move depends on the medium’s density and bulk modulus, and it is independent of the frequency of the source for linear, non‑viscous systems. Human hearing detects the pressure oscillations, converting them into auditory perception. In engineering and acoustics, understanding the relationship between displacement, pressure, and medium properties enables the design of structures and devices that control sound energy.",5.94,
57,gpt-oss-20b,The Evolution of Viruses,The Production Line of a Car Factory,"[""Rapid mutation"", ""Short generation"", ""Ongoing evolution"", ""Host adaptation"", ""Emergent variants"", ""Vaccine resistance"", ""Antiviral escape"", ""Public health impact"", ""Influenza"", ""AIDS""]","[""Virus"", ""Mutations"", ""New varieties""]",10.0,3.0,0.0,0.0,0.0,0.0,"The description emphasizes how fast and continuous the change in virus populations is, the mechanisms that enable such change (short generation times and high mutation rates), and the consequences for disease control (emergence of new variants that evade vaccines or drugs). Key points also include the specific diseases that illustrate these dynamics (influenza, AIDS, hepatitis) and the broader impact on public health. From this, we distill properties that capture the evolutionary features and their implications for virology and medicine.",6.57,
73,gpt-oss-20b,Alveoli,Balloons,"[""gas exchange"", ""thin walls"", ""large surface area"", ""alveolar sacs"", ""surfactant"", ""capillaries"", ""type I cells"", ""type II cells"", ""respiratory health"", ""vulnerability""]","[""lung"", ""Alveoli"", ""gas""]",10.0,3.0,0.0,0.0,0.0,0.0,"The alveoli are the fundamental functional units of the lung, providing an enormous interfacial area bounded by ultra‑thin walls for rapid diffusion of O₂ into blood and CO₂ out of blood. They are organized into sac‑like structures surrounded by a dense capillary network, and are lined by two main cell types – type I pneumocytes that carry the barrier function, and type II pneumocytes that synthesize surfactant to prevent surface tension collapse. Their integrity is essential for life‑supporting respiration, but the small, delicate structure makes them highly susceptible to inhaled insults such as tobacco smoke, particulates, and other pollutants, which can lead to chronic obstructive disease or emphysema. Therefore, key properties of alveoli relate to gas‑exchange capability, structural thinness, cellular composition, surfactant dynamics, and vulnerability.",39.05,
133,gpt-oss-20b,hard drive,book,"[""non-volatile"", ""magnetic storage"", ""electro-mechanical"", ""spinning platters"", ""read/write heads"", ""random access"", ""PATA/SATA"", ""server class"", ""high capacity""]","[""Storing data"", ""read/write head"", ""interface""]",9.0,3.0,0.0,0.0,0.0,0.0,"A hard drive is a classic electro‑mechanical storage device that retains data without power (non‑volatile) by using magnetic media on spinning platters. It operates via read/write heads that move across the disk surface controlled by an actuator arm, enabling random access to data. The technology is defined by its magnetic storage mechanism, reliance on mechanical motion, and its typical interface standards (PATA, SATA, USB, SAS). Physical form factors (2.5‑inch for laptops, 3.5‑inch for desktops) and packaging (rectangular enclosure) distinguish it from newer SSDs, yet its large storage capacity and overall volume production make it a mainstay in server environments.",9.06,
43,gpt-oss-20b,Microbiome,ecosystem,"[""microbial community"", ""dynamic ecosystem"", ""host-associated"", ""multidomain"", ""symbiotic"", ""health influence"", ""ecological function""]","[""microorganism"", ""Habitats"", ""Synergy""]",7.0,3.0,0.0,0.0,0.0,0.0,"Microbiomes are defined as complex, dynamic, host‑associated communities that span multiple biological domains (bacteria, archaea, fungi, viruses, protists). Their composition and function change over time, reflecting ecological interactions and host physiology. These communities influence host health, behavior, and ecosystem processes, making them critical components of both individual organisms and larger ecological systems. Key attributes therefore include community structure, dynamism, host dependence, cross‑kingdom interactions, symbiotic roles, and ecological impact.",4.4,
279,gpt-oss-20b,slope,career,"[""direction"", ""steepness"", ""ratio"", ""gradient"", ""positive"", ""negative"", ""absolute value"", ""engineering"", ""climbing difficulty""]","[""slope"", ""ascent"", ""descent"", ""climb"", ""climber""]",9.0,5.0,0.0,0.0,0.0,0.0,"The description of slope highlights several core attributes: it is measured as a ratio of vertical to horizontal change, its sign (positive/negative) indicates direction (increasing or decreasing), its magnitude (absolute value) reflects steepness, and its application spans mathematics, geography, civil engineering, and climbing. From these points the key properties that capture the essence of the concept are extracted.",3.51,
377,gpt-oss-20b,Tight-Bind Approximation,Taylor Expansion,"[""localized bonding"", ""activation energy lowering"", ""substrate specificity""]","[""physics"", ""atomic orbital"", ""linear combination"", ""Behavior""]",3.0,4.0,0.0,0.0,0.0,0.0,"The Tight-Bind Approximation describes a regime in which atomic orbitals overlap strongly, producing highly localized bonding interactions.  In this context the approximation is useful for modeling how enzymes bind their substrates: the active site forms transient, tight interactions with specific amino acid residues and, if required, cofactors.  These interactions lower the activation energy of the catalyzed reaction, allowing the enzyme to repeatedly process substrate molecules.  Thus, the key properties derived from the description are: the strength and specificity of orbital (or residue) overlap, the resulting localized binding pocket, and the catalytic effect that reduces activation barriers.",3.45,
232,gpt-oss-20b,Buddhism,Islam,"[""Origin India"", ""Middle Way"", ""Eightfold Path"", ""Therav\u0101da"", ""Mah\u0101y\u0101na"", ""Nirv\u0101\u1e47a"", ""Bodhisattva"", ""Diamond Sutra"", ""Emptiness""]","[""Gautama Siddhartha"", ""Ancient India"", ""Diamond Sutra""]",9.0,3.0,1.0,0.111,0.333,0.167,"Buddhism is a philosophical and religious tradition that started in ancient India around the 5th c. BCE, centered on the teachings of Siddhartha Gautama (the Buddha). Its core concept is liberation from suffering through the Middle Way—a balanced path between extreme asceticism and indulgence—and the Noble Eight‑fold Path, which integrates ethical conduct, mental training, and wisdom. Buddhism splits mainly into Theravāda (focusing on personal nirvāṇa) and Mahāyāna (emphasizing the Bodhisattva ideal), each with its own canon and doctrinal nuances. Key texts such as the Diamond Sutra underscore concepts like emptiness (śūnyatā), while the tradition’s reach today spans many Asian cultures and linguistic traditions.",10.68,
386,gpt-oss-20b,Lattice,Rubik's Cube,"[""regular arrangement"", ""grid pattern"", ""crystal lattice"", ""fencing move"", ""stepping maneuver""]","[""lattice point"", ""move""]",5.0,2.0,0.0,0.0,0.0,0.0,"The description of “Lattice” covers two distinct senses: a mathematical structure consisting of regularly spaced points (used in geometry, crystallography, and other mathematics fields) and a fencing technique characterized by a quick step back and forward to evade and counterattack.  Extracting the essential features therefore focuses on the spatial regularity and grid‑like arrangement of points on the one hand, and on the tactical stepping motion on the other. Each property is summarized in one to three words to meet the specified format.",7.95,
78,gpt-oss-20b,Disability of the plant,cocoon,[],"[""Lymphocytes"", ""immunity"", ""antigen"", ""antigen tolerance""]",0.0,4.0,0.0,0.0,0.0,0.0,"The provided description states that the keywords do not match the description and requests a revised description. Since no coherent information about the concept ""Disability of the plant"" is given, it is not possible to extract meaningful scientific properties. Therefore, no properties can be identified at this time.",11.44,
16,gpt-oss-20b,Platelets,Construction Workers,"[""Platelet aggregation"", ""Primary hemostasis"", ""Coagulation cascade"", ""Immune function"", ""Megakaryocytic origin""]","[""human body"", ""substances"", ""damaged tissue""]",5.0,3.0,0.0,0.0,0.0,0.0,"The description highlights several core attributes of platelets: their role in clot formation (both primary and secondary hemostasis), their origin from megakaryocytes, their exclusive presence in mammals, and their additional participation in immune responses. These aspects encapsulate the essential functional, developmental, and ecological characteristics that define the concept of platelets.",15.24,
392,gpt-oss-20b,Turbine Engine,Heart,"[""continuous flow"", ""internal combustion"", ""compressor"", ""combustor"", ""turbine"", ""Brayton cycle"", ""high\u2011temperature gas"", ""shaft work"", ""aircraft propulsion""]","[""turbine blade"", ""turbine disk"", ""combustion chamber""]",9.0,3.0,0.0,0.0,0.0,0.0,"A turbine engine is described as a continuous‑flow internal‑combustion engine that operates on the Brayton cycle. Key elements are the rotating gas compressor, combustor, and turbine that drive the shaft. The high‑temperature, pressurized gas produced by combustion traverses the turbine, delivering work to rotate the compressor and any auxiliary equipment (e.g., propellers, generators). The engine’s design focuses on efficient compression, combustion, and expansion of air-and‑fuel mixtures. Its primary properties are therefore the flow‑continuous nature, reliance on combustion of an added fuel, the sequence of compression, combustion, and turbine expansion, and the conversion of thermal energy into mechanical shaft work. These features determine its broad applicability in aircraft, ships, generators, and other mechanical systems.",7.87,
272,gpt-oss-20b,seeing,understanding,"[""human vision"", ""turbulence distortion"", ""aura perception"", ""blindness epidemic"", ""artistic metaphor""]","[""seeing"", ""light"", ""illuminating"", ""darkness"", ""view"", ""hidden""]",5.0,6.0,0.0,0.0,0.0,0.0,"The description delineates several distinct facets of the concept “seeing.”  It begins with the biological process of human vision—how light is captured and interpreted—so the primary property is *human vision*.  In astronomy, “seeing” refers to atmospheric turbulence that blurs distant objects, captured as *turbulence distortion*.  In occult contexts, seeing denotes perceiving auras or future events, summarized by *aura perception*.  Saramago’s novel centers on an epidemic of blindness, revealing a societal viewpoint of *blindness epidemic*.  Finally, the mention of music and literature—song, concerto, and novel—illustrates how the term is used metaphorically or artistically, condensed to *artistic metaphor*.",31.44,
1,gpt-oss-20b,biological clock,clock,"[""Circadian rhythm"", ""Endogenous timing"", ""Molecular feedback"", ""Light entrainment"", ""Epigenetic clock"", ""Hormonal control"", ""Sleep\u2011wake cycle"", ""Metabolic regulation"", ""Temperature dependence""]","[""changes"", ""state"", ""adjust""]",9.0,3.0,0.0,0.0,0.0,0.0,"The biological clock governs the timing of a wide array of physiological processes, from the daily sleep‑wake cycle to long‑term ageing patterns. Its core mechanisms are hierarchical: a master circadian oscillator in the brain entrained by light, with peripheral clocks regulated by molecular feedback loops and epigenetic modifications. Key attributes emerge from this architecture: endogenous timing, light entrainment, molecular feedback, epigenetic ageing, hormonal control, and metabolic regulation. These elements capture the rhythm, flexibility, and long‑term adaptability that define the biological clock.",4.35,
397,gpt-oss-20b,Isotope Dating,Archeology,"[""Half\u2011life"", ""Decay constant"", ""Isotopic ratio"", ""Closed system"", ""Radiocarbon"", ""Potassium\u2011argon"", ""Uranium\u2011lead""]","[""isotope"", ""half life"", ""Comparison""]",7.0,3.0,0.0,0.0,0.0,0.0,"Isotope dating derives ages by measuring the ratio of a radioactive parent isotope to its stable decay products, assuming a constant decay rate described by the isotope’s half‑life. The technique is applicable to a variety of materials—as long as the isotope‑product system is closed and the isotope’s half‑life matches the sample’s age range—and thus can be adapted to different geological or archaeological contexts. Common dating methods such as radiocarbon (¹⁴C), potassium‑argon (⁴⁰K→⁴⁰Ar), and uranium‑lead (²³⁸U→²³⁴Th/²³⁶U→²³⁴Th) illustrate this flexibility, allowing construction of a geological time scale and precise age estimates for fossils and artifacts. Overall, isotope dating hinges on principles of half‑life, decay constants, isotopic abundances, and the closed‑system assumption to yield reliable chronologies.",5.56,
115,gpt-oss-20b,Chiral Molecules,Human Hands,"[""Mirror symmetry"", ""Enantiomers"", ""Optical activity"", ""Stereogenic center"", ""Biological relevance""]","[""molecular"", ""mirror symmetry"", ""nature""]",5.0,3.0,1.0,0.2,0.333,0.25,"Chiral molecules are defined by the lack of superimposable mirror symmetry, which arises from a stereogenic element (center, axis, plane, or curvature). They exist in two non‑superimposable mirror‑image forms called enantiomers, which possess identical physical and chemical properties except for their interactions with other chiral entities and their distinct optical activities. In biological systems, chirality is crucial because most biomolecules (carbohydrates, amino acids, nucleic acids) are chiral, and organisms typically metabolize only one enantiomer. Therefore, the key properties that characterize chiral molecules are their mirror‑symmetry deficiency, the presence of enantiomers, their optical activity, the underlying stereogenic element, and their biological importance.",4.99,
226,gpt-oss-20b,India,Ancient Greece,"[""South Asia"", ""Second\u2011most populous"", ""Federal republic"", ""Fast\u2011growing economy"", ""Space programme"", ""Cultural heritage"", ""Megadiverse""]","[""Indian River"", ""Indus script"", ""Buddhism""]",7.0,3.0,0.0,0.0,0.0,0.0,"The description highlights India’s geopolitical location (South Asia), demographic status (second‑most populous), governmental form (federal republic), economic growth (fast‑growing major economy), scientific endeavors (space programme), cultural and historical richness (cultural heritage, Indus Civilisation, religious diversity), and environmental significance (megadiverse with hotspots). From these, concise attributes that capture each salient feature are extracted, ensuring each term is one to three words.",4.29,
263,gpt-oss-20b,war,argument,"[""armed conflict"", ""state actors"", ""mass casualties"", ""destruction"", ""political motive"", ""violence""]","[""war"", ""soldier"", ""destroy"", ""fighting"", ""defeat"", ""attacks"", ""weapon""]",6.0,7.0,0.0,0.0,0.0,0.0,"War is characterized by organized, sustained armed conflict, usually involving states or organized groups, with the use of lethal weapons to achieve political or territorial objectives. It results in high human cost, widespread destruction of infrastructure, and often blurs the lines between combatants and civilians. The phenomenon is shaped by socio‑economic, cultural, or ecological factors, but its core attributes revolve around violence, casualty, and strategic intent.",22.25,
105,gpt-oss-20b,Chemical Reaction,Urban Transportation,"[""Bond formation"", ""Catalysis"", ""Temperature sensitivity"", ""Redox change"", ""Mechanistic steps""]","[""active site"", ""reaction speed"", ""reaction process""]",5.0,3.0,0.0,0.0,0.0,0.0,"Chemical reactions involve the breaking and forming of chemical bonds, a process that can be catalyzed by substances like enzymes or metal catalysts. The reaction rate is highly sensitive to temperature, concentration, and the presence of a catalyst or active site. Reactions are classified into redox and non‑redox types, depending on whether electrons are transferred. A reaction mechanism consists of elementary steps that collectively convert reactants to products. These principles extend beyond molecular chemistry to nuclear and particle reactions described by quantum field theory.",96.14,
396,gpt-oss-20b,MRI,Music Performance,"[""non\u2011ionizing radiation"", ""high soft\u2011tissue contrast"", ""confined scanner bore"", ""loud acoustic noise"", ""contraindicated metal"", ""time\u2011consuming""]","[""nuclear spin"", ""Applied magnetic field"", ""resonance""]",6.0,3.0,0.0,0.0,0.0,0.0,"Magnetic resonance imaging (MRI) leverages the nuclear spin of hydrogen protons in a strong static magnetic field, using radiofrequency pulses to perturb their alignment and capture the resulting relaxation signals. Because it relies on magnetic fields and radio waves rather than ionizing radiation, MRI provides excellent soft‑tissue contrast and spatial resolution without exposing patients to X‑rays. These imaging characteristics make MRI invaluable for diagnosing and staging many diseases. However, the procedure is relatively slow and generates loud acoustic noise because of rapidly varying gradient fields, and patients must lie in a confined scanner bore for extended periods, which can be uncomfortable. The strong magnetic field also renders the technique unsafe for patients with non‑removable ferromagnetic metal implants, and the high cost and potential over‑diagnosis raise health‑system concerns.",45.18,
194,gpt-oss-20b,Reign of the Pharaohs,Feudal Dynasties,"[""Royal authority"", ""Divine kingship"", ""Dynastic succession"", ""Architectural legacy"", ""Cultural continuity""]","[""pharaoh"", ""royal palace"", ""sacrificial place"", ""high priest"", ""noble""]",5.0,5.0,0.0,0.0,0.0,0.0,"The Reign of the Pharaohs marks the era in which Egypt was governed by a line of sovereigns known as pharaohs, a title that formalized after the New Kingdom’s 18th Dynasty and persisted for about 2500 years. Their authority blended political leadership with divine kingship, supported by high priests, nobles, and monumental architecture. The pharaohs’ reigns were characterized by dynastic succession, expansive building projects (e.g., pyramids and temples), and the centralization of power, often reflected in elaborate burial practices and state propaganda. The period ended when Egypt fell under foreign domination—first the Kushites and later the Romans—leading to the cessation of native pharaonic rule. Throughout this long span, the pharaohs shaped Egyptian religious, cultural, and administrative institutions, leaving an enduring legacy in Bronze Age civilization.",6.07,
262,gpt-oss-20b,Matrix Theory,Mirrors,"[""Linear maps"", ""Determinant"", ""Eigenvalues"", ""Noncommutative ring"", ""Transformations""]","[""matrix"", ""transform"", ""Eigenvalues""]",5.0,3.0,1.0,0.2,0.333,0.25,"Matrix theory focuses on arrays of symbols arranged in rows and columns that encode linear transformations and many structural attributes of mathematical objects.  Key aspects arise early from linear algebra: the representation of linear maps, the computation of determinants for square matrices, and the study of eigenvalues as roots of characteristic polynomials.  These notions extend to broader contexts such as graph theory, combinatorics, and statistics, while square matrices naturally form a non‑commutative ring.  Additionally, matrices are fundamental to describing geometric transformations.  Extracting the most significant attributes yields a concise list that captures the core concepts relevant to matrix theory.",6.93,
58,gpt-oss-20b,Immune System,Reactor,"[""innate immunity"", ""adaptive immunity"", ""immune cells"", ""antibodies"", ""pathogen defense"", ""autoimmunity"", ""immunodeficiency""]","[""Immune Cells"", ""pathogen"", ""Antibody""]",7.0,3.0,1.0,0.143,0.333,0.2,"The description highlights two main subsystems of the immune system (innate and adaptive), the cellular and antibody components that mediate responses, and the clinical consequences of dysfunction (autoimmune, inflammatory, immunodeficiency). The key take‑away properties therefore focus on the structural divisions, the effector mechanisms, and the pathological outcomes that are central to immunology.",2.01,
233,gpt-oss-20b,Christianity,Islam,"[""world religion"", ""Bible"", ""Jesus"", ""salvation"", ""denominations"", ""persecution"", ""global spread""]","[""Jesus"", ""Palestine"", ""Bible""]",7.0,3.0,2.0,0.286,0.667,0.4,"The description highlights Christianity as a major global faith originating in 1st‑century Palestine, centered on the figure of Jesus and the Bible as its sacred text. Key aspects emphasized include its worldwide following, core doctrine of Jesus' death and resurrection for salvation, the division into multiple denominations due to historical schisms, and ongoing persecution across various regions. These elements summarize the religion’s identity, foundational texts, central beliefs, internal diversity, geographic expanse, and contemporary challenges.",6.55,
117,gpt-oss-20b,Enantiomers,Human Hands,"[""mirror-image non-superposable"", ""dependent on chiral center"", ""optically active (racemic mixture nonrotating)""]","[""mirror symmetry"", ""chiral center""]",3.0,2.0,0.0,0.0,0.0,0.0,"Enantiomers are defined by their non‑superimposable mirror‑image relationship, which originates from the presence of a chiral (asymmetric) center in the molecule. Because they are exact mirrors, a 1:1 mixture (racemic) contains equal amounts of each and lacks net optical rotation. Enantiomers contrast with diastereomers, which are not mirror images but can still be non‑superposable. Therefore, the key properties to capture are the mirror‑image relationship, the dependence on chirality, and the optical behavior (rotatory vs. non‑rotatory in racemic mixtures).",3.53,
114,gpt-oss-20b,Chemistry,A Jigsaw Puzzle,"[""Matter"", ""Reactions"", ""Structure"", ""Compounds"", ""Bonds"", ""Stoichiometry""]","[""Reactant"", ""reaction process"", ""Reaction conditions"", ""product""]",6.0,4.0,0.0,0.0,0.0,0.0,"Chemistry, as described, investigates the fundamental nature of matter, its composition, structure, and the forces that hold it together. Central themes include the identification of elements and their arrangement into atoms, molecules, and ions, the exploration of chemical bonds that link these particles, and the study of reactions that transform reactants into products under various conditions. These aspects underpin the discipline’s ability to manipulate substances, synthesize new materials, and enhance existing compounds. Therefore, the key properties that encapsulate the essence of chemistry are its focus on matter, reactions, structural organization, compound formation, bonding interactions, and the quantitative relationships (stoichiometry) governing transformations.",3.99,
343,gpt-oss-20b,Team Management,Football Game,"[""effective communication"", ""task assignment"", ""conflict resolution"", ""motivation"", ""goal alignment"", ""leadership"", ""planning"", ""strength assessment""]","[""leader"", ""team member"", ""Target""]",8.0,3.0,0.0,0.0,0.0,0.0,"The description emphasizes guiding a team toward common objectives, leveraging individual strengths, planning, communication, conflict management, and motivation. Key attributes are therefore the interpersonal skills, organizational abilities, and strategic actions that enable these outcomes. Each property reflects a core function or competency highlighted in the text—communication, task allocation, conflict resolution, motivation, goal alignment, leadership, planning, and strengths assessment.",5.81,
159,gpt-oss-20b,Bagging Algorithms,Investors,"[""Variance reduction"", ""Multiple model training"", ""Reduces overfitting"", ""Model averaging""]","[""random sample"", ""train"", ""accuracy""]",4.0,3.0,0.0,0.0,0.0,0.0,"Bagging, or bootstrap aggregating, trains many weak models on different random samples (with replacement) of the same dataset. Each model is trained independently, which decorrelates their errors. The final prediction is obtained by averaging (regression) or majority voting (classification), which reduces the overall variance of the ensemble and makes it less sensitive to overfitting. Because the method is algorithm‑agnostic, it is especially useful for high‑variance learners such as decision trees, resulting in more accurate and reliable predictions.",6.43,
142,gpt-oss-20b,Cloud Computing,Rental Housing,"[""On-demand access"", ""Shared resources"", ""Distributed architecture"", ""Pay-as-you-go"", ""Scalability"", ""Flexibility""]","[""service"", ""Server"", ""storage"", ""network""]",6.0,4.0,0.0,0.0,0.0,0.0,"Cloud computing is defined by its capacity to deliver computing resources—such as processing power, storage, and networking—on demand from a distributed set of shared data‑center infrastructure. The description highlights key characteristics: the ability for users to access services from anywhere, a pay‑as‑you‑go pricing model that reduces capital expenditures, and the inherent flexibility and scalability that come from distributed, shared resources. Therefore, the extracted properties focus on these defining aspects, each concisely captured in one to three words.",7.22,
382,gpt-oss-20b,Electromagnetic resonance cavity,resonance cavity,"[""ELF resonance"", ""global cavity"", ""lightning excitation"", ""earth-ionosphere"", ""standing wave"", ""Schumann resonance"", ""frequency peaks""]","[""reflection"", ""put one's oar in"", ""pitch"", ""timbre""]",7.0,4.0,0.0,0.0,0.0,0.0,"The description depicts an electromagnetic resonance cavity formed by the Earth’s surface and the ionosphere, which supports standing electromagnetic waves mainly in the ELF range. These modes are excited by natural phenomena such as lightning and thunderstorm activity, resulting in the well‑known Schumann resonance peaks—distinct spectral lines in the global electric field. Key aspects include the cavity geometry (Earth–ionosphere), the excitation mechanism (lightning flux), the frequency domain (ELF, a few Hz – tens of Hz), and the resulting standing wave patterns that produce audible spectral tones with implications for biological systems.",10.5,
