target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Vision System,,Surveillance System,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Vision System,,Camera,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Spectral Lines,,Fingerprint,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Optical Lenses,,Camera,retrieval-based,baseline2_embedding_llm,baseline2_embedding_llm,stage1,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Historical Research,,Detective work,qwen3-32b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Reform Movement of 1898,,Meiji Restoration,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Optical Lenses,,Eye lens,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Geological folds,,Wrinkles,meta-llama-3-1-8b-instruct,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
commerce,,Transaction,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
boat,,ship,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
hunger,,Thirst,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
1984,,Surveillance State,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Genetic Mutation,,Typo,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Music,,Language,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Radiation Protection,,Shield,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
biological clock,,Clock,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Nucleus,,control room,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Brain,,Neural network,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
The Genetic Code,,Alphabet,gpt-4.1-nano,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Immune System,,Security,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Internet of Things,,Smart Home,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Nervous System,,Internet network,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Genome,,Code,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Ecosystem,,Garden,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
DNA Replication,,Template,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Prostate,,Gland,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
Internet of Things,,Smart Home,meta-llama-3-1-8b-instruct,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Gene editing,,Text editing,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_gemini,gpt_gemini,all_agree,all_agree,3,3,3,3.0,3,3,3,3.0,2.0,3.0,3.0,2.6667,2.8889
Spread of Pathogens,,Computer virus,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
hunger,,Thirst,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
machine,,Clockwork,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Microbiome,,Biosphere,gpt-4.1-nano,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
husbandry,,Livestock raising,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
eyes,,Camera,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
cell,,Factory,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Optical Lenses,,Camera Lens,gpt-4.1-nano,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Cellular Structure,,Factory,gpt-4.1-nano,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Transcription and Translation,,Recipe,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
billiard balls,,Marbles,gpt-4.1-nano,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
eating breakfast,,eating dinner,retrieval-based,baseline2_embedding_llm,baseline2_embedding_llm,stage1,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
Ensemble Learning Algorithms,,Team,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Cellular Structure,,factory,gpt-oss-120b,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Hydropower,,Water wheel,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Bill of Rights,,Rulebook,qwen3-14b,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
DNA Replication,,Template,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Nucleus,,Control room,qwen3-32b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Bill of Rights,,Rulebook,qwen3-14b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
DNA Double Helix Structure,,Spiral staircase,qwen3-32b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
eye,,camera,qwen3-32b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Nervous System,,Network,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Ecosystem,,Terrarium,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
cell,,factory,qwen3-32b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
biological clock,,Clock,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Brain system,,Neural network,qwen3-32b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Lattice,,Grid,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Self Development,,Journey,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
eyes,,lens,gpt-4.1-mini,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
computer,,human brain,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Skeletal System,,Building frame,qwen3-32b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Software Development,,House construction,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Cloud Computing,,Electricity Grid,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
billiard balls,,Marbles,gpt-4.1-nano,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
combustion,,candle,gpt-4.1-mini,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Deposit Formation,,Rock strata,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
waves,,ripple,gpt-4.1-mini,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
KNN Algorithm,,Finding Nearest Neighbors,retrieval-based,baseline2_embedding_llm,baseline2_embedding_llm,stage1,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
Limit Modification System,,Thermostat,qwen3-32b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Electrochemical Reaction,,Chemical battery,qwen3-32b,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Body of Knowledge,,Library,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Crystals,,Snowflake,qwen3-32b,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Deep Learning,,Human brain,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Polymer Composites,,Reinforced concrete,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
eye,,Camera,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
food,,Fuel,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
food,,Fuel,gpt-4.1-nano,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Rock Metamorphosis,,Coal to diamond,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
1787 Constitution,,Blueprint,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
KNN Algorithm,,Neighbor,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Hydropower,,Water wheel,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
eyes,,Camera,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Gas Diffusion,,Perfume,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Sherlock Holmes,,Detective,qwen3-32b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
Lattice,,Grid,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Deep Learning,,Brain,gpt-4.1-nano,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Buddhism,,Journey,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Deep Learning,,Brain,gpt-4.1-nano,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Lattice,,Grid,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Chemical Reactions,,Recipe,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
La Traviata,,Opera,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
Crystals,,Snowflake,gpt-4.1-nano,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Group Theory,,Symmetry,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_gemini,gpt_gemini,all_agree,all_agree,3,3,3,3.0,3,3,3,3.0,2.0,3.0,3.0,2.6667,2.8889
British Parliamentary System,,Australian Parliamentary System,retrieval-based,baseline2_embedding_llm,baseline2_embedding_llm,stage1,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Music,,Language,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Chemical Separation,,Filter,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Music,,Language,qwen3-32b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Renaissance,,Rebirth,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
money,,Currency,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
machine,,Car,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
The Genetic Code,,Programming Code,qwen3-32b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Earth's Atmosphere,,Ocean of air,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
Cellular Structure,,Factory,gpt-4.1-nano,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3,3,3,3.0,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.8889
hill,,Knoll,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,all_agree,gpt_gemini,3,3,3,3.0,3,3,3,3.0,3.0,3.0,2.0,2.6667,2.8889
