target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Vision System,,Machine vision,gpt-oss-20b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,2,2.6667,3,3,3,3.0,2.8889
The Swarm,,Ant colony,gemini-2.5-flash-lite,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Conservation of Charge Flow,,Water flow,gpt-oss-20b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Handedness,gpt-4.1-nano,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Mining Association Rules,,shopping basket,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
plot,,Storyline,meta-llama-3-1-70b-instruct,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,2,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Mirror image,qwen3-14b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,left right hands,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,right hand,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
waves,,Ripples in water,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Buddhism,,Journey,qwen3-32b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Mining Association Rules,,Market Basket Analysis,meta-llama-3-1-70b-instruct,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,2,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Mirror Images,meta-llama-3-1-70b-instruct,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Swarm,,Colony of Ants,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Nuclear Fission,,Chain Reaction,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_deepseek,gpt_deepseek,all_agree,all_agree,3.0,3.0,3.0,3.0,2,3,3,2.6667,3,3,3,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water Flow,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Left hand,gpt-oss-20b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Swarm,,Bee hive,gpt-oss-120b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
DNA Double Helix Structure,,Twisted Ladder,meta-llama-3-1-70b-instruct,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Left hand,gpt-oss-20b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
hunger,,Thirst,gpt-oss-120b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
billiard balls,,Collision Dynamics,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,gpt_deepseek,all_agree,all_agree,3.0,3.0,3.0,3.0,2,3,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Left hand,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water flow,gpt-oss-120b,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water flow,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Conservation of Charge Flow,,water pipe,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Capacitor,,Water tank,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Conservation of Charge Flow,,Water pipe,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
DNA Double Helix Structure,,Twisted ladder,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Encryption,,Cipher,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,2,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Left and right hands,qwen3-32b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Left and right hands,qwen3-32b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water pipe,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
water flow,,Pipe,qwen3-14b,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Conservation of Charge Flow,,Water Flow,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
journey,,road trip,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Swarm,,Ant colony,qwen3-32b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Gas Diffusion,,Perfume Diffusing through a Room,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Swarm,,Flocking birds,meta-llama-3-1-70b-instruct,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Handedness,gpt-4.1-nano,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Isotope Dating,,Radioactive Decay,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,2,2.6667,3,3,3,3.0,2.8889
combustion,,burning candle,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Genetic Mutation,,Typo,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
liquid,,Water,deepseek-r1,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Hands,deepseek-r1,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
DNA Double Helix Structure,,Twisted ladder,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Genetic Mutation,,Typo,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Fluctuation-dissipation theorem,,Brownian motion,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_deepseek,gpt_deepseek,all_agree,all_agree,3.0,3.0,3.0,3.0,2,3,3,2.6667,3,3,3,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water pipe junction,grok-4-fast,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Swarm,,Bee Hive,deepseek-r1,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Left hand,gemini-2.5-flash-lite,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Hands,gemini-2.5-flash-lite,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Capacitor,,Water Tank,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Fluid Dynamics,meta-llama-3-1-8b-instruct,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Cytokine Storm,,Firestorm,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Left hand,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Enantiomers,,Left and Right Hands,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Conservation of Charge Flow,,Water Flow,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Hands,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Group Theory,,Symmetry operations,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_deepseek,gpt_deepseek,all_agree,all_agree,3.0,3.0,3.0,3.0,2,3,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Hands,deepseek-r1,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Hands,deepseek-r1,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Conservation of Charge Flow,,Pipe network,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Chiral Molecules,,Hands,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water pipes,deepseek-r1,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Japanese Government System,,Parliamentary System,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,3,3,3.0,2.8889
Sperm Motility,,boat motor,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Cloud Computing,,Electricity Grid,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Lattice,,City grid,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Database,,Library,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
eating breakfast,,Fueling a car,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Immunological Memory,,Security system,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Nucleus,,CPU,gpt-oss-120b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Cell Membranes,,Gatekeeper,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Education,,Apprenticeship,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Polymer Structure,,Chain,gpt-4.1-mini,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Limit Modification System,,security guard,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Nucleus,,Control Room,meta-llama-3-1-70b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Cloud Computing,,Public utility,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Cloud Computing,,Electricity Grid,grok-4-fast,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Glacier,,Slow-moving river,qwen3-32b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Cytokine Storm,,Wildfire,gemini-2.5-flash-lite,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Polymer Structure,,Chain,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Energy Loss,,Car Engine,qwen3-32b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
Team Management,,Soccer coach,grok-4-fast,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,3,2.6667,2.7778000000000005
PCA Dimensionality Reduction Algorithm,,Data Compression Algorithm,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
billiard balls,,Marbles,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
Network,,internet,gpt-oss-120b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
Gas Diffusion,,Perfume Diffusing through a Room,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
Spanish Political System,,Constitutional monarchy,gpt-oss-20b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,1,2.3333,3,3,3,3.0,2.7777666666666665
hard drive,,USB drive,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
forest,,ecosystem,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
slope,,incline,gpt-4.1-mini,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,1,2.3333,3,3,3,3.0,2.7777666666666665
race,,Running race,gemini-2.5-flash-lite,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,1,2.3333,3,3,3,3.0,2.7777666666666665
Internet Security,,Firewall,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
Polymer Composites,,Reinforced concrete,grok-4-fast,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
building,,House,gemini-2.5-flash-lite,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
following,,ducklings mother,grok-4-fast,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
object,,book,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
boat,,ferry,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
theatre,,Stage play,gemini-2.5-flash-lite,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,1,2.3333,3,3,3,3.0,2.7777666666666665
Network,,Communication Network,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3.0,3.0,3.0,3.0,3,3,1,2.3333,3,3,3,3.0,2.7777666666666665
beast,,lion,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
courtship,,Dating,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
bakery,,kitchen,grok-4-fast,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
Encryption,,Cipher,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
Chiral Molecules,,Hands (left/right),qwen3-32b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
projectile,,Thrown baseball,grok-4-fast,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,3,3.0,2.7777666666666665
