target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Polymer Synthesis,,Lego Construction,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,Factory,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,gpt-4.1-nano,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Principle of Conservation of Energy,,Pendulum swing,grok-4-fast,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cloud Computing,,Electricity Grid,grok-4-fast,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,Factory,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Swarm,,Flock of Birds,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,factory,grok-4-fast,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Protein folding,,Origami,qwen3-14b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Microbiome,,Ecosystem,qwen3-14b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,qwen3-14b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
DNA Double Helix Structure,,Twisted Ladder,qwen3-14b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Chiral Molecules,,Hands,gemini-2.5-flash-lite,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
game,,sports match,gpt-oss-120b,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
chemical element,,Lego brick,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Swarm,,Beehive,meta-llama-3-1-8b-instruct,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Gene editing,,Text editing,deepseek-r1,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Ensemble Learning Algorithms,,Team of Experts,deepseek-r1,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
virus,,computer virus,grok-4-fast,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Encryption,,Lock,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Gas Diffusion,,Perfume,gpt-oss-120b,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Spread of Pathogens,,Sneeze aerosol in a crowded room,gpt-oss-20b,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,factory,gpt-oss-20b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,factory,gpt-oss-120b,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,factory,gpt-oss-120b,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Genetic Code,,Programming code,grok-4-fast,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
DNA Double Helix Structure,,Twisted ladder,grok-4-fast,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
blood circulation system,,plumbing system,grok-4-fast,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
DNA Double Helix Structure,,Twisted Ladder,meta-llama-3-1-70b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cytokine Storm,,Firestorm,gpt-4.1-nano,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Genome,,Instruction manual,meta-llama-3-1-70b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Buddhism,,Journey,gpt-4.1-nano,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
waves,,Ripples on a pond,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Lattice,,Graph paper,grok-4-fast,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Ensemble Learning Algorithms,,Team,gpt-4.1-nano,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Swarm,,School of Fish,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Team Management,,Orchestra Conductor,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,meta-llama-3-1-70b-instruct,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Genome,,Instruction Manual,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Historical Research,,detective investigation,gpt-oss-20b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Vision System,,Camera,gpt-4.1-mini,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Genetic Code,,Instruction manual,qwen3-32b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,Factory,gemini-2.5-flash-lite,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,Factory,deepseek-r1,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Protein folding,,Origami,qwen3-32b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Nucleus,,Control room,qwen3-32b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Genes,,Instruction manual,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Industrial Revolution,,Digital Revolution,deepseek-r1,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,factory,qwen3-32b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Internet,,Postal System,deepseek-r1,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Encryption,,Lock and Key,deepseek-r1,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,retrieval-based,pipeline_results,pipeline_results,stage1,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Nucleus,,Headquarters,deepseek-r1,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Gene editing,,Text editing,deepseek-r1,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Biosphere,,Living Planet,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Biosphere,,Living Planet,deepseek-r1,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
waves,,Water Wave Propagation,retrieval-based,pipeline_results,pipeline_results,stage1,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
waves,,Water Wave Propagation,retrieval-based,pipeline_results,pipeline_results,stage1,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,factory,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
cell,,factory,gpt-4.1-mini,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,gpt-4.1-mini,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,gpt-4.1-nano,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Genetic Code,,Computer Code,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Polymer Synthesis,,Lego Bricks,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
waves,,Water Wave Propagation,retrieval-based,baseline1_embedding_top3,baseline1_embedding_top3,stage1,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Gene Mutation,,Typo in a book,qwen3-32b,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Swarm,,Flock,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,qwen3-32b,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Internet of Things,,Smart Home,gpt-oss-20b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Computer Networks,,Telephone Network,qwen3-32b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,gpt-4.1-mini,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
waves,,Ripples in a pond,qwen3-32b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Chemical Reaction,,Baking soda + vinegar,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Chemical Analysis,,water testing,gpt-oss-120b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
DNA Double Helix Structure,,twisted ladder,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
Cellular Structure,,Factory,gpt-4.1-mini,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
The Swarm,,Flock,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,3,2.6667,2.7778000000000005
grounds for a building,,Foundation,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Portfolio,,Investment Basket,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
buying an item,,Shopping,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Digestive System,,Assembly line,qwen3-32b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Dream of Red Mansions,,Family Dynamics,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
cache,,Memory,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Cytokine Storm,,Wildfire,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
KNN Algorithm,,Neighborhood,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Network,,Road Network,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
impediments to travel,,Roadblocks,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
slope,,Hill,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Microbiome,,Ecosystem,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
husbandry,,Farming,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Light Propagation,,Radio Waves,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Conservation of Charge Flow,,Water Flow,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Microbiome,,Ecosystem,qwen3-32b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Microbiome,,Ecosystem,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
The Theorem of Conservation of Charge Flow,,Conservation of Mass,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
Neuroevolutionary Algorithms,,Breeding,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
GAN Algorithm,,Forger vs Detective,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
water flow,,River,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
movie,,Play,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,3,3,3.0,2.7777666666666665
