target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Capacitor,,Water Reservoir,gpt-oss-20b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Computer Networks,,Telephone Network,meta-llama-3-1-70b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,all_agree,gemini_deepseek,3,3,2,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
impediments to travel,,Roadblocks,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water flow,gpt-oss-20b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Macrophages,,immune sentinel,gpt-oss-120b,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
virus,,computer virus,grok-4-fast,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
The Theorem of Conservation of Charge Flow,,River flow,qwen3-14b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
virus,,computer virus,grok-4-fast,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Atmosphere,,Greenhouse,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Capacitor,,Reservoir,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
chemical element,,building block,qwen3-32b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Gene editing,,Text editing,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Nuclear Fission,,chain reaction,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Gene editing,,Text editing,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
slope,,Hill,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water flow,gemini-2.5-flash-lite,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
The Theorem of Conservation of Charge Flow,,Water pipe,gpt-oss-120b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Brain system,,Network,gpt-4.1-mini,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Atmosphere,,Greenhouse,qwen3-14b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
GAN Algorithm,,Counterfeiter and Detective,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
High Molecular Polymers,,Long Chains,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
High Molecular Polymers,,Long Chains,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Gene editing,,Text editing,gpt-4.1-mini,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
The Catcher in the Rye,,Guarding innocence,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Conservation of Charge Flow,,water pipe,gpt-oss-120b,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Chiral Molecules,,Hands,qwen3-14b,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8889
Deep Learning,,Human Brain,grok-4-fast,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Brain system,,Neural Network,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Genetic Mutation,,Software bug,grok-4-fast,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Black Hole,,Gravitational Well,meta-llama-3-1-70b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
plot,,Storyline,meta-llama-3-1-70b-instruct,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,all_agree,gemini_deepseek,3,3,3,3.0,3,3,2,2.6667,3.0,3.0,2.0,2.6667,2.7778000000000005
Nucleus,,Brain,gpt-4.1-nano,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Polymer Surface Modification,,Waterproofing fabric,grok-4-fast,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Artificial Intelligence,,Human Brain,meta-llama-3-1-70b-instruct,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Artificial Intelligence,,Human Brain,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Deep Learning,,Human Brain,grok-4-fast,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Nucleus,,Brain,gpt-4.1-nano,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
plot,,Storyline,meta-llama-3-1-70b-instruct,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,all_agree,gemini_deepseek,3,3,3,3.0,3,3,2,2.6667,3.0,3.0,2.0,2.6667,2.7778000000000005
blood circulation system,,plumbing system,grok-4-fast,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Body of Knowledge,,Knowledge Base,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,all_agree,gemini_deepseek,3,3,3,3.0,3,3,2,2.6667,3.0,3.0,2.0,2.6667,2.7778000000000005
computer,,Brain,qwen3-32b,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
boat,,Ship,meta-llama-3-1-70b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,all_agree,gemini_deepseek,3,3,3,3.0,3,3,2,2.6667,3.0,3.0,2.0,2.6667,2.7778000000000005
Nucleus,,Brain,gpt-4.1-mini,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Nucleus,,Brain,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Renaissance,,Cultural Awakening,meta-llama-3-1-8b-instruct,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
Biosphere,,Ecological sphere,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,all_agree,gemini_deepseek,3,3,3,3.0,3,3,2,2.6667,3.0,3.0,2.0,2.6667,2.7778000000000005
Artificial Intelligence,,Human Brain,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,all_agree,3,3,3,3.0,3,2,3,2.6667,3.0,2.0,3.0,2.6667,2.7778000000000005
GAN Algorithm,,Forger vs Detective,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Internet Security,,Firewall,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
GAN Algorithm,,Forger vs Detective,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Hierarchical Clustering Algorithms,,Family Tree,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
The Catcher in the Rye,,Coming-of-Age Story,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Volcano,,Pressure cooker,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Buddhism,,Journey,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Conservation of Charge Flow,,Conservation of Water Flow,retrieval-based,baseline1_embedding_top3,baseline1_embedding_top3,stage1,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Hierarchical Clustering Algorithms,,Family Tree,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
British Constitutional Monarchy,,Figurehead,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Sound Wave Propagation,,Wave Propagation,retrieval-based,baseline1_embedding_top3,baseline1_embedding_top3,stage1,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Database,,Library,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Fiction Structure,,Movie Script,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
English Bourgeois Revolution,,English Civil War,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
1787 Constitution,,Framework,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Encryption,,password lock,retrieval-based,baseline2_embedding_llm,baseline2_embedding_llm,stage1,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Dream of Red Mansions,,Family Dynamics,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
bloom,,Growth,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
building,,House,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
hunt,,Hunting party,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
family,,Household,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Poetry,,Lyrics,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Self Development,,Developing a New Skill,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Database,,Library,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Genome,,Instruction Manual,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Nucleus,,Core,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
immune desert,,Desert,qwen3-14b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
immune desert,,Desert,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Cytokine Storm,,Chain reaction,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Disability of the plant,,Stunted growth,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Enantiomers,,Mirror image,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Computer Networks,,Telephone Network,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Network,,Road Network,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
microRNA,,Silencer,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Lattice,,Lattice fence,qwen3-14b,targetonly,embedding,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
grounds for a building,,Site,qwen3-14b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
battle,,Chess match,deepseek-r1,withsub,baseline,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Deposit Formation,,Sediment Layers,qwen3-32b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
1787 Constitution,,Blueprint,qwen3-32b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Ancient Greece,,Cradle of civilization,qwen3-32b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
The Discovery of the Cape of Good Hope,,Exploring uncharted territory,qwen3-32b,targetonly,rerank,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Chemical Separation,,Evaporating saltwater,deepseek-r1,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Polymer Composites,,Composite decking,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Internet,,Highway Network,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Reign of the Pharaohs,,Royal court,deepseek-r1,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
The Catcher in the Rye,,Coming of age,deepseek-r1,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
following,,Footsteps path,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
possession,,Owning pets,deepseek-r1,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Internet of Things,,Smart Home,qwen3-32b,targetonly,baseline,stage2_targetonly,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
liquid,,Stream,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
boat,,Raft,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
train,,Bus Route,deepseek-r1,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Body of Knowledge,,Library,deepseek-r1,withsub,rerank,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
Creative Design,,Painting artwork,deepseek-r1,withsub,embedding,stage2_withsub,gemini_deepseek,all_agree,gemini_deepseek,gemini_deepseek,3,2,2,2.3333,3,3,3,3.0,3.0,3.0,3.0,3.0,2.7777666666666665
