target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Chiral Molecules,,Non-Superimposable Gloves,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
chemical element,,Atoms,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
seeing,,telescope,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
bloom,,flower opening,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
bloom,,flower opening,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
blossom,,opening flower,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
slope,,gradient,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
slope,,ramp,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
deaf,,Blind,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Greedy algorithm,,Greedy search,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Neuroevolutionary Algorithms,,Evolutionary Computation,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Mining Association Rules,,Market Basket Analysis,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Mining Association Rules,,Basket Shopping,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
random forest,,Decision Trees,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
race,,horse race,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
liquid,,Oil,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
hunt,,predator,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Feature Engineering,,Variable Engineering,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
husbandry,,farm management,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
jacket,,coat,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
jacket,,outerwear,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Electrochemical Reaction,,Battery,gpt-4.1-nano,withsub,baseline,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
grounds for a building,,skyscraper foundation,meta-llama-3-1-70b-instruct,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
object,,Apple,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Amphiphile,,Soap,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
artificial selection,,Dog breeding,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Creative Design,,Graphic Design,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
1984,,Big Brother,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Drama,,Theater Production,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Fiction,,Storytelling,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Microbiome,,Ecosystem,gpt-4.1-nano,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
deaf,,blindness,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Limit Modification System,,Thermostat,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
jacket,,coat,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
jacket,,coat,meta-llama-3-1-70b-instruct,withsub,baseline,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Brain system,,Network,gpt-4.1-nano,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
commerce,,Marketplace,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Chiral Molecules,,Left hand,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Amphiphile,,Soap,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
English Bourgeois Revolution,,English Civil War,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Enantiomers,,Glove pair,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
hunger,,thirst,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Polymer Composites,,Reinforced concrete,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
beast,,Tiger,meta-llama-3-1-70b-instruct,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
husbandry,,Ranching,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Encryption,,locked box,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
ship,,Airplane,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
liquid,,Water,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Mining Association Rules,,Market basket,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
virus,,Malware,gpt-4.1-nano,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
battle,,Warfare,meta-llama-3-1-70b-instruct,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
slope,,Skier's slope,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
The Bill of Rights,,Charter of Rights,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
jacket,,coat,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Microbiome,,Ecosystem,meta-llama-3-1-70b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
artificial selection,,Dog Breeding,qwen3-14b,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Fiction,,Storytelling,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Chiral Molecules,,Handedness,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
beast,,Lion,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Chiral Molecules,,Handedness,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
journey,,Train ride,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
slope,,Ramp,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
following,,Hiking,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
object,,Rock,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
machine,,Car Engine,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Electrochemical Reaction,,Galvanic Cell,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
artificial selection,,Dog breeding,gpt-oss-20b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
artificial selection,,Dog breeding,gpt-oss-20b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
La Traviata,,Camille,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Bill of Rights,,Charter,gpt-4.1-nano,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Electrochemical Reaction,,Battery discharge,gpt-oss-20b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Active Fault,,Moving Tectonic Plates,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
artificial selection,,Livestock breeding,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Neuroevolutionary Algorithms,,Natural Selection,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Neuroevolutionary Algorithms,,Biological Evolution,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Neuroevolutionary Algorithms,,Natural Selection,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Polymer Composites,,Reinforced concrete,gpt-oss-20b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Bayesian Algorithms,,Medical Diagnosis,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
The Swarm,,Bird flock,gpt-oss-20b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
The Swarm,,Drone swarm,gpt-oss-20b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
The Evolution of Viruses,,Evolutionary Adaptation,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Network,,Road system,gpt-oss-20b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Cloud Computing,,Utility Grid,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Version Control,,Source Control,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Encryption,,Cipher Wheel,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Mining Association Rules,,Shopping basket patterns,gpt-oss-20b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
hunger,,Thirst,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
courtship,,Peacock display,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Amphiphile,,Soap,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Gas Diffusion,,Perfume spreading,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
cache,,Browser Cache,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Neuroevolutionary Algorithms,,Evolution,gpt-4.1-nano,withsub,baseline,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Isotope Dating,,Radioactive Decay,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Network,,Communication Network,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
water flow,,garden hose,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
combustion,,campfire,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Network,,Communication Network,meta-llama-3-1-8b-instruct,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
projectile,,Catapult stone,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Neuroevolutionary Algorithms,,Evolution,gpt-4.1-nano,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
GAN Algorithm,,Game Opponent,gpt-4.1-nano,withsub,embedding,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Conservation of Charge Flow,,Water Flow,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Energy Loss,,friction,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Energy Loss,,Resistive Wire,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Electromagnetic resonance cavity,,Acoustic cavity,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Amphiphile,,Soap,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Electromagnetic resonance cavity,,Acoustic cavity,gpt-oss-120b,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
planetary motion,,Satellite orbit,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
projectile,,Thrown Ball,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
waves,,Ripples on a pond,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Radiation Protection,,Shield,gpt-oss-120b,targetonly,embedding,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Computer Networks,,Road Network,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
water flow,,Electric current,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
The Swarm,,Colony,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Drama,,Theater,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
plot,,Storyline,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Polymer Composites,,Fiberglass,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Enantiomers,,Hands,meta-llama-3-1-8b-instruct,targetonly,rerank,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Enantiomers,,Hands,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
artificial selection,,Dog breeding,gpt-oss-120b,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
eye,,Camera,gpt-4.1-nano,withsub,rerank,stage2_withsub,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
Group Theory,,Symmetry,meta-llama-3-1-8b-instruct,targetonly,baseline,stage2_targetonly,all_agree,all_agree,all_agree,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,3,3.0,3.0
