target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Hydropower,,waterwheel,gpt-oss-120b,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
sound,,Water ripple,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Self Development,,Journey,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Team Management,,Football Team,qwen3-14b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Team Management,,Football Team,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Creative Design,,Painting,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Education,,Journey,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
waves,,Ripples,qwen3-14b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
sound,,Wave,qwen3-14b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Geological folds,,Accordion folds,gpt-oss-20b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Greedy algorithm,,Myopic strategy,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Fiction,,Storytelling,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
eye,,Camera,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
The Genetic Code,,Programming Code,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Japanese Government System,,Canadian Government,gemini-2.5-flash-lite,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
artificial selection,,Flower hybridization,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
virus,,computer virus,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Cellular Structure,,City layout,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
cell,,factory,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
blood circulation system,,Plumbing system,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Gene Mutation,,Spelling mistake,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Gene editing,,Molecular scissors,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
eye,,camera,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Polymer Composites,,Reinforced concrete,grok-4-fast,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Cellular Structure,,City,qwen3-14b,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Nucleus,,Headquarters,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Genome,,Software code,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Enantiomers,,left hand,grok-4-fast,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Protein folding,,origami,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
The Genetic Code,,Programming Code,qwen3-14b,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Deposit Formation,,Scale buildup,gemini-2.5-flash-lite,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Historical Research,,Detective work,gemini-2.5-flash-lite,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Internet of Things,,Networked devices,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,all_agree,gpt_gemini,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3,2,2.6667,2.8889
Ensemble Learning Algorithms,,Expert team,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Ensemble Learning Algorithms,,Expert team,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Ensemble Learning Algorithms,,Expert team,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Cloud Computing,,Electricity Grid,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Encryption,,Secret code,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Database,,Library,grok-4-fast,targetonly,embedding,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Database,,Library,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Energy Loss,,Friction,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Encryption,,Secret code,grok-4-fast,withsub,embedding,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
The Swarm,,Bee colony,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Asset Pricing,,Stock market,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Polymer Composites,,Reinforced concrete,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
eyes,,Camera,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Amphiphile,,Soap,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Software Development,,House construction,grok-4-fast,withsub,baseline,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Cloud Computing,,Electricity Grid,grok-4-fast,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Immune System,,Military army,grok-4-fast,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Historical Research,,Detective work,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Bayesian Algorithms,,Medical Diagnosis,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Electrochemical Reaction,,Battery,qwen3-14b,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
journey,,Road trip,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
Electrochemical Reaction,,Lemon battery,grok-4-fast,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
building,,House,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
journey,,road trip,gpt-oss-20b,targetonly,rerank,stage2_targetonly,gpt_gemini,all_agree,gpt_gemini,all_agree,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,2.6667,2.8889
