target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Geological folds,,Paper folds,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
virus,,Malware,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Internet of Things,,Smart home,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Chemical Reactions,,Baking a Cake,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Chiral Molecules,,Mirror Reflections,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Genetic Mutation,,Typo,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Crystals,,Lattice,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,gpt_deepseek,gpt_gemini,gpt_gemini,3.0,3.0,3.0,3.0,2,3,3,2.6667,3,2,2,2.3333,2.6666666666666665
Cell Signaling,,Hormone Regulation,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Computer Networks,,Postal Service,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Protein folding,,Origami,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Ensemble Learning Algorithms,,Sports Team,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Cell Membranes,,Selective Filter,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gpt_gemini,3.0,2.0,3.0,2.6667,3,3,3,3.0,3,2,2,2.3333,2.6666666666666665
Spread of Pathogens,,Forest Fire,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
programming,,Recipe,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
random forest,,Committee,qwen3-32b,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Program Code,,Recipe,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Encryption,,Lock and key,qwen3-32b,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Spanish Political System,,Government of the UK,qwen3-32b,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Digestive System,,Factory,gpt-4.1-mini,withsub,baseline,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Lattice,,Graph paper,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Industrial Revolution,,Steam-powered era,qwen3-32b,withsub,embedding,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Volcanic Eruption,,Pressure Cooker,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Asset Pricing,,Business Valuation,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Blood sugar regulation,,pH level regulation,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Internet of Things,,Smart Home,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Cross Validation,,Test Driving,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Cloud Computing,,Shared Office Space,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Encryption,,Locked Box,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Database,,Library,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Network,,Internet,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
hard drive,,File cabinet,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
hard drive,,File cabinet,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Alveoli,,Gills,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Computer Networks,,Road Network,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Computer Networks,,Road Network,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
High Molecular Polymers,,Long Chains,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Enantiomers,,Left and Right Hands,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Christianity,,Islam,qwen3-32b,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Chiral Molecules,,Left and Right Hands,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Chemical Substances,,Cooking Ingredients,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Ensemble Learning Algorithms,,Orchestra,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Chemical Analysis,,Forensic Investigation,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Hierarchical Clustering Algorithms,,Family Tree,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Blockchain,,Ledger,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
deaf,,Blind,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Encryption,,Lock and key,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
cell,,Factory,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Chiral Molecules,,left right hands,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
money,,Tokens,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
journey,,Road trip,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Spread of Pathogens,,Wildfire spread,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,gpt_gemini,gemini_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,2,3,3,2.6667,2.6666666666666665
Asset Pricing,,House valuation,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Hierarchical Clustering Algorithms,,Family tree,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
GAN Algorithm,,Art forgery,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Network,,Social circle,grok-4-fast,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Conservation of Charge Flow,,Closed water system,qwen3-14b,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
High Molecular Polymers,,Lego chain,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Polymer Synthesis,,Bead necklace,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
journey,,roadtrip,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
building,,Lego,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Computer Networks,,Road Network,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
eyes,,Camera lens,qwen3-14b,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
hunger,,Thirst,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
chemical element,,Building block,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Chemical Reaction,,Baking cake,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
waves,,Ripples on a pond,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
Nasal cavity,,Air duct,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
combustion,,Internal Combustion Engine,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
bakery,,kitchen,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
sound,,Musical Strings,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Sperm Motility,,snake slithering,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Body of Knowledge,,Library,qwen3-14b,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Geological folds,,Folded paper,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
hill,,Ramp,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
bloom,,Lotus unfolding,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Spread of Pathogens,,Computer virus,qwen3-32b,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Gas Diffusion,,Smoke spreading,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Gas Diffusion,,Perfume scent,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
GAN Algorithm,,Counterfeiter vs. Detective,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_gemini,gemini_deepseek,3.0,2.0,2.0,2.3333,3,2,3,2.6667,3,3,3,3.0,2.6666666666666665
Chiral Molecules,,Hands,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_gemini,gpt_deepseek,3.0,2.0,3.0,2.6667,3,2,2,2.3333,3,3,3,3.0,2.6666666666666665
Ancient Greece,,Rome,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Buddhism,,Path,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Internet of Things,,Smart Home,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Internet,,Postal Service,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
immune desert,,Barren field,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Internet,,Highway System,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
waves,,pond ripples,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
water flow,,Traffic flow,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Team Management,,Project Manager,grok-4-fast,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
mind,,brain,grok-4-fast,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Geological folds,,Folded fabric,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
possession,,Owning a house,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
disease,,computer virus,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Microbiome,,Rainforest,qwen3-32b,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Genetic Mutation,,Genetic code typo,qwen3-32b,withsub,rerank,stage2_withsub,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
buying an item,,shopping online,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,3,2,2.6667,2.6666666666666665
1984,,The Matrix,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
seeing,,Camera lens,llama-3.1-405b-instruct,withsub,baseline,stage2_withsub,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Rock Metamorphosis,,Coal to diamond,grok-4-fast,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_gemini,3.0,3.0,3.0,3.0,3,2,3,2.6667,3,2,2,2.3333,2.6666666666666665
Computer Networks,,Roads,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Polymer Synthesis,,Lego blocks,gpt-4.1-mini,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
virus,,computer virus,grok-4-fast,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
The Bill of Rights,,Human Rights Charter,meta-llama-3-1-70b-instruct,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gemini_deepseek,gpt_deepseek,3.0,3.0,3.0,3.0,3,2,2,2.3333,3,2,3,2.6667,2.6666666666666665
impediments to travel,,Traffic Jam,meta-llama-3-1-70b-instruct,targetonly,baseline,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Energy Loss,,Air resistance,gemini-2.5-flash-lite,targetonly,embedding,stage2_targetonly,none_agree,all_agree,gpt_deepseek,gemini_deepseek,3.0,2.0,2.0,2.3333,3,3,3,3.0,3,2,3,2.6667,2.6666666666666665
Capacitor,,Water tank,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,none_agree,all_agree,gpt_gemini,gemini_deepseek,3.0,2.0,2.0,2.3333,3,2,3,2.6667,3,3,3,3.0,2.6666666666666665
