target,target_domain,chosen_analogy,model,original_mode,analogy_type,source_dataset,agree_overall,agree_coh,agree_map,agree_exp,gpt_coh,gpt_map,gpt_exp,gpt_avg,gemini_coh,gemini_map,gemini_exp,gemini_avg,deepseek_coh,deepseek_map,deepseek_exp,deepseek_avg,consensus_avg
Database,,Library,qwen3-32b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Polymer Synthesis,,Lego bricks,gpt-oss-20b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
chemical element,,Building blocks,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
chemical element,,building block,gpt-oss-120b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
journey,,Road trip,deepseek-r1,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
journey,,Road trip,deepseek-r1,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Black Hole,,Gravity Well,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
grounds for a building,,Tree roots,deepseek-r1,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Protein folding,,Origami,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Protein folding,,Origami,qwen3-14b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Protein,,Lego bricks,gpt-oss-20b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Polymer Synthesis,,Building with LEGOs,gemini-2.5-flash-lite,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Computer Networks,,Road system,gemini-2.5-flash-lite,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Sperm Motility,,boat motor,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Gene Mutation,,Typo,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
eyes,,Camera lens,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Database,,Library,qwen3-32b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Protein folding,,Origami,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Musculoskeletal system,,Lever system,gemini-2.5-flash-lite,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Polymer Structure,,Chain of Pearls,qwen3-14b,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
building,,Lego set,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Nucleus,,Control Room,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
High Molecular Polymers,,Chain,gpt-4.1-mini,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Cell Membranes,,Selective Gate,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Bagging Algorithms,,Team of experts,qwen3-14b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Quantum Mechanics,,Double‑slit light,gpt-oss-20b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Brain system,,Neural network,qwen3-14b,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Polymer Synthesis,,LEGO blocks,qwen3-32b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
High Molecular Polymers,,Chain,qwen3-32b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Geological folds,,Folded paper,grok-4-fast,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Polymer Structure,,LEGO Bricks,llama-3.1-405b-instruct,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
chemical element,,Building block,qwen3-14b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Bias-Variance Equilibrium,,Tightrope walk,gpt-oss-20b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Spread of Pathogens,,Fire,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Atmosphere,,Greenhouse,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Ensemble Learning Algorithms,,Wisdom of crowds,grok-4-fast,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Internet,,postal system,gpt-oss-120b,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Earth's Atmosphere,,Greenhouse,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Nucleus,,Brain,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
High Molecular Polymers,,LEGO bricks,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Database,,Library,meta-llama-3-1-70b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Database,,Library,meta-llama-3-1-8b-instruct,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Air Pollution,,Smoke-filled kitchen,gpt-oss-120b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Database,,Library,deepseek-r1,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
chemical element,,building block,gpt-oss-120b,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
The Swarm,,Bee hive,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Cloud Computing,,Utility Company,meta-llama-3-1-8b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Spread of Pathogens,,Wildfire expansion,deepseek-r1,targetonly,baseline,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
blood circulation system,,Highway system,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,all_agree,3,2,3,2.6667,3,3,3,3.0,3.0,2.0,3.0,2.6667,2.7778000000000005
Spread of Pathogens,,Epidemic,meta-llama-3-1-8b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Encryption,,Cipher,gpt-4.1-mini,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Computer,,Brain,llama-3.1-405b-instruct,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
hill,,Hillock,gpt-4.1-nano,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Japanese Government System,,British Government System,retrieval-based,pipeline_results,pipeline_results,stage1,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
journey,,Trip,gpt-4.1-nano,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Crystals,,Snowflake,deepseek-r1,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
journey,,Trip,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Drama,,Play,gpt-4.1-nano,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
hill,,hillock,gpt-oss-120b,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Crystals,,Atomic lattice,gemini-2.5-flash-lite,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
The Evolution of Viruses,,Species Evolution,llama-3.1-405b-instruct,withsub,embedding,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
slot machine,,Poker Machine,llama-3.1-405b-instruct,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
waves,,Ripple,gpt-4.1-nano,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
journey,,Voyage,gemini-2.5-flash-lite,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
buying an item,,Exchange,gpt-4.1-nano,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Limit Modification System,,Immune System,deepseek-r1,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
battle,,War,gemini-2.5-flash-lite,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
computer,,Brain,llama-3.1-405b-instruct,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Drama,,Play,gpt-4.1-mini,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Drama,,Play,gpt-4.1-mini,withsub,rerank,stage2_withsub,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
bloom,,Blossom,gpt-4.1-nano,targetonly,embedding,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
Sperm Motility,,Swimming,deepseek-r1,withsub,baseline,stage2_withsub,gpt_deepseek,all_agree,gpt_deepseek,gpt_deepseek,3,3,3,3.0,3,2,2,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
journey,,Trip,gpt-4.1-nano,targetonly,rerank,stage2_targetonly,gpt_deepseek,all_agree,all_agree,gpt_deepseek,3,3,3,3.0,3,3,1,2.3333,3.0,3.0,3.0,3.0,2.7777666666666665
