model,setting,row_index,error,unfamiliar_concept,familiar_concept,description_unfamiliar,description_familiar,properties_unfamiliar,properties_familiar,explanation_list,result,reasoning,sbert_similarity,evaluation_type
gpt-oss-20b,unpaired_properties_description,176,,Volcanic Eruption,Soda,"Volcanic eruptions are one of the most spectacular and powerful events in the geological history of the planet Earth. These events are caused by the release of molten rock, ash and gases from a vent or fissure in the earth's surface. There are several types of volcanic eruptions, including magmatic eruptions, phreatic eruptions, and phreatomagmatic eruptions. These types of eruptions are characterized by their explosive power, which varies from weak to ultra-plinian, and is measured on the Volcanic Explosivity Index. Despite the dangers they pose to human populations and the environment, volcanic eruptions are also responsible for creating new landforms and soil that support diverse ecosystems. The study of volcanic eruptions and their impact on the earth and its inhabitants is a fascinating field of research that continues to evolve with new discoveries and technological advancements.","Soda is a carbonated soft drink that is enjoyed by millions of people around the world. It is typically packaged in a bottle or can and is known for its crisp and refreshing taste. One of the great things about soda is that it comes in a wide range of flavors, from classic cola to citrusy lemon-lime. Whether you're looking for a sweet treat to enjoy on a hot summer day or a way to quench your thirst after a workout, soda is the perfect choice. In this context, ""Open"" may refer to the pop sound of the bottle or can when it is first opened.","['Earth', 'magma', 'eruption']","['bottle', 'soft drink', 'Open']","['Earth corresponds to bottle: the Earth is the location of volcanic eruption, and magma erupts from inside the Earth. Similarly, a bottle is a container filled with a soft drink, and when it is opened, the drink quickly sprays out. In this analogy, both the Earth and the bottle represent a container that carries internal pressure in their respective fields.', 'Magma corresponds to soft drink: magma is a high-temperature molten material that is spewed from within the Earth during volcanic eruptions. Similarly, a soft drink is a carbonated beverage that rapidly sprays out when a bottle is opened. Here, magma and soft drink represent internal materials in their respective fields, which can quickly spray out under certain conditions.', 'Eruption corresponds to opening: a volcanic eruption is a natural phenomenon where volcanic magma suddenly spews out from the inside of the Earth. In comparison, opening refers to the act of unscrewing the bottle cap and allowing the soft drink to spew out quickly. In this analogy, both eruption and opening represent a process of rapid pressure release in their respective fields.']","Earth (the planet that contains magma) is analogous to a bottle (the vessel that contains soda), because both serve as a container for their internal contents. Magma (the molten rock that fuels eruptions) is analogous to a soft drink (the liquid inside a bottle), because both are fluid substances that can be released or transformed. Eruption (the explosive release of magma) is analogous to Open (the act of releasing soda from its bottle), because both involve the sudden expulsion of the contained material.","I matched each property of the unfamiliar concept with a property of the familiar concept that plays a similar role in their respective systems.  
- “Earth” is the host and container for magma, just as a “bottle” holds soda.  
- “Magma” is the fluid, energetic substance that will eventually be released, similar to how a “soft drink” is the fluid within a bottle.  
- “Eruption” is the event where the stored magma is expelled, comparable to “Open” where the soda is released from its container.  

These pairings allow a one‑to‑one analogy that maps the physical structure and process of a volcanic eruption onto the everyday action of opening a bottle of soda.",0.9309046268463135,string_to_string
gpt-oss-20b,unpaired_properties_description,177,,Atmosphere,Greenhouse,"The atmosphere is the layer of gases surrounding a planetary body and is held in place by gravity. It acts as a shield, protecting the planet and its organisms from harmful cosmic rays and solar wind. In the case of the Earth, the atmosphere is composed mainly of nitrogen, oxygen, and trace gases. The variety of gases present in Earth's atmosphere has come into existence through billions of years of biochemical modification by living organisms. The unique layered composition of the Earth's atmosphere also helps to minimize the harmful effects of sunlight and ultraviolet radiation. Indeed, the atmosphere plays a vital role in sustaining life on Earth by acting as a buffer against the harsh sun rays and other cosmic and environmental factors.","A greenhouse is a structure designed to grow plants in a controlled environment. Designed with walls and roofs made of transparent materials such as glass or plastic, greenhouses trap heat and provide plants with a warm and sunny environment. Due to the controlled conditions, greenhouses can help enable cultivation of crops all year round. These structures come in a variety of sizes, from small cold frames to large commercial buildings. Greenhouses can be used for growing different types of plants, including flowers, fruits and vegetables. Advanced technologies such as heating, cooling, and lighting equipment can be installed in the greenhouse to help maintain optimal growing conditions for the crops. The cover of the greenhouse acts as the primary barrier to sunlight and helps regulate temperature and humidity levels within the structure. Overall, greenhouses are used in modern agriculture to produce crops in a more efficient and controlled way than traditional open-air farming.","['Earth', 'atmosphere', 'sun rays']","['greenhouse', 'cover', 'sun rays']","['The Earth corresponds to the greenhouse: In the concept of the atmosphere, the Earth is the object surrounded by the atmosphere, playing a role in protection and maintaining life. In the concept of a greenhouse, the greenhouse is the space surrounded by a cover, used to protect plants and provide a suitable growth environment. Here, both the Earth and the greenhouse are the objects being protected and maintained.', 'The atmosphere corresponds to the cover: The atmosphere is the layer of gases around the Earth, playing a role in protecting the Earth, regulating the climate, and so on. In a greenhouse, the cover is a transparent or translucent material covering the greenhouse, used to maintain temperature and humidity inside. Here, both the atmosphere and the cover serve a protective and regulatory function.', 'Sun rays correspond to sun rays: In both concepts, sun rays are the source of energy and light, vital for life on Earth and plant growth inside the greenhouse.']","Earth and greenhouse share the idea of a protective shell around a central entity—Earth is the planet and greenhouse is the structure surrounding the plants. Atmosphere and cover both function as barriers that regulate environmental factors, shielding the core from external influences. Sun rays appear in both contexts; the atmosphere moderates solar radiation for Earth, just as the greenhouse cover manages sunlight for crops.","The unfamiliar concept “Atmosphere” has three key properties: “Earth”, “atmosphere”, and “sun rays”. The familiar concept “Greenhouse” also has three properties: “greenhouse”, “cover”, and “sun rays”.  
To create an analogy, we pair each property of the unfamiliar concept with the most semantically similar property of the familiar concept, preserving the order.  
1. “Earth” ↔ “greenhouse”: both represent a central body surrounded by a protective structure.  
2. “atmosphere” ↔ “cover”: both act as a barrier that controls environmental conditions.  
3. “sun rays” ↔ “sun rays”: the same concept appears in both contexts, providing a direct link.

The explanation will detail how each pair maps the familiar concept onto the unfamiliar one, illustrating the analogy.",0.9174154996871948,string_to_string
gpt-oss-20b,unpaired_properties_description,178,,Glacier,Ice Cream,"A glacier is a dense body of ice that constantly moves under its own weight. It forms over many years from the accumulation of snow exceeding its ablation. Glaciers have unique features like crevasses and seracs, which form due to the stresses induced by their weight. They abrade rocks and debris to create landforms such as moraines, cirques or fjords. Glaciers are distinct from sea and lake ice and occur mostly in the polar regions, but they can also be found in high mountains around the world, except the Australian mainland. Glaciers store almost 70% of the world's fresh water and are an essential source of water for plants, animals, and humans. Due to their sensitivity to long-term climate changes, the fluctuation of glaciers is a significant indicator of climate change and affects sea level variation. Glaciers are recognizable by their distinctive blue color, which results from water molecules absorbing other colors more efficiently than blue and the lack of air bubbles that give white color to ice.","Ice cream is a beloved treat that has been enjoyed by people all over the world for centuries. It is a delicious frozen dessert that is made from milk or cream, sweeteners, and spices or fruit. Some varieties are made using liquid nitrogen and whisked cream bases, and additional stabilizers or food coloring may be added. After the mixture is cooled below freezing, it is stirred to incorporate air and create a smooth, semi-solid foam that is solid at very low temperatures. Ice cream is enjoyed in many forms, including dishes served with a spoon or licked from edible wafer cones. It can be combined with other desserts or used as an ingredient in various baked goods. Despite variations in naming conventions across the world, ice cream remains a beloved treat that delights people of all ages.","['ice', 'the mountains']","['ice cream', 'Cone']","['Ice corresponds to ice cream: In the concept of glaciers, ice is a solid substance formed from frozen water, which constitutes the main part of glaciers. In the concept of ice cream, ice cream is a frozen dessert made from ingredients such as cream and sugar. Here, both ice and ice cream are substances formed by freezing.', 'Mountains correspond to cones: In the concept of glaciers, mountains are the terrain where glaciers are located, and glaciers are usually located in high-altitude areas of mountains. In the concept of ice cream, cones are biscuit-shaped containers used to hold ice cream. Here, both mountains and cones are structures used for support and carrying.']","Both glacier and ice cream involve ice: a glacier is a naturally occurring mass of ice, whereas ice cream is a processed, edible form of ice made from frozen dairy. The mountain setting of a glacier parallels the conical shape of an ice‑cream cone; the glacier sits on steep slopes, and the cone provides a supportive, conical container for the ice cream. Just as a glacier accumulates snow and slowly flows under its own weight, ice cream is poured or scooped into a cone and can shift or melt, requiring the cone to hold it. Glaciers retain and store vast amounts of ice, similar to how a cone retains the ice cream and protects it from melting until it is eaten. The dynamics of a glacier—moving, crevassing, and reshaping—mirror the melting or softening of ice cream under heat, with the cone acting as a stabilizing element.","The analogy is built by pairing each key property of the unfamiliar concept (glacier) with a corresponding key property of the familiar concept (ice cream).  
1. Both concepts involve **ice**: a glacier is naturally formed ice, while ice cream is a processed, edible form of ice.  
2. The environment or container for the ice differs: glaciers exist in **mountain** settings, and ice cream is typically served in a **cone**.  
By matching “ice” with “ice cream” and “the mountains” with “Cone,” we can explain how the glacier’s characteristics mirror the ice‑cream experience in terms of composition, containment, and behavior under pressure or gravity.",0.8461767435073853,string_to_string
gpt-oss-20b,unpaired_properties_description,179,,Tide,lift,"Tides are a natural phenomenon that occur in oceans and other systems as a result of the ebb and flow of sea levels. The gravitational forces exerted by the Moon (and to a lesser extent, the Sun) cause these fluctuations, which can be predicted using tide tables specific to different locations. The alignment of the Sun and Moon, the phase and amplitude of the tide, and the shape of the coastline and near-shore bathymetry all play a role in determining the timing and height of tides. While tide gauges at fixed stations measure water level over time, short-term sea-level fluctuations can also be caused by thermal expansion, wind, and barometric pressure changes, resulting in storm surges. Despite these various factors, tides are an essential aspect of oceanic ecosystems and have been studied for centuries for their impact on land masses and coastlines.","A lift is a mechanical device that is designed to raise or lower a platform vertically. It is also known as an elevator or hoist. The platform is attached to a console, which usually contains the controls for operating the lift. The lift platform is capable of moving up and down with ease, allowing objects and people to rise and decline as needed. The lift is commonly used in buildings, where it provides quick and convenient access to different floors. It is also used in warehouses, loading docks, construction sites, and other places where heavy objects need to be lifted and transported. The lift is an essential piece of equipment that helps to streamline operations and improve efficiency in a variety of industries.","['ocean', 'Moon', 'high tide', 'ebb and flow']","['platform', 'console', 'rise', 'decline']","['Ocean corresponds to platform: In the concept of tides, the ocean is the place where tidal phenomenon occurs. In the concept of a platform, the platform is the main part that is used to support objects or personnel. Here, the ocean and platform are both places where corresponding phenomena occur.', ""Moon corresponds to console: In the concept of tides, the moon is the primary celestial body that affects tides and causes changes in the ocean's water level through gravitational force. In the concept of a platform, the console is the equipment used to control the platform's ascent and descent. Here, the moon and console both serve as factors that control the situation."", ""High tide corresponds to rise: In the concept of tides, high tide refers to the phenomenon where the ocean's water level rises. In the concept of a platform, rise refers to the process where the platform moves upwards. Here, high tide and rise both represent the upward movement of an object."", ""Ebb and flow correspond to decline: Inthe concept of tides, ebb and flow refer to the phenomenon where the ocean's water level decreases. In the concept of a platform, decline refers to the process where the platform moves downwards. Here, ebb and flow and decline both represent the downward movement of an object.""]","The ocean, a large and moving medium where tides occur, is analogous to the lift’s platform, which is a large structure that moves vertically. The Moon, which exerts the gravitational pull that drives tidal motion, is analogous to the lift’s console, the control system that initiates the lift’s movement. High tide, the maximum rise of sea level, directly parallels the lift’s rise, the upward movement of its platform. Ebb and flow, the natural lowering and rising cycle of tides, corresponds to the lift’s decline, the downward movement of its platform.","The analogy pairs each key property of the unfamiliar concept “tide” with a corresponding property of the familiar concept “lift” by matching functional or descriptive similarities. “Ocean” is a vast, mobile body of water that acts as the medium for tides; it maps to “platform” which is a large, movable structure in a lift. The Moon exerts the gravitational force that drives tides, analogous to the “console” which controls the lift’s operation. “High tide” represents the maximum rise in sea level, directly analogous to the lift’s “rise” action. Finally, “ebb and flow,” the periodic lowering of the tide, corresponds to the lift’s “decline” as it lowers its platform. Each pairing illustrates how the mechanics and phenomena of tides mirror the mechanics of a lift.",0.8584926128387451,string_to_string
gpt-oss-20b,unpaired_properties_description,180,,Active faults,the skeletal system,"Active faults are geological hazards that have the potential to cause earthquakes in the future. These faults are classified as active if there has been a movement observed or evidence of seismic activity within the last 10,000 years. The effects of active faulting can be catastrophic, including strong ground motion, surface faulting, tectonic deformation, landslides, rockfalls, liquefaction, tsunamis, and seiches. Quaternary faults are considered to be active faults that have been observed at the surface and have evidence of movement during the Quaternary period. Studying active faults involves various geological disciplines such as seismology, geomorphology, plate tectonics, remote sensing, and risk analysis. These disciplines aim to better understand the behavior of plates, fractures, and movements of the earth crust to help identify and mitigate risks associated with active faults.","The human skeletal system is a vital framework within our body, containing over 200 bones which support our weight and enable movement. The axial skeleton is made up of the vertebral column, rib cage, skull, and other associated bones, while the appendicular skeleton is attached to the axial skeleton and includes the shoulder and pelvic girdles, and bones of the upper and lower limbs. Alongside providing support and movement, the skeletal system also protects our vital organs, produces blood cells, regulates hormones, and stores essential minerals. Although subtle differences exist between sexes, the male and female skeletons are relatively similar, with the most significant variation being the female pelvis's shape to facilitate childbirth. In sports, bone fractures can occur due to trauma or repetitive stress, requiring careful management and rehabilitation to ensure full recovery.","['plate', 'fault', 'move', 'fracture']","['bone', 'joint', 'sports', 'fracture']","[""Plate corresponds to bone: In the concept of active faults, plates are large blocks of rocks that make up the Earth's crust, their movement causing the formation of faults. In the concept of the skeletal system, bones are hard tissues that make up the skeleton, providing support and protection. Here, both plates and bones are the basic structures that make up their respective systems."", 'Fault corresponds to joint: In the concept of active faults, faults are the boundaries between plates, where plates move relative to each other. In the concept of the skeletal system, joints are the parts that connect bones, allowing them to move relative to each other. Here, both faults and joints are the structures that provide connection and movement.', 'Move corresponds to sports: In the concept of active faults, movement refers to the relative movement of plates at the fault. In the concept of the skeletal system, sports refer to the relative movement of bones at the joint. Here, both move and sports represent the relative movement process between objects.', ""Fracture corresponds to fracture: In the concept of active faults, a fracture refers to the phenomenon of the Earth's crust cracking at the fault. In the concept of the skeletal system, a fracture refers to the phenomenon of bones breaking due to external forces. Here, both fracture and fracture represent the process of objects breaking due to being under force.""]","plate is analogous to bone because both are rigid, load‑bearing structural elements that form the larger framework of the system (tectonic plates in Earth’s crust, bones in the human body). fault is analogous to joint because both serve as boundaries where relative motion can occur—faults allow plates to slip past one another, just as joints enable bones to move relative to each other. move is analogous to sports because both involve dynamic movement that transfers forces; earthquakes move the Earth’s crust, while sports involve the body’s movement. fracture is analogous to fracture because both represent a break or discontinuity in a structural element—fault lines fracture the Earth’s crust, and bone fractures break the skeleton.","The unfamiliar concept (active faults) and the familiar concept (skeletal system) each have four key properties.  
To create an analogy, we pair each unfamiliar property with the familiar property that best matches its role or function:  
- **plate** ↔ **bone**: both are rigid structural units that make up larger systems.  
- **fault** ↔ **joint**: both are interfaces where relative motion can occur.  
- **move** ↔ **sports**: both involve dynamic activity and the transfer of forces.  
- **fracture** ↔ **fracture**: both describe a break or discontinuity within a structural element.

The explanations below describe how each pair illustrates the analogy between the geological and biological systems.",0.8932280540466309,string_to_string
gpt-oss-20b,unpaired_properties_description,181,,Active Fault,Spring,"An active fault refers to a fault that has experienced movement or seismic activity within the last 10,000 years and is likely to cause another earthquake in the future. Such faulting is considered a geologic hazard, leading to various effects such as strong ground motion, surface faulting, tectonic deformation, landslides, liquefaction, and even tsunamis. The study of active faults relies on multiple geological disciplines such as geomorphology, seismology, plate tectonics, and remote sensing, to name a few. Understanding the displacement patterns of active faults is crucial in predicting and mitigating the effects of future earthquakes.","Spring is a term used in various contexts; it can refer to a season, a mechanical component or an action, among other things. When used in relation to mechanical devices, a spring is an elastic object that has the ability to stretch and then return to its original form. Such springs are commonly found in watches, vehicles, and other machinery where flexibility and elasticity are required. Springs are designed to absorb shock or energy, reduce vibration or noise, and allow for movement without causing damage. The elasticity of springs ensures that they can withstand deformation without breaking; however, if a spring is subjected to excessive force or stress, it can fracture or fail. A fractured spring can render a device useless or even dangerous; therefore, it's important to handle springs with care and ensure that they are regularly maintained and inspected for any signs of wear or damage.","['displacement', 'earthquake']","['to stretch', 'fracture']","[""Displacement corresponds to stretching: in the concept of active faults, displacement refers to the relative distance of movement of the Earth's crust at the fault. In the concept of a spring, stretching refers to the process of deformation that occurs in the spring under the action of force. Here, both displacement and stretching represent the changes that occur in an object under the action of force."", ""Earthquakes correspond to fractures: in the concept of active faults, earthquakes are the ground shaking phenomenon caused by the rupture and movement of the Earth's crust at the fault. In the concept of a spring, fracture refers to the breaking phenomenon that occurs in the spring under excessive force. Here, both earthquakes and fractures represent the processes of rupture and shaking that occur in an object under the action of force.""]","Displacement in an active fault is analogous to a spring stretching, as both involve a change in length or position when subjected to stress. An earthquake corresponds to a spring fracturing, representing the sudden release of accumulated energy when the elastic limit is exceeded.","Both an active fault and a spring are systems that deform under stress and can release that deformation abruptly. In geology, the fault “displaces” the Earth's crust over time, much like a spring “stretches” when force is applied. When the stored strain in a fault is released suddenly, it produces an earthquake, analogous to a spring “fracturing” or snapping when its elastic limit is exceeded. Thus, pairing each property of the unfamiliar concept with a related property of the familiar concept highlights the mechanical similarity between fault behavior and spring dynamics.",0.907749354839325,string_to_string
gpt-oss-20b,unpaired_properties_description,182,,Geological folds,wrinkles,"Geological folds are an interesting phenomenon that occur when originally flat rock surfaces are bent or curved during permanent deformation. These folds can range in size from microscopic crinkles to mountains and can form under various conditions of stress, pore pressure, and temperature gradient. Folds can also be formed due to displacement on a non-planar fault or differential compaction, among other reasons. These ground wrinkles are important to study as they can provide insight into the evolution of rock formations and can be found in a variety of rock types.","Wrinkles are a natural part of the ageing process and typically appear as folds or creases in the skin. They can be caused by a variety of factors including habitual facial expressions, sun damage, and poor hydration. While wrinkles may be inevitable to some extent, they can be prevented or minimized through habits such as avoiding excessive sun exposure and maintaining a healthy diet. As we age, our skin undergoes a process called senescence, which can contribute to the development of wrinkles. Despite their inevitability, there are several ways to reduce the appearance of wrinkles and maintain healthier, more youthful-looking skin.","['ground', 'wrinkle', 'evolution']","['skin', 'wrinkle', 'senescence']","['Ground corresponds to skin: Geological folds are deformation phenomena that occur when the ground is subjected to pressure, just like wrinkles on the skin that are caused by pressure or changes over time. In this mapping, both the ground and skin are surfaces that undergo changes under pressure.', 'Folds correspond to wrinkles: Geological folds are a type of crustal deformation that occurs when the ground is subjected to pressure, while wrinkles are the texture of the skin surface that is caused by pressure or changes over time. Here, folds and wrinkles both represent surface features that result from being under pressure.', ""Evolution corresponds to senescence: The formation process of geological folds is part of the evolution of the earth's crust and with time, the crust undergoes changes. The formation of wrinkles, on the other hand, is one of the signs of skin aging. In this mapping, evolution and senescence both represent natural processes of change that occur over time.""]","ground ↔ skin: Both are outer surfaces—geological ground is Earth's surface, while skin is the body's outer layer; each experiences external forces that can deform them. wrinkle ↔ wrinkle: The term indicates a fold or crease on a surface; geological folds create rock wrinkles just as skin wrinkles form creases in our skin. evolution ↔ senescence: Evolution describes the long‑term transformation of rock strata over time, whereas senescence describes the gradual aging and change of skin; both involve progressive change.","Both sets of properties describe surface deformation and temporal change.  
- The property **ground** in geological folds corresponds to the outermost layer of the Earth, similar to how **skin** is the outermost layer of a living organism.  
- The common property **wrinkle** appears in both concepts, indicating a fold or crease on a surface.  
- The property **evolution** refers to long‑term change in rock formations, analogous to **senescence** which denotes gradual aging or change in skin.  
Thus we pair each property of the unfamiliar concept with the analogous property of the familiar concept and explain how the two concepts mirror each other through these pairs.",0.8432406187057495,string_to_string
gpt-oss-20b,unpaired_properties_description,183,,Volcano,Car,"A volcano is a geological formation that occurs due to the rupture of the Earth's crust, allowing molten magma, volcanic ash, and gases to escape from the Earth's mantle. Volcanoes are commonly found in areas where tectonic plates converge or diverge, and some are even found under the ocean. These geological formations come in a variety of shapes and sizes, and their eruptions can have a profound impact on the atmosphere and temperature of the surrounding areas. The formation of a crater is often associated with the eruption of a volcano, which can release an immense amount of energy and heat, potentially causing catastrophic outcomes. Despite the destructive nature of volcanoes, they have also helped create some of the world's most beautiful landscapes, and the study of volcanoes has contributed significantly to our understanding of the Earth's geological processes.","A car, also known as an automobile, is a motor vehicle with four wheels designed primarily for transportation purposes. It has become an essential part of the developed economy, with over one billion cars in use around the world. Most cars run on internal combustion engines, which are fueled by the combustion of fossil fuels. Despite the personal benefits of owning a car, such as independence and convenience, there are also societal costs associated with car use, including air pollution, traffic congestion, and disposal at the end of its life. Unfortunately, some cars are abandoned, which can cause environmental harm, particularly if the car exhaust is not properly handled. The car's exhaust pipe is a crucial component that helps to reduce the harmful emissions produced by its engine. Therefore, it is essential to properly handle abandoned cars and their exhaust pipes to minimize the damaging effects on the environment.","['crater', 'magma', 'Volcano eruption']","['exhaust pipe', 'exhaust gas', 'car exhaust']","['The crater corresponds to the exhaust pipe: the crater is the place where magma and volcanic gas are discharged to the surface in a volcano, and it is the manifestation of volcanic activity. The exhaust pipe is the component of a car that exhausts waste gas into the external environment, and it is the channel for the waste gas produced during the operation of a car. Here, the crater and exhaust pipe are both the outlets for the discharge of substances in their respective systems.', 'Magma corresponds to exhaust gas: magma is the molten rock that erupts from underground during volcanic activity, and it is the main material of volcanic eruptions. Exhaust gas is the waste produced during the operation of a car, mainly including harmful gases such as carbon monoxide and nitrogen oxides. In this analogy, magma and exhaust gas are both the substances produced in their respective systems, and they will both have an impact on the surrounding environment.', 'Volcano eruption corresponds to car exhaust: volcano eruption refers to the process of magma, volcanic ash, and volcanic gas erupting from the crater during volcanic activity, and it is one of the manifestations of volcanic activity. Car exhaust refers to the process where waste gas is discharged into the external environment through the exhaust pipe during the operation of a car. In this analogy, volcano eruption and car exhaust are both the processes of substance discharge in their respective systems, and they will both have an impact on the surrounding environment.']","A crater, the opening that lets magma and gases escape from a volcano, is analogous to a car's exhaust pipe, which lets exhaust gases escape from the engine. Magma, the hot, molten rock expelled during a volcanic eruption, parallels exhaust gas, the hot, pressurized gas expelled by a car's internal combustion engine. A volcano eruption, a powerful event that releases magma, ash, and gases into the atmosphere, corresponds to car exhaust, the continuous release of combustion gases that can affect the surrounding environment.","The task is to map each key property of the unfamiliar concept (volcano) to an analogous property of the familiar concept (car), then explain the analogy.  
- A *crater* is the opening through which magma and gases escape; similarly, an *exhaust pipe* is the opening through which a car’s exhaust gases exit.  
- *Magma* is molten, pressurized material that is expelled during an eruption; *exhaust gas* is hot, pressurized gas produced by combustion inside a car.  
- A *volcano eruption* is the event that releases magma, ash, and gases into the atmosphere; a *car exhaust* (the process of expelling combustion gases) is the ongoing event that releases these gases.  
By pairing each property in this way we can describe how the mechanisms and effects of a volcano relate to those of a car.",0.9057166576385498,string_to_string
gpt-oss-20b,unpaired_properties_description,184,,Rock Metamorphosis,Baking,"Rock Metamorphosis is not a geological process in this context, but an album by the American rock band, Papa Roach. Released in 2009, this was the band's sixth album, and it marked the beginning of a new era with Tony Palermo joining the band as a drummer. Previously titled Days of War, Nights of Love, the album features songs with titles that reflect the original plan for the name. The album's sound can be described as a blend of proto-rock and high temperature and pressure from the band's inspirations and influences.","Baking is a cooking method that involves dry heat applied to food, commonly executed in an oven or over hot ashes. Even though bread is the most well-known baked good, many different kinds of food can be baked such as cakes, cookies, and pastries. The purpose of baking is to slowly transfer heat from the surface to the center of the food, giving it a dry and firm crust on the outside with a soft and moist center. Baking, coalesced with grilling, can produce hybrid barbecue by utilizing both methods simultaneously or one after the other. Historically, baking has been a household chore performed by individuals for everyday meals. The industrialization of production led to the automation of baking by machines, making it a trendy occupation in large factories. Baking is an important life skill and a significant food source, particularly bread that holds immense cultural and economic value worldwide. A specialist in the art of producing baked goods is called a baker, whereas a pastry chef is a trained professional artist who can make pastries, cakes, desserts, bread, and other baked goods.","['High temperature and pressure', 'Proto-rock', 'metamorphic rock']","['oven', 'dough', 'bread']","['High temperature and pressure corresponds to the oven: Metamorphism is the process in which protolith undergoes physical and chemical changes under conditions of high temperature and pressure, while baking is the process of heating food to maturity through high temperature in the oven. In this mapping, high temperature and pressure and the oven provide heat that causes a change in substances.', 'Protolith corresponds to dough: Protolith is the initial rock in the process of metamorphism, which undergoes changes under conditions of high temperature and pressure to form metamorphic rocks. Dough is the initial substance in the baking process, which is baked in the oven at high temperature to form bread. In this mapping, protolith and dough are the initial substances in their respective processes.', 'Metamorphic rocks correspond to bread: Metamorphic rocks are formed from protolith after going through physical and chemical changes under high temperature and pressure. Bread is a food formed after the dough is baked at high temperature in the oven. In this mapping, metamorphic rocks and bread are the final products formed in their respective processes.']","High temperature and pressure ↔ oven: Both provide intense heat that drives the transformation of raw material into a new form. Proto-rock ↔ dough: Proto-rock is the raw material that will undergo change, just as dough is the unbaked mixture that will transform when baked. metamorphic rock ↔ bread: The result of the process— a transformed, final product—mirrors how bread emerges after dough passes through the oven.","The analogy matches each property of the unfamiliar concept (Rock Metamorphosis) to a corresponding property of the familiar concept (Baking).  
1. **High temperature and pressure** → **oven**: Both involve an application of intense heat that drives a transformation.  
2. **Proto-rock** → **dough**: Proto-rock is the raw, unformed material that will become metamorphic rock, analogous to dough as the unbaked mixture that will transform into bread.  
3. **metamorphic rock** → **bread**: The final, transformed product in each scenario – a hardened, altered rock versus a baked loaf.",0.880385160446167,string_to_string
gpt-oss-20b,unpaired_properties_description,185,,Geological Formation,Origami,"A geological formation is a distinct body of rock that displays identifiable physical characteristics and occupies a specific position in a region's stratigraphic column. These formations can consist of various lithologies that differentiate them from neighboring rocks. Determining the thickness of a formation isn't what defines it, but it must be large enough to be mapped on the surface or traced in subsurface testing. The idea of a geologic formation originates from the early stages of modern science, and it has evolved over time, becoming more formalized with numerous codified works to date. Geologic maps that illustrate exposed formations at the surface play a crucial role in fields like structural geology, aiding in predicting the likely sites for hidden mineral resources and inferring the tectonic history of a place. These formations can be affected by external forces, such as a wrinkle or fault, which can impact their shape, size, and character.","Origami is a traditional art form from Japan that involves folding a flat square sheet of paper to create beautiful sculptures. The word ""origami"" comes from a combination of two Japanese words, ""ori"" which means folding and ""kami"" which means paper. Modern origami involves different folding and sculpting techniques to transform a paper sheet into a finished sculpture, without using cuts, glue, or markings in the process. However, some designs use cuts, and for those cases, the word ""kirigami"" is used. Origami is classified into ceremonial and recreational origami, with recreational origami being the generally recognized form of origami. The small number of basic folds in origami can be combined in a variety of ways to make intricate designs, and the use of different colors, prints, or patterns further enhances the designs. While origami is predominantly an art form, the principles of origami are also used in practical applications such as stents, packaging, and engineering projects. Despite the strictness of modern origami conventions, traditional Japanese origami has been flexible about using different shapes of paper, including nonsquare shapes, and even allowing cuts and tear marks in some cases.","['rock formation', 'wrinkle', 'fault']","['the paper', 'crease', 'tear marks']","['The rock formation corresponds to the paper: Rock formations in geological structures are layers of rocks in the crust, while in paper folding, paper is the basic material for origami. In this mapping, rock formations and paper are both basic components of their respective systems.', 'The wrinkle corresponds to the crease: In geological structures, wrinkles are deformation phenomena that occur in rock formations when subjected to pressure. In paper folding, creases are deformation phenomena that occur in paper when subjected to pressure. In this mapping, wrinkles and creases are both surface features that occur in their respective systems when subjected to pressure.', 'The fault corresponds to the tear marks: A fault is a phenomenon in geological structures where rock formations fracture when subjected to shear forces. In paper folding, tear marks are damage that occurs in paper when subjected to shear forces. In this mapping, faults and tear marks both represent damage that occurs in their respective systems when subjected to shear forces.']","The 'rock formation' corresponds to 'the paper' because both are the fundamental substrate from which the entire structure—whether a geological layer or an origami figure—develops. A geological 'wrinkle' is analogous to an origami 'crease', as both are lines of bending that give the structure its shape and define its features. A geological 'fault' mirrors an origami 'tear mark', since a fault is a break or displacement in the rock layers, just as a tear mark is a deliberate cut that alters the continuity of the paper.","The geological formation is a body of rock that has a distinct identity, much like how origami uses a single sheet of paper to create a sculpture. Both concepts rely on a base material that can be altered in shape. The “wrinkle” in geology, a bending or distortion of the rock layers, is analogous to the “crease” in origami, which is the fold that defines the shape of the paper structure. Finally, a “fault” represents a break or displacement in the rock layers, comparable to a “tear mark” in origami, where the paper is intentionally cut or torn to create a new form.",0.8902533054351807,string_to_string
